Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename
72959-5,DETIAPHOS PELLETS,72959,DISCONTINUED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, RODENTICIDE",FALSE,Solid,39497,WILDLIFE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,DETIAPHOS_PELLETS_72959-5_PRIMARY_LABEL_537439.pdf
72959-5,DEGESCH PHOSTOXIN PELLETS,72959,REGISTERED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, RODENTICIDE",FALSE,Solid,39496,WILDLIFE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,DEGESCH_PHOSTOXIN_PELLETS_72959-5_PRIMARY_LABEL_537438.pdf
72959-6,DEGESCH FUMI-STRIP,72959,REGISTERED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, RODENTICIDE",FALSE,Solid,39498,WILDLIFE,"AGRICULTURAL, INDUSTRIAL",TRUE,DEGESCH_FUMI-STRIP_72959-6_PRIMARY_LABEL_537440.pdf
72959-6,DEGESCH FUMI-CEL,72959,REGISTERED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, RODENTICIDE",FALSE,Solid,39499,WILDLIFE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,DEGESCH_FUMI-CEL_72959-6_PRIMARY_LABEL_537441.pdf
72959-7,DEGESCH MAGTOXIN PREPAC SPOT FUMIGANT,72959,REGISTERED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, REPELLENT",FALSE,Solid,39500,WILDLIFE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,DEGESCH_MAGTOXIN_PREPAC_SPOT_FUMIGANT_72959-7_PRIMARY_LABEL_537500.pdf
72959-8,DEGESCH PHOSTOXIN PREPAC ROPE,72959,REGISTERED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, RODENTICIDE",FALSE,Solid,39501,WILDLIFE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,DEGESCH_PHOSTOXIN_PREPAC_ROPE_72959-8_PRIMARY_LABEL_537512.pdf
72959-9,DEGESCH PHOSTOXIN TABLET PREPAC,72959,REGISTERED,1308565,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, RODENTICIDE",FALSE,Solid,39502,WILDLIFE,"AGRICULTURAL, COMMERCIAL, INDUSTRIAL, STRUCTURAL",TRUE,DEGESCH_PHOSTOXIN_TABLET_PREPAC_72959-9_PRIMARY_LABEL_537515.pdf
72992-1,Alesco,72992,REGISTERED,1288203,CLOSED,ROUTINE,2024-11-19,KATHERINE HETTER,GROWTH REGULATOR,FALSE,Liquid,228786,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, GREENHOUSE, ORNAMENTAL",TRUE,Alesco_72992-1_PRIMARY_LABEL_554572.pdf
73049-1,RYZUP SMARTGRASS PLANT GROWTH REGULATOR WATER SOLUBLE GRANULE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,145719,NONE,AGRICULTURAL,TRUE,RYZUP_SMARTGRASS_PLANT_GROWTH_REGULATOR_WATER_SOLUBLE_GRANULE_73049-1_PRIMARY_LABEL_582877.pdf
73049-1,PROliant plant growth regulator water soluble granule,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,258612,NONE,AGRICULTURAL,TRUE,PROliant_plant_growth_regulator_water_soluble_granule_73049-1_PRIMARY_LABEL_592916.pdf
73049-15,PROGIBB tvo PLANT GROWTH REGULATOR SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,231236,NONE,"AGRICULTURAL, NON-CROP, ORNAMENTAL, TURF",TRUE,PROGIBB_tvo_PLANT_GROWTH_REGULATOR_SOLUTION_73049-15_PRIMARY_LABEL_558891.pdf
73049-15,PROGIBB T&O PLANT GROWTH REGULATOR (PGR) SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,39365,NONE,"ORNAMENTAL, TURF",TRUE,PROGIBB_TandO_PLANT_GROWTH_REGULATOR_(PGR)_SOLUTION_73049-15_PRIMARY_LABEL_558993.pdf
73049-17,DIPEL ES BIOLOGICAL INSECTICIDE EMULSIFIABLE SUSPENSION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,42798,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP",TRUE,DIPEL_ES_BIOLOGICAL_INSECTICIDE_EMULSIFIABLE_SUSPENSION_73049-17_PRIMARY_LABEL_570599.pdf
73049-32,PROCONE PLANT GROWTH REGULATOR SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,37788,NONE,ORNAMENTAL,TRUE,PROCONE_PLANT_GROWTH_REGULATOR_SOLUTION_73049-32_PRIMARY_LABEL_569880.pdf
73049-39,DIPEL DF DRY FLOWABLE BIOLOGICAL INSECTICIDE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,,37791,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY",TRUE,DIPEL_DF_DRY_FLOWABLE_BIOLOGICAL_INSECTICIDE_73049-39_PRIMARY_LABEL_584820.pdf
73049-39,DIPEL PRO DF BIOLOGICAL INSECTICIDE DRY FLOWABLE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,,37898,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL, TURF",TRUE,DIPEL_PRO_DF_BIOLOGICAL_INSECTICIDE_DRY_FLOWABLE_73049-39_PRIMARY_LABEL_586780.pdf
73049-39,DIPEL PRO DF BIOLOGICAL INSECTICIDE DRY FLOWABLE (2ee - box tree moth),73049,REGISTERED,1239375,CLOSED,2EE,2022-04-01,SHAUN PETERSON,INSECTICIDE,FALSE,,255904,NONE,"AGRICULTURAL, CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL, TURF",TRUE,DIPEL_PRO_DF_BIOLOGICAL_INSECTICIDE_DRY_FLOWABLE_(2ee_-_box_tree_moth)_73049-39_PRIMARY_LABEL_580565.pdf
73049-40,XENTARI BIOLOGICAL INSECTICIDE DRY FLOWABLE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,37792,AQUATIC INVERTEBRATES,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,XENTARI_BIOLOGICAL_INSECTICIDE_DRY_FLOWABLE_73049-40_PRIMARY_LABEL_590939.pdf
73049-407,cytoflor plant growth regulator solution,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,244634,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,cytoflor_plant_growth_regulator_solution_73049-407_PRIMARY_LABEL_574458.pdf
73049-407,MAXCEL PLANT GROWTH REGULATOR solution,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,72622,NONE,"AGRICULTURAL, NURSERY, ORNAMENTAL",TRUE,MAXCEL_PLANT_GROWTH_REGULATOR_solution_73049-407_PRIMARY_LABEL_567266.pdf
73049-409,PROVIDE 10 SG PLANT GROWTH REGULATOR,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,100599,NONE,AGRICULTURAL,TRUE,PROVIDE_10_SG_PLANT_GROWTH_REGULATOR_73049-409_PRIMARY_LABEL_587119.pdf
73049-41,PROMALIN PLANT GROWTH REGULATOR SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,37793,NONE,"AGRICULTURAL, NURSERY",TRUE,PROMALIN_PLANT_GROWTH_REGULATOR_SOLUTION_73049-41_PRIMARY_LABEL_569870.pdf
73049-41,FASCINATION PLANT GROWTH REGULATOR SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,37755,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,FASCINATION_PLANT_GROWTH_REGULATOR_SOLUTION_73049-41_PRIMARY_LABEL_569869.pdf
73049-41,PROMALIN PLANT GROWTH REGULATOR SOLUTION (2EE - APPLICATION AFTER FROST EVENT),73049,REGISTERED,27032,CLOSED,2EE,2012-12-04,,GROWTH REGULATOR,FALSE,Liquid,181139,NONE,AGRICULTURAL,TRUE,PROMALIN_PLANT_GROWTH_REGULATOR_SOLUTION_(2EE_-_APPLICATION_AFTER_FROST_EVENT)_73049-41_PRIMARY_LABEL_533767.pdf
73049-427,FORAY 48B,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,129108,NONE,ORNAMENTAL,TRUE,FORAY_48B_73049-427_PRIMARY_LABEL_569877.pdf
73049-427,FORAY XG,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,143202,NONE,ORNAMENTAL,TRUE,FORAY_XG_73049-427_PRIMARY_LABEL_569878.pdf
73049-429,VECTOMAX FG BIOLOGICAL LARVICIDE FINE GRANULE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, MOSQUITO LARVICIDE",FALSE,Solid,179080,NONE,"AGRICULTURAL, AQUATIC, NON-CROP",TRUE,VECTOMAX_FG_BIOLOGICAL_LARVICIDE_FINE_GRANULE_73049-429_PRIMARY_LABEL_570598.pdf
73049-45,RETAIN PLANT GROWTH REGULATOR SOLUBLE POWDER,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,37795,NONE,AGRICULTURAL,TRUE,RETAIN_PLANT_GROWTH_REGULATOR_SOLUBLE_POWDER_73049-45_PRIMARY_LABEL_569977.pdf
73049-45,RETAIN PLANT GROWTH REGULATOR SOLUBLE POWDER (2ee - application timing),73049,REGISTERED,1256363,CLOSED,2EE,2023-02-14,SHAUN PETERSON,GROWTH REGULATOR,FALSE,Solid,261049,NONE,AGRICULTURAL,TRUE,RETAIN_PLANT_GROWTH_REGULATOR_SOLUBLE_POWDER_(2ee_-_application_timing)_73049-45_PRIMARY_LABEL_585681.pdf
73049-461,PROTONE SG PLANT GROWTH REGULATOR SOLUBLE GRANULE                     ,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,218525,NONE,"AGRICULTURAL, NURSERY",TRUE,PROTONE_SG_PLANT_GROWTH_REGULATOR_SOLUBLE_GRANULE_73049-461_PRIMARY_LABEL_598589.pdf
73049-461,SUGARMAX SG PLANT GROWTH REGULATOR SOLUBLE GRANULE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,271173,NONE,AGRICULTURAL,TRUE,SUGARMAX_SG_PLANT_GROWTH_REGULATOR_SOLUBLE_GRANULE_73049-461_PRIMARY_LABEL_596088.pdf
73049-474,MASSIVO BIONIK PLANT GROWTH REGULATOR,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,171254,NONE,SEED TREATMENT,TRUE,MASSIVO_BIONIK_PLANT_GROWTH_REGULATOR_73049-474_PRIMARY_LABEL_593184.pdf
73049-486,VECTOBAC GR,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"INSECTICIDE, MOSQUITO LARVICIDE",FALSE,Solid,174813,NONE,"AGRICULTURAL, AQUATIC, NON-CROP",TRUE,VECTOBAC_GR_73049-486_PRIMARY_LABEL_570575.pdf
73049-487,POMAXA PLANT GROWTH REGULATOR,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,183904,NONE,AGRICULTURAL,TRUE,POMAXA_PLANT_GROWTH_REGULATOR_73049-487_PRIMARY_LABEL_588996.pdf
73049-493,CONSHAPE SL PLANT GROWTH REGULATOR SOLUBLE LIQUID,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,247529,NONE,"NURSERY, ORNAMENTAL",TRUE,CONSHAPE_SL_PLANT_GROWTH_REGULATOR_SOLUBLE_LIQUID_73049-493_PRIMARY_LABEL_582894.pdf
73049-498,PROGIBB LV PLUS T&O PLANT GROWTH REGULATOR SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,243292,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL, TURF",TRUE,PROGIBB_LV_PLUS_TandO_PLANT_GROWTH_REGULATOR_SOLUTION_73049-498_PRIMARY_LABEL_596561.pdf
73049-498,PROGIBB LV PLUS PLANT GROWTH REGULATOR SOLUTION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Liquid,198292,NONE,"AGRICULTURAL, SEED TREATMENT",TRUE,PROGIBB_LV_PLUS_PLANT_GROWTH_REGULATOR_SOLUTION_73049-498_PRIMARY_LABEL_590400.pdf
73049-500,LEAP es bacterial disease management biological INSECTICIDE EMULSIFIABLE SUSPENSION,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,223587,NONE,"AGRICULTURAL, GREENHOUSE",TRUE,LEAP_es_bacterial_disease_management_biological_INSECTICIDE_EMULSIFIABLE_SUSPENSION_73049-500_PRIMARY_LABEL_576837.pdf
73049-503,PROLIANT PLUS PLANT GROWTH REGULATOR WATER SOLUBLE GRANULE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,274006,NONE,AGRICULTURAL,TRUE,PROLIANT_PLUS_PLANT_GROWTH_REGULATOR_WATER_SOLUBLE_GRANULE_73049-503_PRIMARY_LABEL_600098.pdf
73049-522,Magic Gardener Biological Disease Control,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Solid,262689,NONE,"CANNABIS, HEMP, HEMP (EPA LABEL), HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,Magic_Gardener_Biological_Disease_Control_73049-522_PRIMARY_LABEL_587840.pdf
73049-522,AmyloShield Biological Fungicide,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Solid,262819,NONE,"AGRICULTURAL, GREENHOUSE, HEMP (EPA LABEL), NURSERY, ORNAMENTAL, TURF",TRUE,AmyloShield_Biological_Fungicide_73049-522_PRIMARY_LABEL_587942.pdf
73049-522,Zorda WG Biological Fungicide,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Solid,255494,NONE,"AGRICULTURAL, GREENHOUSE",TRUE,Zorda_WG_Biological_Fungicide_73049-522_PRIMARY_LABEL_593518.pdf
73049-522,MAGIC GARDENER BIOFUNGICIDE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,FUNGICIDE,FALSE,Solid,274938,NONE,"HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",TRUE,MAGIC_GARDENER_BIOFUNGICIDE_73049-522_PRIMARY_LABEL_601579.pdf
73049-530,ACCEDE SG PLANT GROWTH REGULATOR (SOLUBLE GRANULE),73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,GROWTH REGULATOR,FALSE,Solid,260789,NONE,AGRICULTURAL,TRUE,ACCEDE_SG_PLANT_GROWTH_REGULATOR_(SOLUBLE_GRANULE)_73049-530_PRIMARY_LABEL_585682.pdf
73049-531,OutReach SC Nematicide,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,NEMATICIDE,FALSE,Liquid,268189,NONE,AGRICULTURAL,TRUE,OutReach_SC_Nematicide_73049-531_PRIMARY_LABEL_593348.pdf
73049-54,BIOBIT HP BIOLOGICAL INSECTICIDE WETTABLE POWDER,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,37799,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL",TRUE,BIOBIT_HP_BIOLOGICAL_INSECTICIDE_WETTABLE_POWDER_73049-54_PRIMARY_LABEL_569978.pdf
73049-56,GNATROL WDG BIOLOGICAL LARVICIDE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,124660,NONE,"CANNABIS, GREENHOUSE, HEMP, NURSERY, ORNAMENTAL",TRUE,GNATROL_WDG_BIOLOGICAL_LARVICIDE_73049-56_PRIMARY_LABEL_569871.pdf
73049-56,magic gardener fungus gnat killer,73049,REGISTERED,1309792,CLOSED,ROUTINE,2025-10-20,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,254731,NONE,"HOME GARDEN, ORNAMENTAL",TRUE,magic_gardener_fungus_gnat_killer_73049-56_PRIMARY_LABEL_579836.pdf
73049-67,DITERA DF BIOLOGICAL NEMATICIDE,73049,REGISTERED,1308533,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,NEMATICIDE,FALSE,Solid,42009,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,TRUE,DITERA_DF_BIOLOGICAL_NEMATICIDE_73049-67_PRIMARY_LABEL_569980.pdf
67702-15-73079,Maggies Farm Garden Essentials Vegetable Garden Insect & Disease Control,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,"FUNGICIDE, INSECTICIDE, MITICIDE",FALSE,Liquid,257669,"AQUATIC INVERTEBRATES, FISH","HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,Maggies_Farm_Garden_Essentials_Vegetable_Garden_Insect_and_Disease_Control_67702-15-73079_PRIMARY_LABEL_582965.pdf
67702-6-73079,Maggie's Farm Garden Essentials Beetle & Boxelder Bug Killer,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,252132,"AQUATIC INVERTEBRATES, BEES, FISH","GREENHOUSE, HOME GARDEN, ORNAMENTAL, RESIDENTIAL",TRUE,Maggie's_Farm_Garden_Essentials_Beetle_and_Boxelder_Bug_Killer_67702-6-73079_PRIMARY_LABEL_577866.pdf
73079-10,INVICT GOLD COCKROACH GEL,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,134543,NONE,"COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",TRUE,INVICT_GOLD_COCKROACH_GEL_73079-10_PRIMARY_LABEL_564512.pdf
73079-11,INVICT AB INSECT PASTE,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,162231,NONE,"AGRICULTURAL, COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,INVICT_AB_INSECT_PASTE_73079-11_PRIMARY_LABEL_546052.pdf
73079-12,CIMEXA INSECTICIDE DUST,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,170474,NONE,"COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,CIMEXA_INSECTICIDE_DUST_73079-12_PRIMARY_LABEL_546056.pdf
73079-14,INVICT XPRESS GRANULAR BAIT,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,179458,"AQUATIC INVERTEBRATES, BIRDS","COMMERCIAL, HOME GARDEN, INDUSTRIAL, INSTITUTIONAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",TRUE,INVICT_XPRESS_GRANULAR_BAIT_73079-14_PRIMARY_LABEL_560372.pdf
73079-4,BORACTIN INSECTICIDE POWDER,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,113651,NONE,"AGRICULTURAL, COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,BORACTIN_INSECTICIDE_POWDER_73079-4_PRIMARY_LABEL_546043.pdf
73079-6,INTICE 10 PERIMETER BAIT,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,170473,NONE,"CANNABIS, COMMERCIAL, HEMP, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL, TURF",TRUE,INTICE_10_PERIMETER_BAIT_73079-6_PRIMARY_LABEL_542242.pdf
73079-7,INTICE THIQUID ANT BAIT,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Liquid,120732,NONE,"COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,INTICE_THIQUID_ANT_BAIT_73079-7_PRIMARY_LABEL_546044.pdf
73079-8,INTICE GELANIMO ANT BAIT (STATIONS ONLY),73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,148047,NONE,"COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,INTICE_GELANIMO_ANT_BAIT_(STATIONS_ONLY)_73079-8_PRIMARY_LABEL_546142.pdf
73079-8,IN TICE GELANIMO ANT BAIT,73079,REGISTERED,1282661,CLOSED,ROUTINE,2024-08-22,JYOTHI MURUNDI,INSECTICIDE,FALSE,Solid,152228,NONE,"COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, STRUCTURAL",TRUE,IN_TICE_GELANIMO_ANT_BAIT_73079-8_PRIMARY_LABEL_546047.pdf
73139-1,SABRECHLOR 25                                                         ,73139,REGISTERED,1282746,CLOSED,ROUTINE,2024-09-23,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, MOLLUSCICIDE, SANITIZER",FALSE,Liquid,221257,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL",TRUE,SABRECHLOR_25_73139-1_PRIMARY_LABEL_546205.pdf
1839-86-73232,"BEST SANITIZERS, INC. ALPET NO-RINSE QUAT SANITIZER",73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,210447,FISH,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, INSTITUTIONAL",TRUE,"BEST_SANITIZERS,_INC._ALPET_NO-RINSE_QUAT_SANITIZER_1839-86-73232_PRIMARY_LABEL_584376.pdf"
63838-1-73232,Alpet paa 5.6%,73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,237443,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,Alpet_paa_5.6%_63838-1-73232_PRIMARY_LABEL_589300.pdf
63838-2-73232,alpet paa 15%,73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,237444,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, INDUSTRIAL",TRUE,alpet_paa_15%_63838-2-73232_PRIMARY_LABEL_589302.pdf
73232-1,ALPET D2                                                              ,73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,216597,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INSTITUTIONAL",TRUE,ALPET_D2_73232-1_PRIMARY_LABEL_589736.pdf
73232-2,ALPET D2 SURFACE SANITIZING WIPES                                     ,73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Solid,216598,NONE,"COMMERCIAL, INDUSTRIAL, INSTITUTIONAL",TRUE,ALPET_D2_SURFACE_SANITIZING_WIPES_73232-2_PRIMARY_LABEL_586536.pdf
73232-4,Alpet D2 Quat-Free Surface Sanitizer,73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,227297,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",TRUE,Alpet_D2_Quat-Free_Surface_Sanitizer_73232-4_PRIMARY_LABEL_583453.pdf
73232-5,ALPET D2 FLEX SURFACE SANITIZER,73232,REGISTERED,1302861,CLOSED,ROUTINE,2025-07-09,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",FALSE,Liquid,274062,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, COVID-19 (EPA LIST N), INDUSTRIAL",TRUE,ALPET_D2_FLEX_SURFACE_SANITIZER_73232-5_PRIMARY_LABEL_599558.pdf
73291-1,API  LIFE  VAR,73291,REGISTERED,1297716,CLOSED,ROUTINE,2025-05-20,JYOTHI MURUNDI,MITICIDE,FALSE,Solid,119599,NONE,AGRICULTURAL,TRUE,API__LIFE__VAR_73291-1_PRIMARY_LABEL_558232.pdf
