Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text
53883-72-92720,Intersect 10% Multi-Purpose Insecticide,92720,REGISTERED,1288125,CLOSED,ROUTINE,2024-11-25,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,235103,"BEES, FISH","COMMERCIAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, LIVESTOCK, NON-CROP, RESIDENTIAL, TURF",True,Intersect_10%_Multi-Purpose_Insecticide_53883-72-92720_PRIMARY_LABEL_560054.pdf,15156,"[181, 0, 1318, 1760, 583, 1644, 1499, 1815, 2097, 1194, 1738, 9, 1318]",True,True,False,False
53883-74-92720,Intersect Gold Synergized POUR-ON,92720,REGISTERED,1288125,CLOSED,ROUTINE,2024-11-25,JYOTHI MURUNDI,INSECTICIDE,False,Liquid,235104,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, INDUSTRIAL, LIVESTOCK",True,Intersect_Gold_Synergized_POUR-ON_53883-74-92720_PRIMARY_LABEL_560057.pdf,15156,"[181, 0, 1318, 1760, 583, 1644, 1499, 1815, 2097, 1194, 1738, 9, 1318]",True,True,True,False
70144-1-92728,SIDEKICK DISINFECTANT CLEANER/SANITIZER,92728,REGISTERED,1302916,CLOSED,ROUTINE,2025-08-01,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,243959,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INSTITUTIONAL",True,SIDEKICK_DISINFECTANT_CLEANER_SANITIZER_70144-1-92728_PRIMARY_LABEL_570761.pdf,12272,"[199, 12073]",False,True,True,True
81927-38-92735,"WAPC 2,4-D Amine 4",92735,REGISTERED,1288147,CLOSED,ROUTINE,2024-11-14,KATHERINE HETTER,HERBICIDE,False,Liquid,251209,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, AQUATIC, NON-CROP, TURF",True,"WAPC_2,4-D_Amine_4_81927-38-92735_PRIMARY_LABEL_577490.pdf",94759,"[3387, 5565, 4888, 2725, 7203, 6003, 6177, 7435, 5185, 6025, 8266, 6539, 6284, 6769, 6303, 3, 6002]",True,True,True,True
81927-39-92735,"WAPC 2,4-D LV-6",92735,REGISTERED,1288147,CLOSED,ROUTINE,2024-11-14,KATHERINE HETTER,HERBICIDE,False,Liquid,251210,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP, TURF",True,"WAPC_2,4-D_LV-6_81927-39-92735_PRIMARY_LABEL_579747.pdf",71985,"[2493, 5904, 6741, 3393, 4620, 7174, 6582, 5916, 8151, 9134, 8085, 3792]",True,True,True,True
91234-62-92735,"ACORA INSECTICIDE (NO SALE, USE OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)(POME FRUIT ONLY IN NYs)",92735,REGISTERED,1288147,CLOSED,ROUTINE,2024-11-14,KATHERINE HETTER,INSECTICIDE,True,Liquid,246812,NONE,AGRICULTURAL,True,"ACORA_INSECTICIDE_(NO_SALE,_USE_OR_DISTRIBUTION_IN_NASSAU_AND_SUFFOLK_COUNTIES)(POME_FRUIT_ONLY_IN_NYS)_91234-62-92735_PRIMARY_LABEL_579746.pdf",122961,"[1770, 2198, 2529, 3320, 2581, 2597, 4159, 3167, 3702, 2515, 1995, 2739, 1521, 1675, 1709, 2503, 2292, 1688, 1869, 1934, 1780, 2543, 1155, 2458, 1214, 1927, 2600, 2283, 2031, 1699, 2476, 2042, 1440, 1060, 1379, 1902, 2138, 1618, 2408, 1796, 1829, 1443, 1270, 2092, 1852, 2341, 2119, 2516, 1327, 1598, 2280, 2565, 1639, 3924, 2105, 3, 5646]",True,True,True,True
91234-74-92735,Cadera Fungicide,92735,REGISTERED,1288147,CLOSED,ROUTINE,2024-11-14,KATHERINE HETTER,FUNGICIDE,False,Liquid,251211,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,True,Cadera_Fungicide_91234-74-92735_PRIMARY_LABEL_577492.pdf,135789,"[2229, 4502, 4937, 5765, 4239, 4571, 4767, 5806, 3821, 3256, 3086, 3596, 2722, 2463, 2787, 2189, 3547, 3693, 3311, 4058, 2906, 2525, 2387, 3258, 3313, 3565, 2896, 1923, 3165, 3604, 2927, 3913, 1597, 1672, 2770, 2813, 2937, 1713, 4096, 4364, 2100]",True,True,True,True
91234-85-92735,TRAMPA HERBICIDE (no aerial use or non-crop use in Nys),92735,REGISTERED,1304065,CLOSED,ROUTINE,2025-07-23,MATTHEW J GOGIS,HERBICIDE,False,Solid,246813,NONE,AGRICULTURAL,True,TRAMPA_HERBICIDE_(no_aerial_use_or_non-crop_use_in_Nys)_91234-85-92735_PRIMARY_LABEL_601661.pdf,158777,"[4131, 3318, 6794, 6743, 6393, 6222, 3782, 5394, 6169, 5325, 5502, 6222, 7909, 7923, 4912, 6696, 7043, 6747, 4748, 7067, 6676, 7285, 7284, 7019, 4896, 6577]",True,True,True,True
71771-3-92738,INCEPTIVE,92738,REGISTERED,1302946,CLOSED,ROUTINE,2025-09-17,KATHERINE HETTER,GROWTH REGULATOR,False,Solid,264610,NONE,SEED TREATMENT,True,INCEPTIVE_71771-3-92738_PRIMARY_LABEL_592917.pdf,15127,"[2458, 6631, 6038]",True,True,True,True
92807-2,BD-135 (commercial/agricultural use),92807,REGISTERED,1302915,CLOSED,ROUTINE,2025-08-22,KATHERINE HETTER,REPELLENT,False,Solid,249323,NONE,"AGRICULTURAL, COMMERCIAL",True,BD-135_(commercial_agricultural_use)_92807-2_PRIMARY_LABEL_575239.pdf,9250,"[3503, 4627, 1120]",True,True,True,True
92894-3,GOALTENDER,92894,REGISTERED,1288236,CLOSED,ROUTINE,2024-11-25,JYOTHI MURUNDI,HERBICIDE,False,Liquid,245674,"AQUATIC INVERTEBRATES, WILDLIFE","AGRICULTURAL, NON-CROP",True,GOALTENDER_92894-3_PRIMARY_LABEL_539060.pdf,144250,"[2205, 0, 3839, 4308, 3978, 3504, 4843, 4014, 4519, 4521, 4149, 2847, 2599, 2198, 2518, 2445, 2603, 3437, 2522, 2719, 2347, 3426, 2215, 2307, 1281, 2114, 3218, 2592, 2515, 2767, 2542, 1513, 2208, 2528, 1918, 2179, 1926, 1875, 2515, 3195, 1972, 2232, 3118, 2228, 2346, 2942, 2894, 3184, 1825, 2316, 2291, 1855, 1945, 2153]",True,True,False,False
28293-271-92895,vet-kem yard spray,92895,REGISTERED,1302846,CLOSED,ROUTINE,2025-08-01,KATHERINE HETTER,INSECTICIDE,False,Liquid,227569,"AQUATIC INVERTEBRATES, BEES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",True,vet-kem_yard_spray_28293-271-92895_PRIMARY_LABEL_553165.pdf,10022,"[821, 1860, 2754, 1792, 2125, 670]",True,True,True,True
92942-1,ACTI-MIN - FE,92942,REGISTERED,1292468,CLOSED,ROUTINE,2025-01-29,KATHERINE HETTER,REPELLENT,False,Solid,236573,NONE,AGRICULTURAL,True,ACTI-MIN_-_FE_92942-1_PRIMARY_LABEL_576914.pdf,183,[183],False,False,False,True
6836-445-92953,KI-OSE RTU,92953,REGISTERED,1302885,CLOSED,ROUTINE,2025-09-16,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,272076,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL",True,KI-OSE_RTU_6836-445-92953_PRIMARY_LABEL_596690.pdf,7312,[7312],True,True,True,True
92953-1,Callington Pre-Spray Aircraft insecticide,92953,REGISTERED,1304538,CLOSED,ROUTINE,2025-08-01,KATHERINE A GRAHAM,INSECTICIDE,False,Solid,276101,NONE,COMMERCIAL,True,Callington_Pre-Spray_Aircraft_insecticide_92953-1_PRIMARY_LABEL_601839.pdf,46,[46],False,False,False,True
92967-1,AVENGER WEED KILLER CONCENTRATE,92967,REGISTERED,1282671,CLOSED,ROUTINE,2024-07-29,KATHERINE HETTER,HERBICIDE,False,Liquid,233356,NONE,"AGRICULTURAL, NON-CROP, ORNAMENTAL, RESIDENTIAL",True,AVENGER_WEED_KILLER_CONCENTRATE_92967-1_PRIMARY_LABEL_558593.pdf,183,[183],False,False,False,True
92967-3,AVENGER WEED KILLER (Ready to use),92967,REGISTERED,1282671,CLOSED,ROUTINE,2024-07-29,KATHERINE HETTER,HERBICIDE,False,Liquid,233357,NONE,"NON-CROP, ORNAMENTAL, RESIDENTIAL",True,AVENGER_WEED_KILLER_(Ready_to_use)_92967-3_PRIMARY_LABEL_558594.pdf,183,[183],False,False,False,True
92967-4,AVENGER AG OPTIMA BURNDOWN HERBICIDE,92967,REGISTERED,1282671,CLOSED,ROUTINE,2024-07-29,KATHERINE HETTER,HERBICIDE,False,Liquid,246450,NONE,"AGRICULTURAL, NON-CROP",True,AVENGER_AG_OPTIMA_BURNDOWN_HERBICIDE_92967-4_PRIMARY_LABEL_571719.pdf,15563,"[725, 5745, 5376, 3717]",True,True,True,True
1839-190-92977,touchpoint pro DISINFECTANT WIPEs,92977,REGISTERED,1308622,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,264989,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), HOSPITAL, INSTITUTIONAL",True,touchpoint_pro_DISINFECTANT_WIPEs_1839-190-92977_PRIMARY_LABEL_590118.pdf,68822,"[8788, 8617, 8613, 8533, 8495, 8496, 8796, 8484]",True,True,True,True
6836-340-92977,TouchPointPlus,92977,REGISTERED,1308622,,ROUTINE,,,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Solid,240619,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INSTITUTIONAL",True,TouchPointPlus_6836-340-92977_PRIMARY_LABEL_601743.pdf,102749,"[10259, 10078, 3996, 17928, 10102, 10062, 10065, 10127, 10067, 10065]",True,True,True,True
92988-2,ENTRAPMENT SP,92988,REGISTERED,1292084,CLOSED,ROUTINE,2024-12-24,KATHERINE HETTER,INSECTICIDE,False,Liquid,272647,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,ENTRAPMENT_SP_92988-2_PRIMARY_LABEL_599739.pdf,43877,"[1228, 5470, 3352, 4049, 1344, 1129, 1387, 3925, 1205, 5470, 3352, 4049, 1344, 1128, 1520, 3925]",True,True,True,True
92988-2,ENTRAPMENT FV,92988,REGISTERED,1292084,CLOSED,ROUTINE,2024-12-24,KATHERINE HETTER,INSECTICIDE,False,Liquid,272648,NONE,AGRICULTURAL,True,ENTRAPMENT_FV_92988-2_PRIMARY_LABEL_599740.pdf,20328,"[1192, 5442, 3352, 3958, 1102, 1049, 1042, 3191]",True,True,True,True
92988-3,ENTRAPMENT CK,92988,REGISTERED,1292084,CLOSED,ROUTINE,2024-12-24,KATHERINE HETTER,INSECTICIDE,False,Liquid,272649,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,ENTRAPMENT_CK_92988-3_PRIMARY_LABEL_599741.pdf,21996,"[1229, 5470, 3336, 4043, 1345, 1128, 1520, 3925]",True,True,True,True
82972-1-93012,SERVPROXiDE,93012,REGISTERED,1285717,CLOSED,ROUTINE,2024-09-03,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,228698,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), GREENHOUSE, HOSPITAL, INSTITUTIONAL, RESIDENTIAL",True,SERVPROXiDE_82972-1-93012_PRIMARY_LABEL_595449.pdf,70238,"[17393, 4123, 13459, 4908, 12811, 17544]",True,True,True,True
82972-1-93012,servpro certified disinfectant,93012,REGISTERED,1274357,CLOSED,ROUTINE,2024-01-29,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,249309,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, HOUSEHOLD, INSTITUTIONAL, RESIDENTIAL",True,servpro_certified_disinfectant_82972-1-93012_PRIMARY_LABEL_592516.pdf,7201,"[1979, 5222]",True,True,True,True
62097-24-93051,rightline PACLO 2SC,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,GROWTH REGULATOR,False,Liquid,248390,NONE,TURF,True,rightline_PACLO_2SC_62097-24-93051_PRIMARY_LABEL_574117.pdf,26580,"[4573, 4262, 3334, 3785, 3518, 2766, 4342]",True,True,True,True
62097-41-93051,rightline prohex 27.5 WDG,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,GROWTH REGULATOR,False,Solid,248391,NONE,TURF,True,rightline_prohex_27.5_WDG_62097-41-93051_PRIMARY_LABEL_603047.pdf,32803,"[3994, 4417, 4603, 5149, 1710, 1659, 3384, 4199, 3688]",True,True,True,True
83529-276-93051,RIGHTLINE CHILLOUT FUNGICIDE,93051,REGISTERED,1308364,CLOSED,ROUTINE,2025-10-01,MATTHEW J GOGIS,FUNGICIDE,False,Solid,277224,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",TURF,True,RIGHTLINE_CHILLOUT_FUNGICIDE_83529-276-93051_PRIMARY_LABEL_603138.pdf,38391,"[1574, 1211, 1117, 1258, 1727, 1382, 1716, 1726, 1662, 1242, 1531, 1461, 1523, 1419, 1598, 957, 969, 1034, 1031, 892, 964, 969, 947, 1105, 2245, 2455, 2327, 349]",True,True,True,True
87290-2-93051,RIGHTLINE ETHO 4SC,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,HERBICIDE,False,Liquid,243283,FISH,TURF,True,RIGHTLINE_ETHO_4SC_87290-2-93051_PRIMARY_LABEL_583358.pdf,35102,"[2673, 1985, 1367, 1678, 1917, 2039, 2351, 2017, 741, 531, 1407, 1919, 2072, 2643, 2228, 712, 1853, 909, 1335, 2725]",True,True,True,True
87290-24-93051,RIGHTLINE LAMBDA 1 EC (NYS BUFFER REQUIREMENTS to COASTAL MARSH),93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,INSECTICIDE,False,Liquid,239881,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL, TURF",True,RIGHTLINE_LAMBDA_1_EC_(NYS_BUFFER_REQUIREMENTS_to_COASTAL_MARSH)_87290-24-93051_PRIMARY_LABEL_584724.pdf,53931,"[3108, 2508, 2209, 2730, 2953, 2273, 2289, 3077, 3093, 2806, 2822, 2253, 1959, 1546, 1759, 2253, 878, 1186, 1005, 1688, 2884, 117, 117, 117, 6301]",True,True,True,True
87290-40-93051,RIGHTLINE PROPI 1.3 MEC,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,FUNGICIDE,False,Liquid,266049,FISH,"ORNAMENTAL, TURF",True,RIGHTLINE_PROPI_1.3_MEC_87290-40-93051_PRIMARY_LABEL_591358.pdf,33612,"[2527, 2141, 2345, 3188, 1596, 1633, 1745, 1913, 2856, 1299, 1469, 2679, 1368, 2781, 3, 3, 4066]",True,True,True,True
87290-62-93051,RightLine Mesotrione 4 SC,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,HERBICIDE,False,Liquid,228316,NONE,"NON-CROP, TURF",True,RightLine_Mesotrione_4_SC_87290-62-93051_PRIMARY_LABEL_553975.pdf,21687,"[2140, 2521, 2802, 2439, 2165, 2447, 1226, 1339, 608, 3172, 828]",True,True,True,True
87290-84-93051,RightLine NEMAMECTIN 0.7 SC,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,NEMATICIDE,False,Liquid,262370,"BEES, FISH, WILDLIFE",TURF,True,RightLine_NEMAMECTIN_0.7_SC_87290-84-93051_PRIMARY_LABEL_587522.pdf,25896,"[3996, 2715, 2760, 2493, 2445, 2340, 2843, 124, 6180]",True,True,True,True
93051-10,RIGHTLINE DITHIOPYR 2 EW  (NYS MAX APPLICATION RATE) (REDUCED APPLICATION RATE ON LI),93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,HERBICIDE,False,Liquid,268717,"AQUATIC INVERTEBRATES, FISH","NON-CROP, NURSERY, ORNAMENTAL, TURF",True,RIGHTLINE_DITHIOPYR_2_EW__(NYS_MAX_APPLICATION_RATE)_(REDUCED_APPLICATION_RATE_ON_LI)_93051-10_PRIMARY_LABEL_593919.pdf,68628,"[2549, 2611, 3608, 4342, 3105, 3765, 2713, 1038, 2676, 2639, 3895, 2756, 3753, 3138, 966, 820, 786, 935, 929, 862, 955, 789, 861, 881, 801, 979, 864, 836, 894, 992, 975, 952, 915, 559, 1906, 2040, 4543]",True,True,True,True
93051-11,GROOM PGR,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,GROWTH REGULATOR,False,Liquid,270237,NONE,TURF,True,GROOM_PGR_93051-11_PRIMARY_LABEL_559092.pdf,26825,"[3134, 6170, 6936, 5332, 5253]",True,True,False,True
93051-4,Rightline Azox 2 SC,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,FUNGICIDE,False,Liquid,251550,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, GREENHOUSE, ORNAMENTAL, RESIDENTIAL, TURF",True,Rightline_Azox_2_SC_93051-4_PRIMARY_LABEL_577684.pdf,65189,"[2570, 2566, 3108, 2935, 2407, 2817, 2985, 1811, 2040, 1895, 1414, 3129, 2928, 2032, 1847, 1945, 1340, 1327, 1239, 1241, 1225, 1113, 1194, 1039, 1097, 976, 988, 1173, 2066, 2235, 3608, 2434, 2379, 86]",True,True,True,True
95009-2-93051,RIGHTLINE ADDIT HERBICIDE,93051,REGISTERED,1308561,CLOSED,ROUTINE,2025-10-20,KATHERINE HETTER,HERBICIDE,False,Liquid,262190,FISH,"NON-CROP, TURF",True,RIGHTLINE_ADDIT_HERBICIDE_95009-2-93051_PRIMARY_LABEL_588157.pdf,38595,"[970, 1107, 1046, 1724, 1387, 2069, 1814, 1789, 1867, 1754, 1712, 1352, 1100, 1467, 1322, 1384, 1489, 1509, 1422, 1380, 1133, 1038, 1084, 1542, 837, 1423, 1874, 0]",True,True,True,False
93108-1,briotech,93108,REGISTERED,1282733,CLOSED,ROUTINE,2024-09-17,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,242624,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, INSTITUTIONAL, RESIDENTIAL",True,briotech_93108-1_PRIMARY_LABEL_591307.pdf,2903,"[638, 2265]",True,True,True,True
70144-1-93115,Coverage Spray TB Plus,93115,REGISTERED,1308682,IN REVIEW,ROUTINE,2025-12-05,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,Liquid,229413,NONE,"COMMERCIAL, COVID-19 (EPA LIST N), EPA LIST Q - TIER 1, HOSPITAL, HOUSEHOLD, INSTITUTIONAL",True,Coverage_Spray_TB_Plus_70144-1-93115_PRIMARY_LABEL_569029.pdf,22854,"[1028, 10650, 11176]",True,True,True,True
91605-2-93142,GRANDPA GUS'S MOSQUITO TRAP BY INZECTO,93142,REGISTERED,1292542,CLOSED,ROUTINE,2025-02-20,KATHERINE HETTER,MOSQUITO LARVICIDE,False,Solid,261630,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, INSTITUTIONAL, NON-CROP, RESIDENTIAL",True,GRANDPA_GUS'S_MOSQUITO_TRAP_BY_INZECTO_91605-2-93142_PRIMARY_LABEL_586698.pdf,8885,"[3675, 5210]",True,True,True,True
93182-10,ORACLE DICAMBA AGRICULTURAL HERBICIDE,93182,REGISTERED,1277724,CLOSED,ROUTINE,2024-05-28,JYOTHI MURUNDI,HERBICIDE,False,Liquid,247954,NONE,"AGRICULTURAL, NON-CROP, TURF",True,ORACLE_DICAMBA_AGRICULTURAL_HERBICIDE_93182-10_PRIMARY_LABEL_573707.pdf,97828,"[1723, 4191, 3461, 4788, 5545, 2954, 2184, 2050, 4808, 738, 1988, 1491, 3147, 4193, 3088, 1713, 2424, 1494, 2027, 3770, 3477, 4204, 3722, 2850, 3003, 3177, 2458, 4661, 5492, 1281, 55, 49, 5622]",True,True,True,True
93182-24,ORACLE ADVANCED HERBICIDE,93182,REGISTERED,1277724,CLOSED,ROUTINE,2024-05-28,JYOTHI MURUNDI,HERBICIDE,False,Liquid,242810,NONE,"AGRICULTURAL, NON-CROP, TURF",True,ORACLE_ADVANCED_HERBICIDE_93182-24_PRIMARY_LABEL_568274.pdf,122468,"[2018, 47, 7801, 4670, 5321, 5842, 3712, 3316, 3254, 2298, 3471, 5541, 3711, 5271, 5146, 3947, 5070, 5320, 5173, 4542, 4625, 5243, 4737, 4746, 2200, 2294, 3947, 3989, 55, 55, 55, 49, 5002]",True,True,True,True
93182-27,GHARDA DIURON 4L HERBICIDE,93182,REGISTERED,1277724,CLOSED,ROUTINE,2024-05-28,JYOTHI MURUNDI,HERBICIDE,False,Liquid,243049,NONE,"AGRICULTURAL, NON-CROP",True,GHARDA_DIURON_4L_HERBICIDE_93182-27_PRIMARY_LABEL_568954.pdf,146968,"[1452, 4613, 1766, 5399, 5898, 5188, 4948, 4370, 6002, 4939, 5083, 4513, 5749, 4650, 5274, 5204, 5278, 4822, 5412, 4843, 4792, 4774, 5133, 5404, 4195, 4186, 5285, 4566, 4936, 2705, 348, 351, 4890]",True,True,True,True
93182-30,GHARDA MESOTRIONE 4SC HERBICIDE,93182,REGISTERED,1277724,CLOSED,ROUTINE,2024-05-28,JYOTHI MURUNDI,HERBICIDE,False,Liquid,259682,NONE,"AGRICULTURAL, COMMERCIAL, NON-CROP, RESIDENTIAL, TURF",True,GHARDA_MESOTRIONE_4SC_HERBICIDE_93182-30_PRIMARY_LABEL_584450.pdf,141028,"[1687, 4832, 4106, 4957, 4585, 3657, 5030, 5148, 5070, 4211, 1870, 1770, 1969, 1930, 3632, 5180, 5463, 5266, 4778, 5077, 3043, 3268, 5118, 5002, 4616, 4895, 5150, 5025, 5031, 2952, 2096, 4251, 3472, 2770, 346, 346, 3429]",True,True,True,True
93182-31,Gharda Triclopyr 48EC Herbicide,93182,REGISTERED,1308331,CLOSED,ROUTINE,2025-10-01,MATTHEW J GOGIS,HERBICIDE,False,Liquid,277219,"AQUATIC INVERTEBRATES, FISH","NON-CROP, TURF",True,Gharda_Triclopyr_48EC_Herbicide_93182-31_PRIMARY_LABEL_603171.pdf,114645,"[3586, 7479, 4623, 5042, 5157, 4216, 4302, 5105, 4665, 2839, 2938, 5626, 4160, 5746, 5759, 5768, 5796, 5142, 5906, 5705, 5364, 4808, 598, 342, 3973]",True,True,True,True
93197-2,harvesthold fresh,93197,REGISTERED,1302945,CLOSED,ROUTINE,2025-09-10,KATHERINE HETTER,GROWTH REGULATOR,False,Liquid,252276,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL",True,harvesthold_fresh_93197-2_PRIMARY_LABEL_601941.pdf,10121,[10121],True,True,True,True
100-1492-93243,"NUTRITE PROFESSIONAL TURF FERTILIZER WITH 0.067% ACELEPRYN INSECTICIDE (VARIOUS BLENDS) (NO NASSAU, SUFFOLK, KINGS, QUEENS COUNTIES) (NYS BUFFER ZONES) (Max App. Rate)",93243,REGISTERED,1308568,,ROUTINE,2025-12-04,,INSECTICIDE,True,Solid,256307,AQUATIC INVERTEBRATES,"AGRICULTURAL, TURF",True,"NUTRITE_PROFESSIONAL_TURF_FERTILIZER_WITH_0.067%_ACELEPRYN_INSECTICIDE_(VARIOUS_BLENDS)_(NO_NASSAU,_SUFFOLK,_KINGS,_QUEENS_COUNTIES)_(NYS_BUFFER_ZONES)_(Max_App._Rate)_100-1492-93243_PRIMARY_LABEL_581767.pdf",91036,"[10244, 12486, 82, 10056, 12486, 82, 10232, 12486, 82, 10232, 12486, 82]",True,True,True,True
101563-105-93243,NUTRITE PROFESSIONAL TURF FERTILIZER WITH 0.225% ALLECTUS INSECTICIDE (NO APP WITHIN 100 FT OF BODY WATER IN NY)(NY SPECIFIC LANGUAGE),93243,REGISTERED,1308568,,ROUTINE,2025-12-04,,INSECTICIDE,False,Solid,270357,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INSTITUTIONAL, NON-CROP, RESIDENTIAL, TURF",True,NUTRITE_PROFESSIONAL_TURF_FERTILIZER_WITH_0.225%_ALLECTUS_INSECTICIDE_(NO_APP_WITHIN_100_FT_OF_BODY_WATER_IN_NY)(NY_SPECIFIC_LANGUAGE)_101563-105-93243_PRIMARY_LABEL_595337.pdf,23768,"[10618, 13068, 82]",True,True,True,True
101563-76-93243,NUTRITE PROFESSIONAL TURF FERTILIZER WITH MERIT 0.2 PLUS,93243,REGISTERED,1308568,,ROUTINE,2025-12-04,,INSECTICIDE,False,Solid,270356,AQUATIC INVERTEBRATES,"COMMERCIAL, INSTITUTIONAL, NON-CROP, ORNAMENTAL, RESIDENTIAL, TURF",True,NUTRITE_PROFESSIONAL_TURF_FERTILIZER_WITH_MERIT_0.2_PLUS_101563-76-93243_PRIMARY_LABEL_595357.pdf,18156,"[9358, 8716, 82]",True,True,True,True
2217-882-93243,NUTRITE PROFESSIONAL TURF FERTILIZER WITH SURGE BROADLEAF HERBICIDE (VARIOUS BLENDS) (NO USE IN NASSAU & SUFFOLK COUNTIES)(ONE APPLICATION ALLOWED PER YEAR IN NYS)(MAX APP. RATE IN NYS),93243,REGISTERED,1308568,,ROUTINE,2025-12-04,,HERBICIDE,True,Solid,255429,"AQUATIC INVERTEBRATES, FISH",TURF,True,NUTRITE_PROFESSIONAL_TURF_FERTILIZER_WITH_SURGE_BROADLEAF_HERBICIDE_(VARIOUS_BLENDS)_(NO_USE_IN_NASSAU_and_SUFFOLK_COUNTIES)(ONE_APPLICATION_ALLOWED_PER_YEAR_IN_NYS)(MAX_APP._RATE_IN_NYS)_2217-882-93243_PRIMARY_LABEL_580876.pdf,19178,"[11674, 7422, 82]",True,True,True,True
228-280-93243,STA GREEN WEED & FEED LAWN FERTILIZER + WEED CONTROL (22-0-4),93243,REGISTERED,1308568,,ROUTINE,2025-12-04,,HERBICIDE,False,Solid,259954,"AQUATIC INVERTEBRATES, FISH","ORNAMENTAL, RESIDENTIAL, TURF",True,STA_GREEN_WEED_and_FEED_LAWN_FERTILIZER_+_WEED_CONTROL_(22-0-4)_228-280-93243_PRIMARY_LABEL_584780.pdf,23582,[23582],True,True,True,True
228-427-93243,"NUTRITE PROFESSIONAL TURF FERTILIZER WITH ESCALADE POST-EMERGENT HERBICIDE (NO sale, distribution or use in nassau and suffolk counties)",93243,REGISTERED,1308568,,ROUTINE,2025-12-04,,HERBICIDE,True,Solid,268173,"AQUATIC INVERTEBRATES, FISH",TURF,True,"NUTRITE_PROFESSIONAL_TURF_FERTILIZER_WITH_ESCALADE_POST-EMERGENT_HERBICIDE_(NO_sale,_distribution_or_use_in_nassau_and_suffolk_counties)_228-427-93243_PRIMARY_LABEL_593261.pdf",18740,"[8158, 9113, 1387, 82]",True,True,True,True
