Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,LONG ISLAND USE RESTRICTION,Formulation,PRODUCT ID,TOXICITY,PRODUCT USE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval
91234-204,SEMERA SC,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Liquid,245967,"AQUATIC INVERTEBRATES, FISH","AQUATIC, NON-CROP, NURSERY, ORNAMENTAL, TURF",True,SEMERA_SC_91234-204_PRIMARY_LABEL_571441.pdf,,,,,,True,,,,,,,,Original,
91234-205,acadia esq fungicide,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,247170,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE",True,ACADIA_ESQ_FUNGICIDE_91234-205_PRIMARY_LABEL_572480.pdf,,,,,,True,,,,,,,,Original,
91234-208,vango esq fungicide,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,246313,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE","AGRICULTURAL, GREENHOUSE",True,vango_esq_fungicide_91234-208_PRIMARY_LABEL_571667.pdf,,,,,,True,,,,,,,,Original,
91234-217,Daikon,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Solid,247898,NONE,"AGRICULTURAL, NON-CROP",True,Daikon_91234-217_PRIMARY_LABEL_573486.pdf,,,,,,True,,,,,,,,Original,
91234-219,recon bold sl,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,247992,NONE,"AGRICULTURAL, GREENHOUSE",True,recon_bold_sl_91234-219_PRIMARY_LABEL_573736.pdf,,,,,,True,,,,,,,,Original,
91234-22,ENERVATE 50 Wsb,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,MITICIDE,False,Solid,226897,"AQUATIC INVERTEBRATES, BEES, BIRDS, FISH",AGRICULTURAL,True,ENERVATE_50_Wsb_91234-22_PRIMARY_LABEL_597158.pdf,,,,,,True,,,,,,,,Original,
91234-221,slant ec,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,247171,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, ORNAMENTAL, TURF",True,slant_ec_91234-221_PRIMARY_LABEL_590626.pdf,,,,,,True,,,,,,,,Original,
91234-222,Stergo MX,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,250830,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,Stergo_MX_91234-222_PRIMARY_LABEL_576908.pdf,,,,,,True,,,,,,,,Original,
91234-224,travek 2 sc,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,GROWTH REGULATOR,False,Liquid,254244,NONE,TURF,True,travek_2_sc_91234-224_PRIMARY_LABEL_588161.pdf,,,,,,True,,,,,,,,Original,
91234-225,BERATI [NO OUTDOOR USE - APPLICATION TO CONTAINERS ONLY],91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,GROWTH REGULATOR,False,Liquid,254291,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL",True,BERATI_[NO_OUTDOOR_USE_-_APPLICATION_TO_CONTAINERS_ONLY]_91234-225_PRIMARY_LABEL_586121.pdf,,,,,,True,,,,,,,,Original,
91234-226,Scroll 2 XL,91234,DISCONTINUED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Liquid,250991,"AQUATIC INVERTEBRATES, WILDLIFE","AGRICULTURAL, NON-CROP",True,Scroll_2_XL_91234-226_PRIMARY_LABEL_586103.pdf,,,,,,True,,,,,,,,Original,
91234-228,ScrollOVR,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Liquid,251829,"AQUATIC INVERTEBRATES, WILDLIFE","AGRICULTURAL, NON-CROP",True,ScrollOVR_91234-228_PRIMARY_LABEL_577781.pdf,,,,,,True,,,,,,,,Original,
91234-233,cryova pgr,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,GROWTH REGULATOR,False,Solid,254520,NONE,AGRICULTURAL,True,cryova_pgr_91234-233_PRIMARY_LABEL_597521.pdf,,,,,,True,,,,,,,,Original,
91234-234,acuity pgr,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,GROWTH REGULATOR,False,Solid,254243,NONE,TURF,True,ACUITY_PGR_91234-234_PRIMARY_LABEL_586125.pdf,,,,,,True,,,,,,,,Original,
91234-238,ELUSION 2 SC,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,258995,"AQUATIC INVERTEBRATES, BIRDS, WILDLIFE","COMMERCIAL, HOSPITAL, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,ELUSION_2_SC_91234-238_PRIMARY_LABEL_586115.pdf,,,,,,True,,,,,,,,Original,
91234-242,Acurio SC,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,258409,AQUATIC INVERTEBRATES,"AGRICULTURAL, STRUCTURAL",True,ACURIO_SC_91234-242_PRIMARY_LABEL_586123.pdf,,,,,,True,,,,,,,,Original,
91234-243,ADJOURN SC (NYS SPECIFIC LANGUAGE),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,260385,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, ORNAMENTAL, RESIDENTIAL, SEED TREATMENT, TURF",True,ADJOURN_SC_(NYS_SPECIFIC_LANGUAGE)_91234-243_PRIMARY_LABEL_585255.pdf,,,,,,True,,,,,,,,Original,
91234-247,antik ec,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Liquid,254521,FISH,"AGRICULTURAL, HEMP (EPA LABEL)",True,antik_ec_91234-247_PRIMARY_LABEL_593318.pdf,,,,,,True,,,,,,,,Original,
91234-248,acadia lfc,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,258070,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, TURF",True,ACADIA_LFC_91234-248_PRIMARY_LABEL_583194.pdf,,,,,,True,,,,,,,,Original,
91234-249,SERPENT WITH VENOMCAP TECHNOLOGY (25 foot buffer strip to coastal marsh),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,265271,"AQUATIC INVERTEBRATES, BEES, FISH, WILDLIFE","AGRICULTURAL, NON-CROP",True,SERPENT_WITH_VENOMCAP_TECHNOLOGY_(25_foot_buffer_strip_to_coastal_marsh)_91234-249_PRIMARY_LABEL_590444.pdf,,,,,,True,,,,,,,,Original,
91234-250,DEVITO WITH ENDURACAP TECHNOLOGY  (NO USE WITHIN 100 FT. OF COASTAL MARSHES),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,264530,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, INSTITUTIONAL, NON-CROP, ORNAMENTAL, STRUCTURAL, TURF",True,DEVITO_WITH_ENDURACAP_TECHNOLOGY__(NO_USE_WITHIN_100_FT._OF_COASTAL_MARSHES)_91234-250_PRIMARY_LABEL_589846.pdf,,,,,,True,,,,,,,,Original,
91234-251,"VENTAS (NO SALE, DISTRIBUTION OR USE IN NASSAU AND SUFFOLK COUNTIES)",91234,REGISTERED,1303322,CLOSED,ROUTINE,2025-07-08,MATTHEW J GOGIS,HERBICIDE,True,Liquid,275771,FISH,AGRICULTURAL,True,"VENTAS_(NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_91234-251_PRIMARY_LABEL_601308.pdf",,,,,,True,,,,,,,,Original,
91234-252,ENTERIK 0.7 SC (no aerial or greenhouse use in NYS),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,260192,"BEES, FISH, WILDLIFE",AGRICULTURAL,True,ENTERIK_0.7_SC_(no_aerial_or_greenhouse_use_in_NYS)_91234-252_PRIMARY_LABEL_585078.pdf,,,,,,True,,,,,,,,Original,
91234-253,divasi,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,NEMATICIDE,False,Liquid,254522,"BEES, FISH, WILDLIFE","COMMERCIAL, TURF",True,divasi_91234-253_PRIMARY_LABEL_586116.pdf,,,,,,True,,,,,,,,Original,
91234-254,CAPONE DESICCANT,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Liquid,252929,AQUATIC INVERTEBRATES,"AGRICULTURAL, NON-CROP",True,CAPONE_DESICCANT_91234-254_PRIMARY_LABEL_600068.pdf,,,,,,True,,,,,,,,Original,
91234-256,quistador,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Liquid,257933,"AQUATIC INVERTEBRATES, FISH",TURF,True,quistador_91234-256_PRIMARY_LABEL_583072.pdf,,,,,,True,,,,,,,,Original,
91234-260,Savitri Cockroach Gel Bait,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,259620,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,Savitri_Cockroach_Gel_Bait_91234-260_PRIMARY_LABEL_597738.pdf,,,,,,True,,,,,,,,Original,
91234-261,SAVITRI ANT GEL,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,259621,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL",True,SAVITRI_ANT_GEL_91234-261_PRIMARY_LABEL_584445.pdf,,,,,,True,,,,,,,,Original,
91234-262,gunner 14.3 MEc fungicide,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,258071,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NURSERY, ORNAMENTAL, TURF",True,gunner_14.3_MEc_fungicide_91234-262_PRIMARY_LABEL_583181.pdf,,,,,,True,,,,,,,,Original,
91234-263,Spliven,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,267898,"AQUATIC INVERTEBRATES, BEES","HOME GARDEN, ORNAMENTAL, RESIDENTIAL, TURF",True,Spliven_91234-263_PRIMARY_LABEL_592923.pdf,,,,,,True,,,,,,,,Original,
91234-268,ESTROY,91234,REGISTERED,1306226,CLOSED,ROUTINE,2025-09-02,KATHERINE HETTER,FUNGICIDE,False,Solid,276679,"AQUATIC INVERTEBRATES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,ESTROY_91234-268_PRIMARY_LABEL_592240.pdf,,,,,,True,,,,,,,,Original,
91234-269,TORRID,91234,REGISTERED,1307638,CLOSED,ROUTINE,2025-09-22,MATTHEW J GOGIS,FUNGICIDE,False,Solid,277038,"AQUATIC INVERTEBRATES, FISH","NURSERY, ORNAMENTAL, TURF",True,TORRID_91234-269_PRIMARY_LABEL_603003.pdf,,,,,,True,,,,,,,,Original,
91234-273,CORTES MAXX INSECTICIDE,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,261990,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,True,CORTES_MAXX_INSECTICIDE_91234-273_PRIMARY_LABEL_587259.pdf,,,,,,True,,,,,,,,Original,
91234-278,ESTERO SC,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,265669,"AQUATIC INVERTEBRATES, BEES","AGRICULTURAL, GREENHOUSE, NURSERY",True,ESTERO_SC_91234-278_PRIMARY_LABEL_590946.pdf,,,,,,True,,,,,,,,Original,
91234-279,FALCONDOR SC,91234,REGISTERED,1302592,CLOSED,ROUTINE,2025-06-27,MATTHEW J GOGIS,INSECTICIDE,False,Liquid,275577,"AQUATIC INVERTEBRATES, BEES",AGRICULTURAL,True,FALCONDOR_SC_91234-279_PRIMARY_LABEL_601099.pdf,,,,,,True,,,,,,,,Original,
91234-281,CONTRAXIO SC,91234,REGISTERED,1304098,CLOSED,ROUTINE,2025-07-22,MATTHEW J GOGIS,INSECTICIDE,False,Liquid,275974,"AQUATIC INVERTEBRATES, BEES","AGRICULTURAL, NURSERY, ORNAMENTAL, TURF",True,CONTRAXIO_SC_91234-281_PRIMARY_LABEL_601643.pdf,,,,,,True,,,,,,,,Original,
91234-283,GRAVEX 20 EW (1.95 LBS. AI/A MAX ON TURF & NO USE ON ORNAMENTALS IN NASSAU AND SUFFOLK COUNTIES),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,260191,NONE,"AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, RESIDENTIAL, TURF",True,GRAVEX_20_EW_(1.95_LBS._AI_A_MAX_ON_TURF_and_NO_USE_ON_ORNAMENTALS_IN_NASSAU_AND_SUFFOLK_COUNTIES)_91234-283_PRIMARY_LABEL_585065.pdf,,,,,,True,,,,,,,,Original,
91234-284,RELLIX 40 WSP (no application to ornamentals in nassau or suffolk counties),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Solid,265239,NONE,"AGRICULTURAL, NURSERY, ORNAMENTAL",True,RELLIX_40_WSP_(no_application_to_ornamentals_in_nassau_or_suffolk_counties)_91234-284_PRIMARY_LABEL_590438.pdf,,,,,,True,,,,,,,,Original,
91234-289,TIRADE ULTRA WP,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",False,Solid,272094,"BEES, FISH","HOSPITAL, INDUSTRIAL, INSTITUTIONAL, ORNAMENTAL, RESIDENTIAL, STRUCTURAL, TURF",True,TIRADE_ULTRA_WP_91234-289_PRIMARY_LABEL_596942.pdf,,,,,,True,,,,,,,,Original,
91234-292,CRYPTONYX 360,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,263852,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,True,CRYPTONYX_360_91234-292_PRIMARY_LABEL_594290.pdf,,,,,,True,,,,,,,,Original,
91234-293,Tirade 1% Dust,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,269050,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, RESIDENTIAL, STRUCTURAL",True,Tirade_1%_Dust_91234-293_PRIMARY_LABEL_594424.pdf,,,,,,True,,,,,,,,Original,
91234-293,Tirade 1% Dust Insecticide,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,269337,FISH,"COMMERCIAL, INDUSTRIAL",True,Tirade_1%_Dust_Insecticide_91234-293_PRIMARY_LABEL_594574.pdf,,,,,,True,,,,,,,,Original,
91234-294,TIRADE ULTRA SC,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,265209,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, ORNAMENTAL, RESIDENTIAL, TURF",True,TIRADE_ULTRA_SC_91234-294_PRIMARY_LABEL_590398.pdf,,,,,,True,,,,,,,,Original,
91234-294,TIRADE ULTRA SRX,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,269954,"AQUATIC INVERTEBRATES, BEES, FISH","COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, RESIDENTIAL, TURF",True,TIRADE_ULTRA_SRX_91234-294_PRIMARY_LABEL_594947.pdf,,,,,,True,,,,,,,,Original,
91234-295,CRYPTOID XL,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,263853,"AQUATIC INVERTEBRATES, BEES, FISH",AGRICULTURAL,True,CRYPTOID_XL_91234-295_PRIMARY_LABEL_589071.pdf,,,,,,True,,,,,,,,Original,
91234-296,Turonyx Ultra Ready-to-Spray,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,268209,"AQUATIC INVERTEBRATES, FISH, WILDLIFE","COMMERCIAL, HOSPITAL, HOUSEHOLD, INSTITUTIONAL",True,Turonyx_Ultra_Ready-to-Spray_91234-296_PRIMARY_LABEL_593376.pdf,,,,,,True,,,,,,,,Original,
91234-299,FERVID,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,"INSECTICIDE, MITICIDE",False,Liquid,261769,"BEES, FISH, WILDLIFE","COMMERCIAL, GREENHOUSE, ORNAMENTAL",True,FERVID_91234-299_PRIMARY_LABEL_586876.pdf,,,,,,True,,,,,,,,Original,
91234-300,bestero 50 WG,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,265509,BEES,"AGRICULTURAL, GREENHOUSE",True,bestero_50_WG_91234-300_PRIMARY_LABEL_590676.pdf,,,,,,True,,,,,,,,Original,
91234-302,Airaxo,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,265570,BEES,"GREENHOUSE, NURSERY, ORNAMENTAL",True,Airaxo_91234-302_PRIMARY_LABEL_591019.pdf,,,,,,True,,,,,,,,Original,
91234-304,"MINEIRO 2 F FLEX [No soil injection allowed in nassau & suffolk counties, NY]",91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,261289,"AQUATIC INVERTEBRATES, BEES","AGRICULTURAL, COMMERCIAL, GREENHOUSE, NURSERY, ORNAMENTAL, RESIDENTIAL, TURF",True,"MINEIRO_2_F_FLEX_[No_soil_injection_allowed_in_nassau_and_suffolk_counties,_NY]_91234-304_PRIMARY_LABEL_586331.pdf",,,,,,True,,,,,,,,Original,
91234-305,Atrevia 3.0% SL,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,MITICIDE,False,Liquid,259156,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, GREENHOUSE, INDUSTRIAL, NURSERY, ORNAMENTAL, TURF",True,Atrevia_3.0%_SL_91234-305_PRIMARY_LABEL_584221.pdf,,,,,,True,,,,,,,,Original,
91234-308,"ENFILADE DX (no sale, use or distribution in nassau and suffolk counties)",91234,REGISTERED,1301893,CLOSED,ROUTINE,2025-06-13,KATHERINE HETTER,HERBICIDE,True,Liquid,275422,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, NON-CROP",True,"ENFILADE_DX_(no_sale,_use_or_distribution_in_nassau_and_suffolk_counties)_91234-308_PRIMARY_LABEL_601025.pdf",,,,,,True,,,,,,,,Original,
91234-309,VENDRA II,91234,REGISTERED,1299683,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,False,Liquid,274788,"AQUATIC INVERTEBRATES, FISH","GREENHOUSE, NON-CROP, NURSERY, ORNAMENTAL, TURF",True,VENDRA_II_91234-309_PRIMARY_LABEL_600601.pdf,,,,,,True,,,,,,,,Original,
91234-31,Stadia,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Solid,228259,NONE,"AGRICULTURAL, NON-CROP, ORNAMENTAL, TURF",True,Stadia_91234-31_PRIMARY_LABEL_599438.pdf,,,,,,True,,,,,,,,Original,
91234-31,Empero,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Solid,227836,NONE,"NON-CROP, TURF",True,Empero_91234-31_PRIMARY_LABEL_586114.pdf,,,,,,True,,,,,,,,Original,
91234-31,promote,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Solid,247176,NONE,"AGRICULTURAL, NON-CROP",True,promote_91234-31_PRIMARY_LABEL_568527.pdf,,,,,,True,,,,,,,,Original,
91234-318,armont 30 dg,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Solid,264573,"AQUATIC INVERTEBRATES, BEES, BIRDS, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,armont_30_dg_91234-318_PRIMARY_LABEL_595438.pdf,,,,,,True,,,,,,,,Original,
91234-323,SYNEX 4 L,91234,REGISTERED,1308399,CLOSED,ROUTINE,2025-10-02,KATHERINE HETTER,HERBICIDE,False,Liquid,277233,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, ORNAMENTAL",True,SYNEX_4_L_91234-323_PRIMARY_LABEL_603177.pdf,,,,,,True,,,,,,,,Original,
91234-324,"ORADOR (NOT FOR SALE USE, OR DISTRIBUTION ON LONG ISLAND) (MAX USE RATE IN NYS IS 0.25 LB/ACRE)",91234,REGISTERED,1300266,CLOSED,ROUTINE,2025-05-12,KATHERINE A GRAHAM,HERBICIDE,True,Liquid,274899,FISH,AGRICULTURAL,True,"ORADOR_(NOT_FOR_SALE_USE,_OR_DISTRIBUTION_ON_LONG_ISLAND)_(MAX_USE_RATE_IN_NYS_IS_0.25_LB_ACRE)_91234-324_PRIMARY_LABEL_600879.pdf",,,,,,True,,,,,,,,Original,
91234-325,hexcel EW,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,MITICIDE,False,Liquid,264389,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, GREENHOUSE, NURSERY, ORNAMENTAL, TURF",True,hexcel_EW_91234-325_PRIMARY_LABEL_589721.pdf,,,,,,True,,,,,,,,Original,
91234-333,SIMTERRO 9.7 (NO USE WITHIN 100 FT. OF COASTAL MARSHES),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,264390,"AQUATIC INVERTEBRATES, BEES, FISH","AGRICULTURAL, COMMERCIAL, INDUSTRIAL, ORNAMENTAL, STRUCTURAL, TURF",True,SIMTERRO_9.7_(NO_USE_WITHIN_100_FT._OF_COASTAL_MARSHES)_91234-333_PRIMARY_LABEL_590324.pdf,,,,,,True,,,,,,,,Original,
91234-336,nixlo igr concentrate,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,264437,"AQUATIC INVERTEBRATES, FISH","COMMERCIAL, INDUSTRIAL, RESIDENTIAL",True,nixlo_igr_concentrate_91234-336_PRIMARY_LABEL_589796.pdf,,,,,,True,,,,,,,,Original,
91234-337,TERNATE SC (NOT registered FOR USE ON TERMITES IN NYS),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,INSECTICIDE,False,Liquid,269918,"AQUATIC INVERTEBRATES, BIRDS, FISH","COMMERCIAL, RESIDENTIAL, STRUCTURAL",True,TERNATE_SC_(NOT_registered_FOR_USE_ON_TERMITES_IN_NYS)_91234-337_PRIMARY_LABEL_594683.pdf,,,,,,True,,,,,,,,Original,
91234-338,NIXLO 1.3% EC,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,"GROWTH REGULATOR, INSECTICIDE, MITICIDE, MOSQUITO LARVICIDE",False,Liquid,270076,"AQUATIC INVERTEBRATES, FISH","AGRICULTURAL, COMMERCIAL, HOSPITAL, HOUSEHOLD, INDUSTRIAL, INSTITUTIONAL, NON-CROP, RESIDENTIAL, STRUCTURAL, TURF",True,NIXLO_1.3%_EC_91234-338_PRIMARY_LABEL_595023.pdf,,,,,,True,,,,,,,,Original,
91234-34,DETOUR 4 SC (NO APP WITHIN 100 FT OF surface water that is connected to other off-site water bodies),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,229289,"AQUATIC INVERTEBRATES, FISH",TURF,True,DETOUR_4_SC_(NO_APP_WITHIN_100_FT_OF_surface_water_that_is_connected_to_other_off-site_water_bodies)_91234-34_PRIMARY_LABEL_586117.pdf,,,,,,True,,,,,,,,Original,
91234-342,AZION XP,91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,HERBICIDE,False,Solid,265021,NONE,"AGRICULTURAL, NON-CROP, TURF",True,AZION_XP_91234-342_PRIMARY_LABEL_590079.pdf,,,,,,True,,,,,,,,Original,
91234-345,PROVIXO 480 SC,91234,REGISTERED,1308398,CLOSED,ROUTINE,2025-10-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,277232,AQUATIC INVERTEBRATES,"AGRICULTURAL, NURSERY",True,PROVIXO_480_SC_91234-345_PRIMARY_LABEL_603179.pdf,,,,,,True,,,,,,,,Original,
91234-346,PROZARE SC (no application to corn in ny),91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,FUNGICIDE,False,Liquid,271827,"AQUATIC INVERTEBRATES, DOMESTIC ANIMALS, FISH, WILDLIFE",AGRICULTURAL,True,PROZARE_SC_(no_application_to_corn_in_ny)_91234-346_PRIMARY_LABEL_596652.pdf,,,,,,True,,,,,,,,Original,
91234-351,STRAZA YLD (no aerial application in NY),91234,REGISTERED,1309521,CLOSED,ROUTINE,2025-10-16,MATTHEW J GOGIS,FUNGICIDE,False,Liquid,277417,"AQUATIC INVERTEBRATES, FISH",AGRICULTURAL,False,,,,,,,True,,,,,,,,Original,
91234-353,BERATI 10 XC [NO OUTDOOR USE - APPLICATION TO CONTAINERS ONLY],91234,REGISTERED,1297628,CLOSED,ROUTINE,2025-05-02,KATHERINE HETTER,GROWTH REGULATOR,False,Liquid,265569,NONE,"GREENHOUSE, NURSERY, ORNAMENTAL",True,BERATI_10_XC_[NO_OUTDOOR_USE_-_APPLICATION_TO_CONTAINERS_ONLY]_91234-353_PRIMARY_LABEL_591021.pdf,,,,,,True,,,,,,,,Original,
