Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename
87394-4,SUPERTHRIVE ROOT Gel (Commercial),87394,REGISTERED,1297679,CLOSED,ROUTINE,2025-04-10,JYOTHI MURUNDI,GROWTH REGULATOR,TRUE,SUPERTHRIVE_ROOT_Gel_(Commercial)_87394-4_PRIMARY_LABEL_584564.pdf
87394-4,SUPERTHRIVE ROOT-GEL (Residential),87394,REGISTERED,1297679,CLOSED,ROUTINE,2025-04-10,JYOTHI MURUNDI,GROWTH REGULATOR,TRUE,SUPERTHRIVE_ROOT-GEL_(Residential)_87394-4_PRIMARY_LABEL_584563.pdf
87429-1,30 SECONDS SPRAY & WALK AWAY,87429,REGISTERED,1308680,CLOSED,ROUTINE,2025-10-31,JYOTHI MURUNDI,"ALGAECIDE, MILDEWSTATIC",TRUE,30_SECONDS_SPRAY_and_WALK_AWAY_87429-1_PRIMARY_LABEL_597960.pdf
87429-1,30 SECONDS OUTDOOR CLEANER & WINTERIZER,87429,REGISTERED,1309680,CLOSED,ROUTINE,2025-10-17,MATTHEW J GOGIS,"ALGAECIDE, MILDEWSTATIC",TRUE,30_SECONDS_OUTDOOR_CLEANER_and_WINTERIZER_87429-1_PRIMARY_LABEL_603373.pdf
87472-1,BG-Sweetscent,87472,REGISTERED,1292480,CLOSED,ROUTINE,2025-02-27,JYOTHI MURUNDI,INSECTICIDE,TRUE,BG-Sweetscent_87472-1_PRIMARY_LABEL_557366.pdf
4959-41-875,TSA ACID SANITIZER,875,REGISTERED,1292372,CLOSED,ROUTINE,2025-02-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,TSA_ACID_SANITIZER_4959-41-875_PRIMARY_LABEL_566429.pdf
875-106,HARD SURFACE SANITIZER,875,REGISTERED,1292372,CLOSED,ROUTINE,2025-02-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,HARD_SURFACE_SANITIZER_875-106_PRIMARY_LABEL_593247.pdf
875-184,FSD-34,875,REGISTERED,1292372,CLOSED,ROUTINE,2025-02-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,FSD-34_875-184_PRIMARY_LABEL_564197.pdf
875-188,DUSAN,875,REGISTERED,1292372,CLOSED,ROUTINE,2025-02-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,DUSAN_875-188_PRIMARY_LABEL_564198.pdf
875-47,DIBAC,875,REGISTERED,1292372,CLOSED,ROUTINE,2025-02-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,DIBAC_875-47_PRIMARY_LABEL_564195.pdf
875-93,DIVOSAN  HYPOCHLORITE,875,REGISTERED,1292372,CLOSED,ROUTINE,2025-02-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,DIVOSAN__HYPOCHLORITE_875-93_PRIMARY_LABEL_564196.pdf
87508-3,PERFORMACIDE,87508,REGISTERED,1292419,CLOSED,ROUTINE,2025-01-16,JYOTHI MURUNDI,"ALGAECIDE, ANTIMICROBIAL, DISINFECTANT",TRUE,PERFORMACIDE_87508-3_PRIMARY_LABEL_537780.pdf
70909-3-87657,bite-lite biting insect lure,87657,REGISTERED,1277828,CLOSED,ROUTINE,2024-06-20,JYOTHI MURUNDI,INSECTICIDE,TRUE,bite-lite_biting_insect_lure_70909-3-87657_PRIMARY_LABEL_556948.pdf
85678-42-87659,"WYNCA USA GLUFOSINATE 280SL [no sale, distribution, or use in nassau & suffolk counties, ny]",87659,REGISTERED,1292402,CLOSED,ROUTINE,2025-01-23,KATHERINE HETTER,HERBICIDE,TRUE,"WYNCA_USA_GLUFOSINATE_280SL_[no_sale,_distribution,_or_use_in_nassau_and_suffolk_counties,_ny]_85678-42-87659_PRIMARY_LABEL_587947.pdf"
87659-6,WYNCA USA SUNPHOSATE 5 PLUS,87659,REGISTERED,1292402,CLOSED,ROUTINE,2025-01-23,KATHERINE HETTER,HERBICIDE,TRUE,WYNCA_USA_SUNPHOSATE_5_PLUS_87659-6_PRIMARY_LABEL_587946.pdf
94398-1-87659,WYNCA USA SUNPHOSATE 5 MAX,87659,REGISTERED,1292402,CLOSED,ROUTINE,2025-01-23,KATHERINE HETTER,HERBICIDE,TRUE,WYNCA_USA_SUNPHOSATE_5_MAX_94398-1-87659_PRIMARY_LABEL_568910.pdf
87742-1,THYMOX DISINFECTANT SPRAY (grapefruit and lemongrass fragrance),87742,REGISTERED,1296157,CLOSED,ROUTINE,2025-03-13,SHAUN PETERSON,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,THYMOX_DISINFECTANT_SPRAY_(grapefruit_and_lemongrass_fragrance)_87742-1_PRIMARY_LABEL_585429.pdf
228-281-8780,TURF LINE DISSOLVE WEED KILLER PLUS TURF FERTILIZER,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,TURF_LINE_DISSOLVE_WEED_KILLER_PLUS_TURF_FERTILIZER_228-281-8780_PRIMARY_LABEL_523073.pdf
228-281-8780,TURF LINE WINTERIZER PLUS DISSOLVE WEED KILLER,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,TURF_LINE_WINTERIZER_PLUS_DISSOLVE_WEED_KILLER_228-281-8780_PRIMARY_LABEL_523074.pdf
228-281-8780,COUNTRY ESTATE LAWN FOOD - PLUS DISSOLVE WEED KILLER,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,COUNTRY_ESTATE_LAWN_FOOD_-_PLUS_DISSOLVE_WEED_KILLER_228-281-8780_PRIMARY_LABEL_523077.pdf
228-281-8780,CHUCK'S PREMIUM LAWN FOOD - PLUS DISSOLVE WEED KILLER,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,CHUCK'S_PREMIUM_LAWN_FOOD_-_PLUS_DISSOLVE_WEED_KILLER_228-281-8780_PRIMARY_LABEL_534333.pdf
228-435-8780,TURF LINE TURF FERTILIZER PLUS SURFACE INSECT CONTROL (NYS SPECIFIC LANG),8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,INSECTICIDE,TRUE,TURF_LINE_TURF_FERTILIZER_PLUS_SURFACE_INSECT_CONTROL_(NYS_SPECIFIC_LANG)_228-435-8780_PRIMARY_LABEL_583440.pdf
228-494-8780,Turf Line Surface Insect Control (NYS SPECIFIC LANGUAGE),8780,DISCONTINUED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,INSECTICIDE,TRUE,Turf_Line_Surface_Insect_Control_(NYS_SPECIFIC_LANGUAGE)_228-494-8780_PRIMARY_LABEL_583437.pdf
228-587-8780,"TURF LINE PROFESSIONAL TURF FERTILIZER WITH MALLET 0.2% INSECTICIDE [NO SALE, DISTRIBUTION OR USE IN NASSAU, SUFFOLK, KING, OR QUEENS COUNTIES, NY] (RESTRICTED USE AS OF 1/1/2023)",8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,INSECTICIDE,TRUE,"TURF_LINE_PROFESSIONAL_TURF_FERTILIZER_WITH_MALLET_0.2%_INSECTICIDE_[NO_SALE,_DISTRIBUTION_OR_USE_IN_NASSAU,_SUFFOLK,_KING,_OR_QUEENS_COUNTIES,_NY]_(RESTRICTED_USE_AS_OF_1_1_2023)_228-587-8780_PRIMARY_LABEL_535886.pdf"
228-612-8780,TURF LINE CRABGRASS PREVENTER PLUS FERTILIZER CONTAINS PROCLIPSE 0.38%,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,TURF_LINE_CRABGRASS_PREVENTER_PLUS_FERTILIZER_CONTAINS_PROCLIPSE_0.38%_228-612-8780_PRIMARY_LABEL_534335.pdf
228-613-8780,TURF LINE TURF FERTILIZER PLUS CRABGRASS PREVENTER CONTAINS PROCLIPSE 0.28%,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,TURF_LINE_TURF_FERTILIZER_PLUS_CRABGRASS_PREVENTER_CONTAINS_PROCLIPSE_0.28%_228-613-8780_PRIMARY_LABEL_521350.pdf
228-613-8780,CHUCK'S PREMIUM LAWN FOOD - PLUS CRABGRASS CONTROL,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,CHUCK'S_PREMIUM_LAWN_FOOD_-_PLUS_CRABGRASS_CONTROL_228-613-8780_PRIMARY_LABEL_534336.pdf
228-613-8780,COUNTRY ESTATE LAWN FOOD - PLUS CRABGRASS CONTROL,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,TRUE,COUNTRY_ESTATE_LAWN_FOOD_-_PLUS_CRABGRASS_CONTROL_228-613-8780_PRIMARY_LABEL_521349.pdf
70909-3-87837,DYNATRAP (CONTAINS ATRAKTA OCTENOL LURE),87837,REGISTERED,1277754,CLOSED,ROUTINE,2024-04-30,KATHERINE HETTER,INSECTICIDE,TRUE,DYNATRAP_(CONTAINS_ATRAKTA_OCTENOL_LURE)_70909-3-87837_PRIMARY_LABEL_545230.pdf
87472-1-87837,DYNATRAP MOSQUITO LURE,87837,REGISTERED,1298317,CLOSED,ROUTINE,2025-04-11,KATHERINE HETTER,INSECTICIDE,TRUE,DYNATRAP_MOSQUITO_LURE_87472-1-87837_PRIMARY_LABEL_600156.pdf
87472-1-87837,Atrakta mosquito lure,87837,REGISTERED,1277754,CLOSED,ROUTINE,2024-04-30,KATHERINE HETTER,INSECTICIDE,TRUE,Atrakta_mosquito_lure_87472-1-87837_PRIMARY_LABEL_556802.pdf
91610-1-87837,ATRAKTA,87837,REGISTERED,1277754,CLOSED,ROUTINE,2024-04-30,KATHERINE HETTER,INSECTICIDE,TRUE,ATRAKTA_91610-1-87837_PRIMARY_LABEL_556448.pdf
264-616-87865,SPIN-AID HERBICIDE,87865,DISCONTINUED,1292418,CLOSED,ROUTINE,2025-03-13,KATHERINE HETTER,HERBICIDE,TRUE,SPIN-AID_HERBICIDE_264-616-87865_PRIMARY_LABEL_568504.pdf
67702-32-87865,IRONFIST SLUG AND SNAIL BAIT,87865,REGISTERED,1292418,CLOSED,ROUTINE,2025-03-13,KATHERINE HETTER,MOLLUSCICIDE,TRUE,IRONFIST_SLUG_AND_SNAIL_BAIT_67702-32-87865_PRIMARY_LABEL_560469.pdf
87865-5,SPIN-AID HERBICIDE,87865,REGISTERED,1292418,CLOSED,ROUTINE,2025-03-13,KATHERINE HETTER,HERBICIDE,TRUE,SPIN-AID_HERBICIDE_87865-5_PRIMARY_LABEL_568504.pdf
6836-336-87871,SANITEX PROFESSIONAL DISINFECTING WIPES (clean lemon scent),87871,REGISTERED,1308606,CLOSED,ROUTINE,2025-11-04,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,SANITEX_PROFESSIONAL_DISINFECTING_WIPES_(clean_lemon_scent)_6836-336-87871_PRIMARY_LABEL_570762.pdf
87907-1,ConBlock MIC,87907,REGISTERED,1288246,CLOSED,ROUTINE,2024-11-19,JYOTHI MURUNDI,"ALGAECIDE, ANTIMICROBIAL, FUNGICIDE",TRUE,ConBlock_MIC_87907-1_PRIMARY_LABEL_547209.pdf
10324-80-87919,MYCO MOLD CONTROL,87919,REGISTERED,1282698,CLOSED,ROUTINE,2024-07-15,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, MILDEWSTATIC, SANITIZER",TRUE,MYCO_MOLD_CONTROL_10324-80-87919_PRIMARY_LABEL_568850.pdf
10324-85-87919,MYCO MOLD CONTROL RTU,87919,REGISTERED,1282698,CLOSED,ROUTINE,2024-07-15,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,MYCO_MOLD_CONTROL_RTU_10324-85-87919_PRIMARY_LABEL_568851.pdf
34810-25-87919,Myco Botanical Disinfectant,87919,REGISTERED,1282698,CLOSED,ROUTINE,2024-07-15,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,Myco_Botanical_Disinfectant_34810-25-87919_PRIMARY_LABEL_588725.pdf
1839-190-87932,Zoom Wipes Evolution,87932,REGISTERED,1302961,CLOSED,ROUTINE,2025-08-28,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,Zoom_Wipes_Evolution_1839-190-87932_PRIMARY_LABEL_575958.pdf
87942-1,RADAR,87942,REGISTERED,1282792,CLOSED,ROUTINE,2024-07-12,JYOTHI MURUNDI,RODENTICIDE,TRUE,RADAR_87942-1_PRIMARY_LABEL_532223.pdf
87978-7,LEPIGEN,87978,REGISTERED,1276182,CLOSED,ROUTINE,2024-04-03,SHAUN PETERSON,INSECTICIDE,TRUE,LEPIGEN_87978-7_PRIMARY_LABEL_596344.pdf
8536-2-87994,PIC 100,87994,REGISTERED,1297678,CLOSED,ROUTINE,2025-04-28,JYOTHI MURUNDI,FUNGICIDE,TRUE,PIC_100_8536-2-87994_PRIMARY_LABEL_587299.pdf
8536-8-87994,PIC-CLOR 60 [NOT FOR USE IN NASSAU & SUFFOLK COUNTIES],87994,REGISTERED,1297678,CLOSED,ROUTINE,2025-04-28,JYOTHI MURUNDI,"INSECTICIDE, NEMATICIDE",TRUE,PIC-CLOR_60_[NOT_FOR_USE_IN_NASSAU_and_SUFFOLK_COUNTIES]_8536-8-87994_PRIMARY_LABEL_589252.pdf
87994-5,STRIKE 100CP FUMIGANT,87994,REGISTERED,1297678,CLOSED,ROUTINE,2025-04-28,JYOTHI MURUNDI,"FUNGICIDE, HERBICIDE, INSECTICIDE, NEMATICIDE",TRUE,STRIKE_100CP_FUMIGANT_87994-5_PRIMARY_LABEL_587555.pdf
1839-176-88326,DISINFECTANT CLEANER,88326,REGISTERED,1277827,CLOSED,ROUTINE,2024-05-30,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, FUNGICIDE",TRUE,DISINFECTANT_CLEANER_1839-176-88326_PRIMARY_LABEL_584262.pdf
1839-190-88331,Everwipe by Tork Disinfectant Wipes,88331,REGISTERED,1277867,CLOSED,ROUTINE,2024-04-08,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,Everwipe_by_Tork_Disinfectant_Wipes_1839-190-88331_PRIMARY_LABEL_593662.pdf
1839-190-88331,everwipe DISINFECTANT WIPE,88331,REGISTERED,1273430,CLOSED,ROUTINE,2024-02-08,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,everwipe_DISINFECTANT_WIPE_1839-190-88331_PRIMARY_LABEL_586163.pdf
88341-1,PURECIDE E,88341,REGISTERED,1277726,CLOSED,ROUTINE,2024-06-20,KATHERINE HETTER,"ALGAECIDE, ANTIMICROBIAL, MOLLUSCICIDE",TRUE,PURECIDE_E_88341-1_PRIMARY_LABEL_538727.pdf
88341-11,Pure 100,88341,REGISTERED,1277726,CLOSED,ROUTINE,2024-06-20,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",TRUE,Pure_100_88341-11_PRIMARY_LABEL_578707.pdf
88341-2,PURECIDE 25,88341,REGISTERED,1277726,CLOSED,ROUTINE,2024-06-20,KATHERINE HETTER,"ALGAECIDE, ANTIMICROBIAL, MOLLUSCICIDE",TRUE,PURECIDE_25_88341-2_PRIMARY_LABEL_542100.pdf
88341-3,PUREMAX,88341,REGISTERED,1277726,CLOSED,ROUTINE,2024-06-20,KATHERINE HETTER,"ALGAECIDE, ANTIMICROBIAL, MOLLUSCICIDE",TRUE,PUREMAX_88341-3_PRIMARY_LABEL_542039.pdf
88347-2,GRUBGONE! G                                                   ,88347,REGISTERED,1302920,CLOSED,ROUTINE,2025-08-20,JYOTHI MURUNDI,INSECTICIDE,TRUE,GRUBGONE!_G_88347-2_PRIMARY_LABEL_542898.pdf
88347-3,BEETLEGONE! TLC                    ,88347,REGISTERED,1302920,CLOSED,ROUTINE,2025-08-20,JYOTHI MURUNDI,INSECTICIDE,TRUE,BEETLEGONE!_TLC_88347-3_PRIMARY_LABEL_544031.pdf
1021-1674-8845,HOT SHOT BEDBUG & FLEA FOGGER,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_BEDBUG_and_FLEA_FOGGER_1021-1674-8845_PRIMARY_LABEL_597698.pdf
1021-1674-8845,HOT SHOT BED BUG & FLEA FOGGER (co-PACK),8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_BED_BUG_and_FLEA_FOGGER_(co-PACK)_1021-1674-8845_PRIMARY_LABEL_550769.pdf
1021-2570-8845,HOT SHOT PYRETHROID-RESISTANT BED BUG KILLER,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_PYRETHROID-RESISTANT_BED_BUG_KILLER_1021-2570-8845_PRIMARY_LABEL_579191.pdf
121-86-8845,CUTTER BACKWOODS INSECT REPELLENT WIPES,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,REPELLENT,TRUE,CUTTER_BACKWOODS_INSECT_REPELLENT_WIPES_121-86-8845_PRIMARY_LABEL_582100.pdf
2217-858-8845,SPECTRACIDE WEED STOP FOR LAWNS PLUS CRABGRASS PREVENTER GRANULES (NYS SPECIFIC LANG),8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,SPECTRACIDE_WEED_STOP_FOR_LAWNS_PLUS_CRABGRASS_PREVENTER_GRANULES_(NYS_SPECIFIC_LANG)_2217-858-8845_PRIMARY_LABEL_581778.pdf
279-3614-8845,SPECTRACIDE TRIAZICIDE INSECT KILLER FOR LAWNS & LANDSCAPES GRANULES (nys specific language),8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,SPECTRACIDE_TRIAZICIDE_INSECT_KILLER_FOR_LAWNS_and_LANDSCAPES_GRANULES_(nys_specific_language)_279-3614-8845_PRIMARY_LABEL_586053.pdf
279-3614-8845,SPECTRACIDE LARGE PLOT TRIAZICIDE INSECT KILLER FOR LAWNS & LANDSCAPES GRANULES (nys specific language),8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,SPECTRACIDE_LARGE_PLOT_TRIAZICIDE_INSECT_KILLER_FOR_LAWNS_and_LANDSCAPES_GRANULES_(nys_specific_language)_279-3614-8845_PRIMARY_LABEL_586052.pdf
279-9708-8845,"SPECTRACIDE GRUB STOP FOR LAWNS GRANULES (NO SALE, USE, DISTRIBUTION IN NASSAU, SUFFOLK, KINGS & QUEENS COUNTIES)(NO USE WITHIN 100 FEET OF WATER) (NY MAX RATE)",8845,REGISTERED,1297507,CLOSED,ROUTINE,2025-04-03,JYOTHI MURUNDI,INSECTICIDE,TRUE,"SPECTRACIDE_GRUB_STOP_FOR_LAWNS_GRANULES_(NO_SALE,_USE,_DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS_and_QUEENS_COUNTIES)(NO_USE_WITHIN_100_FEET_OF_WATER)_(NY_MAX_RATE)_279-9708-8845_PRIMARY_LABEL_599782.pdf"
305-55-8845,"HOT SHOT FLEA, TICK & LICE KILLER WITH ODOR NEUTRALIZER",8845,REGISTERED,1300167,CLOSED,ROUTINE,2025-05-13,MATTHEW J GOGIS,INSECTICIDE,TRUE,"HOT_SHOT_FLEA,_TICK_and_LICE_KILLER_WITH_ODOR_NEUTRALIZER_305-55-8845_PRIMARY_LABEL_600373.pdf"
46515-19-8845,SPECTRACIDE MALATHION INSECT SPRAY CONCENTRATE,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,"INSECTICIDE, MITICIDE",TRUE,SPECTRACIDE_MALATHION_INSECT_SPRAY_CONCENTRATE_46515-19-8845_PRIMARY_LABEL_591662.pdf
478-121-8845,Spectracide Large Plot Weed Stop for Lawns Concentrate,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,Spectracide_Large_Plot_Weed_Stop_for_Lawns_Concentrate_478-121-8845_PRIMARY_LABEL_570102.pdf
478-121-8845,SPECTRACIDE WEED STOP FOR LAWNS CONCENTRATE,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,SPECTRACIDE_WEED_STOP_FOR_LAWNS_CONCENTRATE_478-121-8845_PRIMARY_LABEL_583446.pdf
5481-532-8845,HOT SHOT NO-PEST STRIP 2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_NO-PEST_STRIP_2_5481-532-8845_PRIMARY_LABEL_543561.pdf
5481-9025-8845,HOT SHOT BEDBUG MATTRESS & LUGGAGE TREATMENT KIT,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_BEDBUG_MATTRESS_and_LUGGAGE_TREATMENT_KIT_5481-9025-8845_PRIMARY_LABEL_545710.pdf
67702-20-8845,Garden Safe Brand Easy-Spray Garden Insect Killer,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,Garden_Safe_Brand_Easy-Spray_Garden_Insect_Killer_67702-20-8845_PRIMARY_LABEL_592836.pdf
67702-35-8845,GARDEN SAFE BRAND multi-purpose garden INSECT KILLER2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,GARDEN_SAFE_BRAND_multi-purpose_garden_INSECT_KILLER2_67702-35-8845_PRIMARY_LABEL_575100.pdf
67702-35-8845,Garden Safe Brand Houseplant & Garden Insect Killer2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,Garden_Safe_Brand_Houseplant_and_Garden_Insect_Killer2_67702-35-8845_PRIMARY_LABEL_575099.pdf
67702-35-8845,GARDEN SAFE BRAND rose & flower INSECT KILLER2,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,GARDEN_SAFE_BRAND_rose_and_flower_INSECT_KILLER2_67702-35-8845_PRIMARY_LABEL_575098.pdf
70051-13-8845,GARDEN SAFE BRAND FUNGICIDE3 WITH NEEM OIL,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",TRUE,GARDEN_SAFE_BRAND_FUNGICIDE3_WITH_NEEM_OIL_70051-13-8845_PRIMARY_LABEL_596517.pdf
70051-2-8845,GARDEN SAFE BRAND FUNGICIDE3 WITH NEEM OIL CONCENTRATE,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,"FUNGICIDE, INSECTICIDE, MITICIDE",TRUE,GARDEN_SAFE_BRAND_FUNGICIDE3_WITH_NEEM_OIL_CONCENTRATE_70051-2-8845_PRIMARY_LABEL_596478.pdf
8660-20203-8845,HOT SHOT MAXATTRAX ROACH KILLING POWDER WITH BORIC ACID 2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_MAXATTRAX_ROACH_KILLING_POWDER_WITH_BORIC_ACID_2_8660-20203-8845_PRIMARY_LABEL_552266.pdf
8845-129,SPECTRACIDE BAG-A-BUG JAPANESE BEETLE TRAP 2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,SPECTRACIDE_BAG-A-BUG_JAPANESE_BEETLE_TRAP_2_8845-129_PRIMARY_LABEL_544117.pdf
8845-129,SPECTRACIDE BAG-A-BUG JAPANESE BEETLE TRAP 2 REPLACEMENT LURE,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,SPECTRACIDE_BAG-A-BUG_JAPANESE_BEETLE_TRAP_2_REPLACEMENT_LURE_8845-129_PRIMARY_LABEL_544118.pdf
9688-109-8845,SPECTRACIDE WEED STOP FOR LAWNS,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,SPECTRACIDE_WEED_STOP_FOR_LAWNS_9688-109-8845_PRIMARY_LABEL_585154.pdf
9688-109-8845,SPECTRACIDE WEED STOP FOR LAWNS 2,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,SPECTRACIDE_WEED_STOP_FOR_LAWNS_2_9688-109-8845_PRIMARY_LABEL_553014.pdf
9688-111-8845,SPECTRACIDE BUG STOP FLYING & CRAWLING INSECT KILLER 2,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,SPECTRACIDE_BUG_STOP_FLYING_and_CRAWLING_INSECT_KILLER_2_9688-111-8845_PRIMARY_LABEL_541448.pdf
9688-123-8845,SPECTRACIDE IMMUNOX MULTI-PURPOSE FUNGICIDE SPRAY CONCENTRATE FOR GARDENS [LIMIT 3 APPLICATIONS FOR TURF ON LONG ISLAND PER YEAR],8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,FUNGICIDE,TRUE,SPECTRACIDE_IMMUNOX_MULTI-PURPOSE_FUNGICIDE_SPRAY_CONCENTRATE_FOR_GARDENS_[LIMIT_3_APPLICATIONS_FOR_TURF_ON_LONG_ISLAND_PER_YEAR]_9688-123-8845_PRIMARY_LABEL_532134.pdf
9688-129-8845,HOT SHOT KITCHEN BUG KILLER 2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,TRUE,HOT_SHOT_KITCHEN_BUG_KILLER_2_9688-129-8845_PRIMARY_LABEL_581809.pdf
9688-140-8845,SPECTRACIDE WEED & FEED 20-0-0,8845,REGISTERED,1303873,CLOSED,ROUTINE,2025-07-21,SHAUN PETERSON,HERBICIDE,TRUE,SPECTRACIDE_WEED_and_FEED_20-0-0_9688-140-8845_PRIMARY_LABEL_601201.pdf
9688-140-8845,STA-GREEN READY-TO-SPRAY WEED & FEED,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,STA-GREEN_READY-TO-SPRAY_WEED_and_FEED_9688-140-8845_PRIMARY_LABEL_583107.pdf
9688-140-8845,VIGORO Ready-to-spray WEED & FEED 20-0-0,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,TRUE,VIGORO_Ready-to-spray_WEED_and_FEED_20-0-0_9688-140-8845_PRIMARY_LABEL_588210.pdf
