original_target_name,original_crop,original_target_type,new_target_name,new_target_type,deployed,main_target_list,,,,,,
Strawberry spider,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Strawberry spider mite,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Strawberry vine weevils,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Sucker Ants,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Sweetpotato whitefly,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Thrips,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Thrips pupae,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Tobacco Budworm,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Tomato Fruitworm,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Trichoplusia ni,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
True Bugs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Two spotted spider mite,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Two-Spotted Mite,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Two-spotted Mites,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Two-spotted spider,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Two-spotted spider mite,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Two-spotted spider mites,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Twospotted Spider mites,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Twospotted mite,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Twospotted spider mite,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Vinegar Flies (Adults),Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
WEEVIL ADULTS,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Webworms,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Weevil Adult,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Weevils,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
White flies,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
White grub complex,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
"White grub complex (grubs of Asiatic garden beetle, European and Masked chafer, Japanese beetle, Oriental beetle)",Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
White grubs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Whiteflies,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Whiteflies (Bemisia and Trialeuroides spp.),Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Whitefly,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Whitefly (adult),Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Willamette,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Wireworm,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Wireworms,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
Worms,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
alfalfa caterpillar,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
alfalfa looper,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
armyworm,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
bagrada bugs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
"cocklebur, common",Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
cutworm,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
cutworms,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
darkling beetles,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
grape mealybug,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
jimsonweed,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
leaf hoppers,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
leaf-feeding insects,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
lesion nematodes,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
listed insects,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
listed plant pests,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
locust,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
lygus,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
mite pests,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
omnivorous leafroller,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
perennial weeds,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
pillbugs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
plantbug,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
potato leafhopper,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
"ragweed, common",Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
root mealybugs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
russet mites,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
slugs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
snails,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
sowbugs,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
spotted drosophila,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
spotted lanternfly,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
sting nematodes,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
sunflower,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
vine mealybug,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
weeds,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
western flower thrips,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
white fly,Strawberries,Insects,,,TRUE,FALSE,Insects,,,,,
"(Columbia) lance (Hoplolaimus galeatus, Hoplolaimus columbus) nematodes",Strawberries,Other,,,TRUE,FALSE,Other,,,,,
1st and 2nd instar caterpillars,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Achema sphinx moth,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Achlya,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Albugo,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alfalfa Worms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
All Listed Pests,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
All Listed Pests (except as specified below),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alternaria,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alternaria Leaf Spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alternaria fruit rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alternaria fruit rot/black leaf spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alternaria leaf spot and fruit rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Alternaria rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Angular Leaf Spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Angular leaf spot (Xanthomonas),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Angular leaf spots,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Annual and Perennial Grass Weeds,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Annual and perennial grasses,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Annual and perennial weeds,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Annual broadleaf weeds,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose (Colletotrichum acetatum),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose (Colletotrichum acutatum),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose (Colletotrichum spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose (Colletotrichum),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose Fruit Rot (Colletotrichum acutatum),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose Leaf and Fruit Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anthracnose fruit rot (Colletotrichum spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Anticarsia gemmatalis,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Aphanomyces,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Aphid spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Aphids,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Apple Maggot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Armillaria Crown and Root Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Armillaria spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Armyworm spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Armyworm spp.*,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Armyworms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Asian Citrus Psyllid,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Aspergillus versicolor,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Avocado red spider,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Awl nematodes (Dolichodorus species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bacterial Canker,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bacterial blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bacterial leaf blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Banks grass,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Basal Stem Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Basidiophora,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Basil Downy Mildew,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bean leaf Beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Beet armyworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Belonolaimus spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Berry rots,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Big-Headed Ant,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bipolaris,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black Root Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black Sigatoka,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black Vine Weevil Adult,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black leaf spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black vine and other root weevils,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black vine beetle,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Black vine weevil,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Blackheaded fireworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Blossom Blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Blueberry Leafroller,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Blueberry Maggot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Blueberry gall midge,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Boll Worms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Boll weevils,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bollworms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Borers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis (Botrytis spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis (Fruit Rot or Blight),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis (gray mold),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis Blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis Bunch Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis Crown Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis Fruit Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis cinerea,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis fruit rot and Blossom blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis fruit rot and blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis gray mold,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis on Foliage,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis on the foliage,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis spp,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Botrytis spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Box Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Broad Mite,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Broad mites,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Brown Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Brown almond,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bud weevil,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Budworms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Bunch Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Burkholderia glumae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Burrowing nematode (Radopholus similis),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cabbage looper,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cabbage loopers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cane Gall,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cane botrytis,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Canker,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Carmine spider mite,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Carpetweed,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Casebearers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Caterpillars,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Caterpillars and loopers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cephalosporium maydis,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cercospora fragariae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cercospora leaf spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Charcoal Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cherry Fruit Fly,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cherry Fruitworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Chickweed,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Chrysodeixis includens,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Citrus Rust Mite,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Citrus leafminers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Citrus nematode (Tylenchulus semipenetrans),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Citrus red,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cladosporium,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Clover,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Codling Moth,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Coleoptera grubs and larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Colletotrichum acutatum,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Colorado Potato Beetle,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Colorado Potato Beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Common chickweed,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Common leaf spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Common purslane,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Corn Earworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Corn Earworm (Suppression Only),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Corn beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cotton Bollworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cotton/Melon aphid,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cranberry Fruitworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cranberry Tipworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cranberry girdler,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Crickets,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Criconemella spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Criconemoides spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Crown Gall,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Crown Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Crown and Root Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cucumber Beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cut Worms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cutworm (Suppression Only),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cutworm spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cyclamen mite,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cylindrocladium,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Cyst nematodes (Heterodera and Globodera species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Dagger nematodes (Xiphinema species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Damping off,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Damping off and root or crown diseases,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Damping-off Fungus,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Dandelion,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Diamondback Moths,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Diaprepes root weevil,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Didymella,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Didymella bryoniae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Downy mildew,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Downy mildew (blue mold),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Drosophila spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Drosophila suzukii,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Dry crown rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Ear Worms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Early Blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Earwigs,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Erysiphe spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
European Grapevine Moth,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
European Red Mite,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
European corn borer,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
European red,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Eutypa,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fagot Worms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fall Armyworms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
False root knot nematodes (Naccobus species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
False root-knot nematodes (Naccobus species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Field crickets,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fireworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fireworm (suppression only),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fireworm (suppression),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Firmworm,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Firmworm (suppression),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Flea Beetle,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Flea Beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Flea beetle spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fleabeetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Flies,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fly speck,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruit Flies,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruit Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruit Rot (Botrytis spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruit Rot (Phomopsis spp. and Rhizopus spp),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruit rots (in addition to those appearing elsewhere in this listing),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruit rots minor,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
"Fruit rots, minor",Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruittree Leafroller,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fruitworms,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fungi/oomycetes,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fungus gnats,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fusarium,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fusarium Wilt,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fusarium root and crown rots,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Fusarium spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Garden symphylan,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gibberella fujikuroi,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gill's mealybug,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Globodera spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gnats,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grape Berry Moth,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grape Berry Moths,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grape leaf folder,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grape leaf skeletonizer,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grape phylloxera,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grapeleaf Skeletonizer,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grass weeds,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grasses,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grasshoppers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gray Mold,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gray Mold (Botrytis cinerea),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gray mold / Fruit rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gray mold leaf blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Green June beetle larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Green Peach Aphid,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Groundsel,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grub,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Grubs,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gypsy Moth,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Gypsy Moths,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Hard brown rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Hehothis spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Helicotylenchus spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Helicoverpa zea,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Heliothis species,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Heliothis spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Heliothis virescens,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Hemipterans,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Heterodera spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Hoplolaimus spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Imported Fire Ant,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Insects,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Insects and mites,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetle,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetle Adult,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Japanese Beetles,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Japanese beetle (adult),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Japanese beetle larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Katydids,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Lance nematodes (Hoplolaimus species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Late Leaf Rust,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Blight (Dendrophoma spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Perforators,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Rust,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Rust (Phragmidium potentillae),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Scorch (Diplocarpon spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Spot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Spot (Cercospora fragariae),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf Spot and Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf blight,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf scorch,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf spot and blotch,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leaf spots,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafhopper,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafhopper spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafhoppers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafminers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafminers (Liriomyza spp.),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafroller spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leafrollers,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leather Rot,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leather Rot (Phytophthora cactorum),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Lepidoptera caterpillars and larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Lepidoptera larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Lepidopteran Larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Lepidopterous larvae,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Leptosphaeria lindquistii,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Lesion nematodes (Pratylenchus species),Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Light Brown Apple Moth,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
Longidorus spp.,Strawberries,Other,,,TRUE,FALSE,Other,,,,,
