Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,concat_sub,lookup
777-139,disinfecting wipes ii lemon & lime blossom scent lysol brand kills 99.9% of viruses & bacteria,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,disinfectingwipesiilemonlimeblossomscentlysolbrkills99.9%ofvirusesbacteria777-139,FALSE
777-139,disinfecting wipes ii mango & hibiscus scent lysol brand kills 99.9% of viruses & bacteria,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,disinfectingwipesiimangohibiscusscentlysolbrkills99.9%ofvirusesbacteria777-139,FALSE
777-146,Lysol Brand Kills 99.9% of Viruses & Bacteria Brand New Day 2x Concentrated2 Multi-Surface Cleaner Lavender & Cotton Blossom Scent,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,lysolbrkills99.9%ofvirusesbacteriabrnewday2xconcentrated2multi-surfacecleanerlavendercottonblossomscent777-146,FALSE
777-66,All PURPOSE CLEANER mango & hibiscus scent lysol brand kills 99.9% of viruses & bacteria,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,allpurposecleanermangohibiscusscentlysolbrkills99.9%ofvirusesbacteria777-66,FALSE
777-70,Toilet Bowl cleaner Mango & Hibiscus Scent LYSOL BRAND Kills 99.9% of Viruses & Bacteria,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,toiletbowlcleanermangohibiscusscentlysolbrkills99.9%ofvirusesbacteria777-70,FALSE
777-70,TOILET BOWL CLeaner Forest Rain Scent Lysol brand kills 99.9% of Viruses & Bacteria,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,toiletbowlcleanerforestrainscentlysolbrkills99.9%ofvirusesbacteria777-70,FALSE
777-81,toilet bowl cleaner iii atlantic fresh scent lysol brand kills 99.9% of viruses & bacteria,777,REGISTERED,1304271,CLOSED,ROUTINE,2025-07-28,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,toiletbowlcleaneriiiatlanticfreshscentlysolbrkills99.9%ofvirusesbacteria777-81,FALSE
777-83,LYSOL BRAND KILLS 99.9% OF VIRUSES & BACTERIA BLEACH MULTI-PURPOSE CLEANER,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,lysolbrkills99.9%ofvirusesbacteriableachmulti-purposecleaner777-83,FALSE
777-89,LYSOL BRAND KILLS 99.9% OF VIRUSES & BACTERIA CLEAN & FRESH MULTI-SURFACE CLEANER COOL ADIRONDACK AIR SCENT,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,lysolbrkills99.9%ofvirusesbacteriacleanfreshmulti-surfacecleanercooladirondackairscent777-89,FALSE
777-99,LYSOL BRAND III KILlS 99.9% OF VIRUSES & BACTERIA DISINFECTANT SPRAY,777,REGISTERED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,lysolbriiikills99.9%ofvirusesbacteriadisinfectantspray777-99,FALSE
777-99,Disinfectant Spray Mandarin & Ginger Lily Scent Lysol Brand Kills 99.9% of Viruses & Bacteria,777,DISCONTINUED,1292348,CLOSED,ROUTINE,2025-01-08,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,disinfectantspraymaringingerlilyscentlysolbrkills99.9%ofvirusesbacteria777-99,FALSE
7870-1,AZONE,7870,REGISTERED,1288202,CLOSED,ROUTINE,2024-11-13,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,azone7870-1,FALSE
7946-26,ARBORFOS (bottles),7946,REGISTERED,1305143,CLOSED,ROUTINE,2025-08-12,JYOTHI MURUNDI,FUNGICIDE,False,arborfos(bottles)7946-26,FALSE
79533-5,COLEMAN INSECT REPELLENT 40% DEET SPORTSMEN,79533,REGISTERED,1273328,CLOSED,ROUTINE,2024-02-05,JYOTHI MURUNDI,REPELLENT,False,colemaninsectrepellent40%deetsportsmen79533-5,FALSE
499-515,MOTHEREARTH GRANULAR SCATTER BAIT,7969,REGISTERED,1297627,CLOSED,ROUTINE,2025-05-14,KATHERINE HETTER,INSECTICIDE,False,motherearthgranularscatterbait499-515,FALSE
499-561,ALPINE WSG (LIMITED OUTDOOR APPLICATION IN NY),7969,REGISTERED,1297627,CLOSED,ROUTINE,2025-05-14,KATHERINE HETTER,INSECTICIDE,False,alpinewsg(limitedoutdoorapplicationinny)499-561,FALSE
7969-291,HEADLINE AMP FUNGICIDE [NO AERIAL APPLICATION WITHIN 100' OF SURFACE WATERS IN NYS],7969,REGISTERED,1297627,CLOSED,ROUTINE,2025-05-14,KATHERINE HETTER,FUNGICIDE,False,headlineampfungicide[noaerialapplicationwithin100'ofsurfacewatersinnys]7969-291,FALSE
7969-327,PYLEX HERBICIDE,7969,REGISTERED,1297627,CLOSED,ROUTINE,2025-05-14,KATHERINE HETTER,HERBICIDE,False,pylexherbicide7969-327,FALSE
81820-2,KLEENGROW,81820,REGISTERED,1308635,CLOSED,ROUTINE,2025-10-22,JYOTHI MURUNDI,"ALGAECIDE, DISINFECTANT, FUNGICIDE",False,kleengrow81820-2,FALSE
82744-1-81824,RODENTHOR BLOCK BAIT,81824,REGISTERED,1308582,,ROUTINE,2025-11-29,,RODENTICIDE,False,rodenthorblockbait82744-1-81824,FALSE
82744-2-81824,RODENTHOR SOFT BAIT,81824,REGISTERED,1308582,,ROUTINE,2025-11-29,,RODENTICIDE,False,rodenthorsoftbait82744-2-81824,FALSE
66222-248-81883,SLAY MAXX (NO SALE OR USE ON LONG ISLAND),81883,REGISTERED,1293664,CLOSED,ROUTINE,2025-01-28,KATHERINE HETTER,HERBICIDE,False,slaymaxx(nosaleoruseonlongisl)66222-248-81883,FALSE
81927-24,ALLIGARE IMAZAPYR 4 SL (INCLUDES AQUATIC USE IN NY - RESTRICTED 8/14/24),81927,REGISTERED,1284655,CLOSED,ROUTINE,2024-07-31,SHAUN PETERSON,HERBICIDE,False,alligareimazapyr4sl(includesaquaticuseinny-restricted81424)81927-24,FALSE
81927-3,Krovar IVM Herbicide,81927,REGISTERED,1281464,CLOSED,ROUTINE,2024-06-10,MATTHEW J GOGIS,HERBICIDE,False,krovarivmherbicide81927-3,FALSE
81927-3,BROMACIL / DIURON 40/40,81927,REGISTERED,1281464,CLOSED,ROUTINE,2024-06-10,MATTHEW J GOGIS,HERBICIDE,False,bromacildiuron404081927-3,FALSE
81927-37,"ALLIGARE TEBUTHIURON 80 WG (NO SALE, DISTRIBUTION, OR USE IN NASSAU & SUFFOLK COUNTIES IN NYS)",81927,REGISTERED,1293254,CLOSED,ROUTINE,2025-01-20,KATHERINE HETTER,HERBICIDE,False,"alligaretebuthiuron80wg(nosale,distribution,oruseinnassausuffolkcountiesinnys)81927-37",FALSE
81927-38,"ALLIGARE 2,4-D AMINE",81927,REGISTERED,1296159,CLOSED,ROUTINE,2025-03-13,SHAUN PETERSON,HERBICIDE,False,"alligare2,4-damine81927-38",FALSE
81927-39,"ALLIGARE 2,4-D LV 6",81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,"alligare2,4-dlv681927-39",FALSE
81927-4,hYVAR x ivm hERBICIDE,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,hyvarxivmherbicide81927-4,FALSE
81927-4,BROMACIL 80,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,bromacil8081927-4,FALSE
81927-41,"ALLIGARE TEBUTHIURON 20 P (NO SALE, DISTRIBUTION, OR USE IN NASSAU AND SUFFOLK COUNTIES IN NYS)",81927,REGISTERED,1293254,CLOSED,ROUTINE,2025-01-20,KATHERINE HETTER,HERBICIDE,False,"alligaretebuthiuron20p(nosale,distribution,oruseinnassausuffolkcountiesinnys)81927-41",FALSE
81927-42,"ALLIGARE DICAMBA + 2,4-D DMA",81927,DISCONTINUED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,"alligaredicamba+2,4-ddma81927-42",FALSE
81927-42,GRASSMASTER,81927,REGISTERED,1295826,CLOSED,ROUTINE,2025-03-07,SHAUN PETERSON,HERBICIDE,False,grassmaster81927-42,FALSE
81927-43,ALLIGARE CHLORSULFURON 75 (no aquatic or wetland use in nys),81927,REGISTERED,1287506,CLOSED,ROUTINE,2024-09-30,JYOTHI MURUNDI,HERBICIDE,False,alligarechlorsulfuron75(noaquaticorwetluseinnys)81927-43,FALSE
81927-5,ALLIGARE SFM EXTRA  [RESTRICTED AS OF 2/10/2014 (APPLICATION TO WETLANDS)],81927,REGISTERED,1281464,CLOSED,ROUTINE,2024-06-10,MATTHEW J GOGIS,HERBICIDE,False,alligaresfmextra[restrictedasof2102014(applicationtowetls)]81927-5,FALSE
81927-53,ARGOS,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,"ALGAECIDE, HERBICIDE",False,argos81927-53,FALSE
81927-54,BOULDER 6.3,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,boulder6.381927-54,FALSE
81927-55,ALLIGARE DICAMBA 4,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,alligaredicamba481927-55,FALSE
81927-6,ALLIGARE ROTARY 2 SL (NYS RESTRICTION IN WETLANDS),81927,REGISTERED,1279493,CLOSED,ROUTINE,2024-05-09,KATHERINE HETTER,HERBICIDE,False,alligarerotary2sl(nysrestrictioninwetls)81927-6,FALSE
81927-60,Alligare Dryphosate 75SG,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,alligaredryphosate75sg81927-60,FALSE
81927-65,"ALLIGARE CLEARGRAZE PASTURE HERBICIDE (no sale, use or distribution in nassau or suffolk counties)",81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,"alligarecleargrazepastureherbicide(nosale,useordistributioninnassauorsuffolkcounties)81927-65",FALSE
81927-66,ALLIGARE IMOX HERBICIDE,81927,REGISTERED,1281464,CLOSED,ROUTINE,2024-06-10,MATTHEW J GOGIS,HERBICIDE,False,alligareimoxherbicide81927-66,FALSE
81927-67,promenade herbicide,81927,DISCONTINUED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,promenadeherbicide81927-67,FALSE
81927-68,Alligare Flumigard herbicide,81927,REGISTERED,1277670,CLOSED,ROUTINE,2024-05-06,KATHERINE HETTER,HERBICIDE,False,alligareflumigardherbicide81927-68,FALSE
81927-7,ALLIGARE MSM 60,81927,REGISTERED,1287506,CLOSED,ROUTINE,2024-09-30,JYOTHI MURUNDI,HERBICIDE,False,alligaremsm6081927-7,FALSE
81927-78,ALLIGARE FLUMIGARD SC HERBICIDE (2ee - water chestnut),81927,REGISTERED,1292322,CLOSED,2EE,2024-12-30,SHAUN PETERSON,HERBICIDE,False,alligareflumigardscherbicide(2ee-waterchestnut)81927-78,FALSE
82074-1,MYCOTROL ESO                                                           ,82074,REGISTERED,1285442,CLOSED,ROUTINE,2024-08-27,KATHERINE A GRAHAM,INSECTICIDE,False,mycotroleso82074-1,FALSE
82074-17,botegha optima es,82074,REGISTERED,1296741,CLOSED,ROUTINE,2025-03-24,KATHERINE HETTER,INSECTICIDE,False,boteghaoptimaes82074-17,FALSE
82074-2,BOTANIGARD 22WP,82074,REGISTERED,1299191,CLOSED,ROUTINE,2025-04-29,KATHERINE HETTER,INSECTICIDE,False,botanigard22wp82074-2,FALSE
82074-2,BOTANIGARD 22WP (2ee - rice root aphid and root mealybug),82074,REGISTERED,1263285,CLOSED,2EE,2023-06-13,SHAUN PETERSON,INSECTICIDE,False,botanigard22wp(2ee-ricerootaphidrootmealybug)82074-2,FALSE
706-109-82294,WASP & HORNET KILLER,82294,REGISTERED,1293414,CLOSED,ROUTINE,2025-01-22,KATHERINE HETTER,INSECTICIDE,False,wasphornetkiller706-109-82294,FALSE
84198-1-82566,ecp 10 h2o2 disinfectant/cleaner,82566,REGISTERED,1282743,CLOSED,ROUTINE,2024-07-15,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,ecp10h2o2disinfectantcleaner84198-1-82566,FALSE
53883-234-82757,TCS Elegant garden weed preventer,82757,REGISTERED,1282641,CLOSED,ROUTINE,2024-09-11,JYOTHI MURUNDI,HERBICIDE,False,tcselegantgardenweedpreventer53883-234-82757,FALSE
62097-34-82866,SHORTSTOP 2SC,82866,REGISTERED,1282802,CLOSED,ROUTINE,2024-07-22,KATHERINE HETTER,GROWTH REGULATOR,False,shortstop2sc62097-34-82866,FALSE
2217-884-82898,Clarus Screamin' Knock Out 16-2-3 Weed & Feed,82898,REGISTERED,1288179,CLOSED,ROUTINE,2024-12-24,KATHERINE HETTER,HERBICIDE,False,clarusscreamin'knockout16-2-3weedfeed2217-884-82898,FALSE
62097-54-82917,ARRANGE,82917,REGISTERED,1273310,CLOSED,ROUTINE,2024-01-30,KATHERINE HETTER,GROWTH REGULATOR,False,arrange62097-54-82917,FALSE
62097-65-82917,HONE 2,82917,REGISTERED,1283505,CLOSED,ROUTINE,2024-07-22,MATTHEW J GOGIS,GROWTH REGULATOR,False,hone262097-65-82917,FALSE
62097-65-82917,CREST 10X,82917,REGISTERED,1285586,CLOSED,ROUTINE,2024-08-29,KATHERINE A GRAHAM,GROWTH REGULATOR,False,crest10x62097-65-82917,FALSE
99765-1-82917,Karbicure 85 SG,82917,REGISTERED,1292080,CLOSED,ROUTINE,2024-12-23,JYOTHI MURUNDI,FUNGICIDE,False,karbicure85sg99765-1-82917,FALSE
82940-1,RESIST 57  [UNRESTRICTED AS OF 12/10/13],82940,REGISTERED,1273442,CLOSED,ROUTINE,2024-02-05,KATHERINE HETTER,FUNGICIDE,False,resist57[unrestrictedasof121013]82940-1,FALSE
82972-1,VITAL OXIDE,82972,REGISTERED,1308694,CLOSED,ROUTINE,2025-10-07,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,vitaloxide82972-1,FALSE
82996-1,TREEAZIN SYSTEMIC INSECTICIDE,82996,REGISTERED,1277838,CLOSED,ROUTINE,2024-05-24,JYOTHI MURUNDI,INSECTICIDE,False,treeazinsystemicinsecticide82996-1,FALSE
73232-1-83022,biospray d2,83022,REGISTERED,1277785,CLOSED,ROUTINE,2024-04-15,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,biosprayd273232-1-83022,FALSE
82972-1-83022,biospray tower,83022,REGISTERED,1277785,CLOSED,ROUTINE,2024-04-15,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, MILDEWSTATIC, SANITIZER",False,biospraytower82972-1-83022,FALSE
83070-4,GROOM PGR,83070,DISCONTINUED,1292424,CLOSED,ROUTINE,2025-03-21,KATHERINE HETTER,GROWTH REGULATOR,False,groompgr83070-4,FALSE
83070-8,Karma Fungicide,83070,REGISTERED,1292424,CLOSED,ROUTINE,2025-03-21,KATHERINE HETTER,FUNGICIDE,False,karmafungicide83070-8,FALSE
83100-65,"INVICAR 2SC (NO SALE, USE OR DISTRIBUTION IN NASSAU AND SUFFOLK COUNTIES)(POME FRUIT ONLY IN NY)",83100,REGISTERED,1285594,CLOSED,ROUTINE,2024-08-29,KATHERINE A GRAHAM,INSECTICIDE,False,"invicar2sc(nosale,useordistributioninnassausuffolkcounties)(pomefruitonlyinny)83100-65",FALSE
83100-66,"MALIBU (no sale, use or distribution in nassau or suffolk counties)",83100,REGISTERED,1282742,CLOSED,ROUTINE,2024-07-26,JYOTHI MURUNDI,HERBICIDE,False,"malibu(nosale,useordistributioninnassauorsuffolkcounties)83100-66",FALSE
83100-76,Durango DMA,83100,REGISTERED,1282742,CLOSED,ROUTINE,2024-07-26,JYOTHI MURUNDI,HERBICIDE,False,durangodma83100-76,FALSE
8329-83,NATULAR G30,8329,REGISTERED,1308554,,ROUTINE,2025-12-02,,MOSQUITO LARVICIDE,False,natularg308329-83,FALSE
83529-141,Brahma 44,83529,REGISTERED,1277656,CLOSED,ROUTINE,2024-04-05,KATHERINE HETTER,HERBICIDE,False,brahma4483529-141,FALSE
2217-884-8378,Green Thumb WEED & FEED,8378,REGISTERED,1277675,CLOSED,ROUTINE,2024-06-11,KATHERINE HETTER,HERBICIDE,False,greenthumbweedfeed2217-884-8378,FALSE
2217-884-8378,GRO-FINE WEED & FEED,8378,REGISTERED,1277675,CLOSED,ROUTINE,2024-06-11,KATHERINE HETTER,HERBICIDE,False,gro-fineweedfeed2217-884-8378,FALSE
83100-2-83979,ROMETSOL herbicide,83979,REGISTERED,1297650,CLOSED,ROUTINE,2025-06-05,KATHERINE HETTER,HERBICIDE,False,rometsolherbicide83100-2-83979,FALSE
42750-126-84009,BRUSHTOX WITH TRICLOPYR,84009,REGISTERED,1292373,CLOSED,ROUTINE,2025-03-05,KATHERINE HETTER,HERBICIDE,False,brushtoxwithtriclopyr42750-126-84009,FALSE
84009-27,Compare-N-Save Concentrate Weed & Grass Killer 41% Glyphosate,84009,REGISTERED,1297372,CLOSED,ROUTINE,2025-03-31,SHAUN PETERSON,HERBICIDE,False,compare-n-saveconcentrateweedgrasskiller41%glyphosate84009-27,FALSE
84150-1,Purell Professional Surface Disinfecting Wipes (Fresh Citrus Scent),84150,REGISTERED,1276288,CLOSED,ROUTINE,2024-03-08,MATTHEW J GOGIS,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,purellprofessionalsurfacedisinfectingwipes(freshcitrusscent)84150-1,FALSE
84368-1-84150,PURELL HEATHCARE SURFACE DISINFECTANT (FRAGRANCE FREE),84150,DISCONTINUED,1273320,CLOSED,ROUTINE,2024-01-25,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,purellheathcaresurfacedisinfectant(fragrancefree)84368-1-84150,FALSE
53883-150-84151,OPTI-FORCE,84151,REGISTERED,1302901,CLOSED,ROUTINE,2025-07-15,JYOTHI MURUNDI,"INSECTICIDE, REPELLENT",False,opti-force53883-150-84151,FALSE
84418-1-8848,BLACK JACK RAT & MOUSE REPELLENT GEL,84418,REGISTERED,1279188,CLOSED,ROUTINE,2024-05-03,MATTHEW J GOGIS,REPELLENT,False,blackjackratmouserepellentgel84418-1-8848,FALSE
2517-134-84742,AMAZON BASICS FLEA & TICK TOPICAL FOR DOGS (MEDIUM 23-44 LBS),84742,REGISTERED,1277668,CLOSED,ROUTINE,2024-04-16,KATHERINE HETTER,INSECTICIDE,False,amazonbasicsfleaticktopicalfordogs(medium23-44lbs)2517-134-84742,FALSE
2517-145-84742,FROM THE MAKERS OF CAPSTAR (NITENPYRAM) NEXTSTAR FLEA & TICK TOPICAL FOR CATS (OVER 3.5 LBS),84742,REGISTERED,1277668,CLOSED,ROUTINE,2024-04-16,KATHERINE HETTER,INSECTICIDE,False,fromthemakersofcapstar(nitenpyram)nextstarfleaticktopicalforcats(over3.5lbs)2517-145-84742,FALSE
84988-1,Wysiwash Jacketed Caplets,84988,REGISTERED,1293462,CLOSED,ROUTINE,2025-01-23,KATHERINE HETTER,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,wysiwashjacketedcaplets84988-1,FALSE
85678-58,Paraquat 43.2% SL,85678,REGISTERED,1308553,IN REVIEW,ROUTINE,2025-11-25,JYOTHI MURUNDI,HERBICIDE,False,paraquat43.2%sl85678-58,FALSE
8622-49,BROMIDE PLUS,8622,REGISTERED,1297680,CLOSED,ROUTINE,2025-05-30,JYOTHI MURUNDI,"ALGAECIDE, ANTIMICROBIAL, DISINFECTANT, MOLLUSCICIDE, SANITIZER",False,bromideplus8622-49,FALSE
1839-215-8722,germicidal cleanern,8722,REGISTERED,1286834,CLOSED,ROUTINE,2024-09-20,JYOTHI MURUNDI,"ANTIMICROBIAL, DISINFECTANT, SANITIZER",False,germicidalcleanern1839-215-8722,FALSE
87243-4,AMIFLEX,87243,REGISTERED,1297709,CLOSED,ROUTINE,2025-05-30,JYOTHI MURUNDI,MITICIDE,False,amiflex87243-4,FALSE
62719-485-87245,NUTRITE PROFESSIONAL TURF FERTILIZER WITH DIMENSION 0.17 HERBICIDE(NYS MAX USE RATES)(PARTIAL USE ON LONGISLAND),87245,REGISTERED,1291090,CLOSED,ROUTINE,2024-10-28,JYOTHI MURUNDI,HERBICIDE,False,nutriteprofessionalturffertilizerwithdimension0.17herbicide(nysmaxuserates)(partialuseonlongisl)62719-485-87245,FALSE
62719-486-87245,"VALLEY GREEN PROFESSIONAL TURF FERTILIZER WITH DIMENSION 0.1% HERBICIDE (VARIOUS BLENDS)(MAX RATE OF 0.25 LB/ACRE/YR IN NASSAU AND SUFFOLK COUNTIES, MAX RATE OF 0.5 LB/ACRE/YR IN REST OF NY)",87245,REGISTERED,1294856,CLOSED,ROUTINE,2025-02-18,MATTHEW J GOGIS,HERBICIDE,False,"valleygreenprofessionalturffertilizerwithdimension0.1%herbicide(variousblends)(maxrateof0.25lbacreyrinnassausuffolkcounties,maxrateof0.5lbacreyrinrestofny)62719-486-87245",FALSE
87290-8,WILLOWOOD OXYFLO 2EC,87290,REGISTERED,1273319,CLOSED,ROUTINE,2024-01-17,JYOTHI MURUNDI,HERBICIDE,False,willowoodoxyflo2ec87290-8,FALSE
228-281-8780,TURF LINE DISSOLVE WEED KILLER PLUS TURF FERTILIZER,8780,REGISTERED,1297665,CLOSED,ROUTINE,2025-05-05,JYOTHI MURUNDI,HERBICIDE,False,turflinedissolveweedkillerplusturffertilizer228-281-8780,FALSE
87472-1-87837,DYNATRAP MOSQUITO LURE,87837,REGISTERED,1298317,CLOSED,ROUTINE,2025-04-11,KATHERINE HETTER,INSECTICIDE,False,dynatrapmosquitolure87472-1-87837,FALSE
279-3614-8845,SPECTRACIDE LARGE PLOT TRIAZICIDE INSECT KILLER FOR LAWNS & LANDSCAPES GRANULES (nys specific language),8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,False,spectracidelargeplottriazicideinsectkillerforlawnslscapesgranules(nysspecificlanguage)279-3614-8845,FALSE
9688-111-8845,SPECTRACIDE BUG STOP FLYING & CRAWLING INSECT KILLER 2,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,False,spectracidebugstopflyingcrawlinginsectkiller29688-111-8845,FALSE
9688-190-8845,Eliminator WASP & HORNET KILLER3,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,False,eliminatorwasphornetkiller39688-190-8845,FALSE
9688-299-8845,SPECTRACIDE TERMINATE TERMITE DETECTION & KILLING STAKES 2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,TERMITICIDE,False,spectracideterminatetermitedetectionkillingstakes29688-299-8845,FALSE
9688-327-8845,HOT SHOT BED BUG KILLER WITH EGG KILL (co-PACK),8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,False,hotshotbedbugkillerwitheggkill(co-pack)9688-327-8845,FALSE
9688-349-8845,Spectracide One-Shot Weed & Grass Killer2,8845,REGISTERED,1305708,CLOSED,ROUTINE,2025-08-21,JYOTHI MURUNDI,HERBICIDE,False,spectracideone-shotweedgrasskiller29688-349-8845,FALSE
9688-349-8845,SPECTRACIDE ONE-SHOT WEED & GRASS KILLER 3,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,False,spectracideone-shotweedgrasskiller39688-349-8845,FALSE
9688-349-8845,spectracide power weed & grass killer2,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,False,spectracidepowerweedgrasskiller29688-349-8845,FALSE
9688-349-8845,spectracide power weed & grass killer,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,False,spectracidepowerweedgrasskiller9688-349-8845,FALSE
9688-350-8845,Spectracide One-Shot Weed & Grass Killer Concentrate2,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,False,spectracideone-shotweedgrasskillerconcentrate29688-350-8845,FALSE
9688-350-8845,spectracide power weed & grass killer concentrate,8845,DISCONTINUED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,HERBICIDE,False,spectracidepowerweedgrasskillerconcentrate9688-350-8845,FALSE
9688-352-8845,Garden Safe Brand Diatomaceous Earth Crawling Insect Killer,8845,REGISTERED,1297629,CLOSED,ROUTINE,2025-05-07,KATHERINE HETTER,INSECTICIDE,False,gardensafebrdiatomaceousearthcrawlinginsectkiller9688-352-8845,FALSE
1021-1674-8848,Black Jack Bed Bug & Flea Fogger (Clean Fresh Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackbedbugfleafogger(cleanfreshscent)1021-1674-8848,FALSE
1021-1855-8848,BLACK JACK jet ACTION CRAWLING INSECT SPRAY (UNSCENTED),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackjetactioncrawlinginsectspray(unscented)1021-1855-8848,FALSE
1021-1855-8848,BLACK JACK jet ACTION CRAWLING INSECT SPRAY (SPRING FRESH),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackjetactioncrawlinginsectspray(springfresh)1021-1855-8848,FALSE
10806-41-8848,Black Jack Fly & Mosquito Killer II (lemon Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackflymosquitokillerii(lemonscent)10806-41-8848,FALSE
10806-41-8848,Black Jack Fly & Mosquito Killer II (Lavender Scent),8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackflymosquitokillerii(lavenderscent)10806-41-8848,FALSE
3095-68-8848,BLACK JACK BORIC ACID ROACH KILLER GEL,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,blackjackboricacidroachkillergel3095-68-8848,FALSE
61282-19-8848,BLACK JACK RATONICIDE KILLS MICE,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,RODENTICIDE,False,blackjackratonicidekillsmice61282-19-8848,FALSE
8848-20205,ROACH-WRECKER BORIC ACID ROACH KILLER,8848,REGISTERED,1282646,CLOSED,ROUTINE,2024-09-05,JYOTHI MURUNDI,INSECTICIDE,False,roach-wreckerboricacidroachkiller8848-20205,FALSE
