Product No.,ProductName,Company No.,Registration Status,Appl No.,Appl Status,Auth Type,Received Date,Reviewer,PRODUCT TYPE,is_PDF_downloaded,pdf_filename,txt_file_len,each_page_len,text_contains_product_name,text_contains_children,text_contains_epa_no,each_page_has_text,OCR_text_contains_product_name,OCR_text_contains_children,OCR_text_contains_epa_no,OCR_needed,runOCR_reason,Post_OCR_char_per_page,OCR_v_Original,final_determination,agricultural_use_requirements_and_restricted_entry_interval,inference_successful
89442-22,ARMORTECH  3lo,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,ARMORTECH__3lo_89442-22_PRIMARY_LABEL_583189.pdf,35130.0,"[3976, 5280, 5532, 4636, 4237, 5257, 6212]",False,True,True,True,,,,False,,,,,both,
89442-22,TRIAD SELECT HERBICIDE (unrestricted 10/28/16),89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,TRIAD_SELECT_HERBICIDE_(unrestricted_10_28_16)_89442-22_PRIMARY_LABEL_562888.pdf,31799.0,"[2034, 1576, 2106, 2223, 2301, 2655, 2233, 834, 1521, 2070, 961, 2121, 1996, 1928, 1842, 1798, 1600]",True,True,True,True,,,,False,,,,,both,
89442-23,BIFEN 7.9F SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,"INSECTICIDE, TERMITICIDE",True,BIFEN_7.9F_SELECT_89442-23_PRIMARY_LABEL_572010.pdf,93900.0,"[2304, 2651, 3210, 4258, 3901, 3431, 2305, 5155, 4756, 4260, 3949, 3073, 5606, 1644, 3356, 2565, 4549, 1646, 5171, 4872, 4195, 4851, 2559, 2835, 6798]",True,True,True,True,,,,False,,,,,ag,
89442-24,BIFEN G/N 7.9F SELECT (NO GOLF COURESE OR SOD FARMS ON LI) (NYS SPECIFIC LANG),89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,INSECTICIDE,True,BIFEN_G_N_7.9F_SELECT_(NO_GOLF_COURESE_OR_SOD_FARMS_ON_LI)_(NYS_SPECIFIC_LANG)_89442-24_PRIMARY_LABEL_569572.pdf,41867.0,"[1524, 2537, 3039, 2842, 2886, 1227, 2207, 2071, 1615, 2075, 1860, 2660, 3145, 2542, 4356, 9, 5272]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 17 pages need OCR because they are less than 300 characters (pages: [16]),"[1524, 2537, 3039, 2842, 2886, 1227, 2207, 2071, 1615, 2075, 1860, 2660, 3145, 2542, 4356, 6, 5272]",Original,Original,both,
89442-26,PRODIAMINE 4SC SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,PRODIAMINE_4SC_SELECT_89442-26_PRIMARY_LABEL_571258.pdf,63387.0,"[1807, 1780, 1816, 2441, 1743, 2985, 2398, 1568, 2189, 2374, 1234, 1778, 1470, 2121, 1274, 1575, 2211, 1880, 1596, 1744, 1199, 1181, 1140, 1206, 1148, 1154, 1270, 1296, 923, 2146, 2306, 2447, 2255, 147, 147, 147, 5212, 79]",True,True,True,True,True,True,True,Page_specific_OCR,"4 out of 38 pages need OCR because they are less than 300 characters (pages: [34, 35, 36, 38])","[1807, 1780, 1816, 2441, 1743, 2985, 2398, 1568, 2189, 2374, 1234, 1778, 1470, 2121, 1274, 1575, 2211, 1880, 1596, 1744, 1199, 1181, 1140, 1206, 1148, 1154, 1270, 1296, 923, 2146, 2306, 2447, 2255, 73, 73, 73, 5212, 1044]",OCR,OCR,both,
89442-28,IPRODIONE 2F SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,IPRODIONE_2F_SELECT_89442-28_PRIMARY_LABEL_546279.pdf,40498.0,"[725, 5098, 4935, 3864, 3668, 3263, 4058, 7746, 3080, 9, 4052]",True,False,True,True,True,False,True,Page_specific_OCR,1 out of 11 pages need OCR because they are less than 300 characters (pages: [10]),"[725, 5098, 4935, 3864, 3668, 3263, 4058, 7746, 3080, 6, 4052]",Original,Original,both,
89442-3,PPZ 41.8 SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,PPZ_41.8_SELECT_89442-3_PRIMARY_LABEL_544985.pdf,82324.0,"[1370, 1415, 2308, 3177, 3474, 4119, 3675, 1002, 1612, 931, 2026, 1200, 926, 1711, 638, 1677, 1608, 1689, 859, 1103, 1333, 754, 1648, 997, 1831, 2248, 1798, 2171, 2096, 2033, 1928, 1968, 755, 1086, 877, 3307, 1566, 1289, 1357, 1627, 1418, 2391, 1148, 1217, 2569, 1368, 3024]",True,True,True,True,,,,False,,,,,both,
89442-33,MESO 4 SC SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,MESO_4_SC_SELECT_89442-33_PRIMARY_LABEL_554373.pdf,28649.0,"[1353, 1540, 1331, 1135, 497, 748, 821, 767, 1071, 826, 883, 884, 1154, 1053, 999, 573, 492, 927, 988, 978, 736, 553, 702, 498, 703, 680, 577, 442, 560, 1058, 1126, 1125, 763, 53, 53]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 35 pages need OCR because they are less than 300 characters (pages: [34, 35])","[1353, 1540, 1331, 1135, 497, 748, 821, 767, 1071, 826, 883, 884, 1154, 1053, 999, 573, 492, 927, 988, 978, 736, 553, 702, 498, 703, 680, 577, 442, 560, 1058, 1126, 1125, 763, 50, 50]",Original,Original,both,
89442-33,ARMORTECH trione II,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,ARMORTECH_trione_II_89442-33_PRIMARY_LABEL_583190.pdf,33407.0,"[1320, 574, 817, 892, 838, 1142, 889, 948, 952, 1270, 1199, 1074, 765, 835, 1038, 1188, 1147, 700, 701, 662, 899, 805, 760, 807, 1131, 1095, 1099, 1148, 1218, 1080, 125, 125, 1182, 1586, 1396]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 35 pages need OCR because they are less than 300 characters (pages: [31, 32])","[1320, 574, 817, 892, 838, 1142, 889, 948, 952, 1270, 1199, 1074, 765, 835, 1038, 1188, 1147, 700, 701, 662, 899, 805, 760, 807, 1131, 1095, 1099, 1148, 1218, 1080, 57, 57, 1182, 1586, 1396]",Original,Original,both,
89442-34,HALO 75WDG SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,HALO_75WDG_SELECT_89442-34_PRIMARY_LABEL_559748.pdf,38689.0,"[6852, 9160, 4176, 8101, 5939, 4461]",True,True,True,True,,,,False,,,,,both,
89442-35,Azoxy 50WDG Select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,Azoxy_50WDG_Select_89442-35_PRIMARY_LABEL_566961.pdf,108852.0,"[1348, 1541, 1877, 1776, 2132, 2132, 2410, 2418, 2306, 2487, 2472, 2217, 1810, 1319, 1682, 1478, 1618, 1334, 2217, 2291, 1721, 1847, 1699, 1294, 1266, 1480, 847, 966, 957, 837, 927, 809, 738, 1183, 1626, 1472, 2028, 1592, 1623, 1907, 2277, 1936, 1478, 1556, 1892, 1740, 2018, 1667, 1364, 1504, 1521, 1648, 1182, 2298, 2327, 1977, 2401, 1170, 1570, 2140, 1876, 1984, 3, 3, 3636]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 65 pages need OCR because they are less than 300 characters (pages: [63, 64])","[1348, 1541, 1877, 1776, 2132, 2132, 2410, 2418, 2306, 2487, 2472, 2217, 1810, 1319, 1682, 1478, 1618, 1334, 2217, 2291, 1721, 1847, 1699, 1294, 1266, 1480, 847, 966, 957, 837, 927, 809, 738, 1183, 1626, 1472, 2028, 1592, 1623, 1907, 2277, 1936, 1478, 1556, 1892, 1740, 2018, 1667, 1364, 1504, 1521, 1648, 1182, 2298, 2327, 1977, 2401, 1170, 1570, 2140, 1876, 1984, 4, 4, 3636]",Original,Original,both,
89442-37,FLUAZINAM 40SC SELECT (NO APP WITHIN 100 FT OF WATER BODY CONNECTED TO OFF-SITE WATER BODY IN NY),89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,FLUAZINAM_40SC_SELECT_(NO_APP_WITHIN_100_FT_OF_WATER_BODY_CONNECTED_TO_OFF-SITE_WATER_BODY_IN_NY)_89442-37_PRIMARY_LABEL_555847.pdf,29653.0,"[2513, 4656, 6415, 3680, 4219, 1903, 6267]",True,True,True,True,,,,False,,,,,ag,
89442-37,ARMORTECH ROTATOR II (NO APP WITHIN 100 FT OF WATER BODY CONNECTED TO OFF-SITE WATER BODY IN NY),89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,ARMORTECH_ROTATOR_II_(NO_APP_WITHIN_100_FT_OF_WATER_BODY_CONNECTED_TO_OFF-SITE_WATER_BODY_IN_NY)_89442-37_PRIMARY_LABEL_584918.pdf,28508.0,"[2652, 4030, 4691, 4354, 3367, 4955, 4459]",False,True,True,True,,,,False,,,,,ag,
89442-39,TRIAD SFZ SELECT (NO USE ON LI) (ONLY 1 APP/YR),89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,TRIAD_SFZ_SELECT_(NO_USE_ON_LI)_(ONLY_1_APP_YR)_89442-39_PRIMARY_LABEL_557650.pdf,52732.0,"[3780, 4797, 6352, 6688, 5520, 4739, 4433, 1799, 6768, 7856]",True,True,True,True,,,,False,,,,,both,
89442-40,Acephate 90 Prill Select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,INSECTICIDE,True,ACEPHATE_90_PRILL_SELECT_89442-40_PRIMARY_LABEL_560354.pdf,63263.0,"[3427, 4363, 4198, 5517, 3300, 2848, 4253, 2369, 2587, 2457, 2182, 2551, 2212, 3022, 2617, 2825, 1098, 3062, 3814, 9, 4552]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 21 pages need OCR because they are less than 300 characters (pages: [20]),"[3427, 4363, 4198, 5517, 3300, 2848, 4253, 2369, 2587, 2457, 2182, 2551, 2212, 3022, 2617, 2825, 1098, 3062, 3814, 10, 4552]",Original,Original,both,
89442-41,AzProp Select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,AzProp_Select_89442-41_PRIMARY_LABEL_565134.pdf,44744.0,"[3430, 3399, 4605, 5069, 4644, 5678, 4079, 3637, 868, 4617, 3, 3, 4712]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 13 pages need OCR because they are less than 300 characters (pages: [11, 12])","[3430, 3399, 4605, 5069, 4644, 5678, 4079, 3637, 868, 4617, 0, 0, 4712]",Original,Original,both,
89442-43,Halo 5WDG Select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,Halo_5WDG_Select_89442-43_PRIMARY_LABEL_560351.pdf,26034.0,"[14526, 11508]",True,True,True,True,,,,False,,,,,both,
89442-45,TRIAD QC SELECT (spot treatment only in ny),89442,REGISTERED,1307377,CLOSED,ROUTINE,2025-09-17,KATHERINE HETTER,HERBICIDE,True,TRIAD_QC_SELECT_(spot_treatment_only_in_ny)_89442-45_PRIMARY_LABEL_602098.pdf,45351.0,"[2239, 4588, 5028, 5918, 5750, 5253, 4272, 4926, 7280, 97]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 10 pages need OCR because they are less than 300 characters (pages: [10]),"[2239, 4588, 5028, 5918, 5750, 5253, 4272, 4926, 7280, 1126]",OCR,OCR,both,
89442-46,FAIRVIEW SELECT [No APPLICATION WITHIN 100 FT OF WATER; LIMITED USE RATE IN NYS],89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,FAIRVIEW_SELECT_[No_APPLICATION_WITHIN_100_FT_OF_WATER;_LIMITED_USE_RATE_IN_NYS]_89442-46_PRIMARY_LABEL_561083.pdf,35390.0,"[3310, 4029, 4918, 4364, 4212, 3688, 2826, 3060, 4983]",True,True,True,True,,,,False,,,,,ag,
89442-52,"TRIAD TZ SELECT (NO USE ON LONG ISLAND, ONLY ONE APPLICATION PER YEAR)(NYS SPECIFIC MAX RATE)",89442,REGISTERED,1300168,CLOSED,ROUTINE,2025-05-13,KATHERINE HETTER,HERBICIDE,True,"TRIAD_TZ_SELECT_(NO_USE_ON_LONG_ISLAND,_ONLY_ONE_APPLICATION_PER_YEAR)(NYS_SPECIFIC_MAX_RATE)_89442-52_PRIMARY_LABEL_599797.pdf",104312.0,"[2197, 4685, 7061, 6315, 5296, 5176, 4119, 3628, 8846, 120, 9478, 1794, 2168, 2222, 2536, 2418, 2898, 2382, 2697, 2268, 2577, 2243, 2169, 961, 1904, 801, 1816, 2774, 2879, 1293, 109, 2570, 1605, 2307]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 34 pages need OCR because they are less than 300 characters (pages: [10, 31])","[2197, 4685, 7061, 6315, 5296, 5176, 4119, 3628, 8846, 60, 9478, 1794, 2168, 2222, 2536, 2418, 2898, 2382, 2697, 2268, 2577, 2243, 2169, 961, 1904, 801, 1816, 2774, 2879, 1293, 49, 2570, 1605, 2307]",Original,Original,both,
89442-53,ARMORTECH ZOXY PG II,89442,REGISTERED,1298518,CLOSED,ROUTINE,2025-03-27,MATTHEW J GOGIS,FUNGICIDE,True,ARMORTECH_ZOXY_PG_II_89442-53_PRIMARY_LABEL_599500.pdf,35829.0,"[3204, 4502, 5683, 5302, 4450, 2975, 4114, 126, 5473]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 9 pages need OCR because they are less than 300 characters (pages: [8]),"[3204, 4502, 5683, 5302, 4450, 2975, 4114, 61, 5473]",Original,Original,ag,
89442-53,AzProp G Select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,AzProp_G_Select_89442-53_PRIMARY_LABEL_570535.pdf,34786.0,"[3408, 4358, 5559, 5222, 4357, 3888, 2846, 5148]",True,True,True,True,,,,False,,,,,ag,
89442-54,Azoxy D Select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,FUNGICIDE,True,Azoxy_D_Select_89442-54_PRIMARY_LABEL_570534.pdf,45036.0,"[3083, 3538, 4389, 4290, 3270, 4006, 2937, 2810, 2266, 3580, 5160, 5707]",True,True,True,True,,,,False,,,,,ag,
89442-55,Sublime,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,Sublime_89442-55_PRIMARY_LABEL_583014.pdf,40401.0,"[2806, 4016, 5691, 4954, 3501, 2466, 4415, 3088, 3109, 130, 6114, 111]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 12 pages need OCR because they are less than 300 characters (pages: [10, 12])","[2806, 4016, 5691, 4954, 3501, 2466, 4415, 3088, 3109, 65, 6114, 1091]",OCR,OCR,both,
89442-56,TRIAD T select,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,TRIAD_T_select_89442-56_PRIMARY_LABEL_583270.pdf,44878.0,"[3690, 6138, 5998, 4867, 5615, 4714, 2736, 5300, 5820]",True,True,True,True,,,,False,,,,,both,
89442-57,QUINTESSENTIAL (SPOT TREATMENT ONLY IN NY),89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,HERBICIDE,True,QUINTESSENTIAL_(SPOT_TREATMENT_ONLY_IN_NY)_89442-57_PRIMARY_LABEL_578201.pdf,36869.0,"[1703, 1458, 1413, 1591, 1444, 2324, 2515, 2423, 2095, 2100, 2381, 2296, 853, 1347, 1497, 1543, 1150, 1678, 2810, 1178, 1070]",True,True,True,True,,,,False,,,,,both,
89442-59,hexamite 1aq select,89442,REGISTERED,1307377,CLOSED,ROUTINE,2025-09-17,KATHERINE HETTER,MITICIDE,True,hexamite_1aq_select_89442-59_PRIMARY_LABEL_602099.pdf,38794.0,"[1203, 2040, 1780, 2416, 2385, 2689, 2750, 2866, 3139, 1155, 1292, 1207, 1156, 1429, 2969, 2190, 1042, 2646, 2148, 292]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 20 pages need OCR because they are less than 300 characters (pages: [20]),"[1203, 2040, 1780, 2416, 2385, 2689, 2750, 2866, 3139, 1155, 1292, 1207, 1156, 1429, 2969, 2190, 1042, 2646, 2148, 1199]",OCR,OCR,both,
89442-6,CHLOROTHALONIL 82.5DF SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,"ALGAECIDE, FUNGICIDE",True,CHLOROTHALONIL_82.5DF_SELECT_89442-6_PRIMARY_LABEL_565012.pdf,64707.0,"[2979, 3439, 2742, 3139, 3834, 3864, 3788, 1648, 1619, 1215, 1425, 1227, 1642, 1257, 1572, 1404, 1356, 2077, 1793, 1575, 1569, 1788, 2432, 2820, 2628, 1817, 3861, 3, 4194]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 29 pages need OCR because they are less than 300 characters (pages: [28]),"[2979, 3439, 2742, 3139, 3834, 3864, 3788, 1648, 1619, 1215, 1425, 1227, 1642, 1257, 1572, 1404, 1356, 2077, 1793, 1575, 1569, 1788, 2432, 2820, 2628, 1817, 3861, 0, 4194]",Original,Original,both,
89442-61,PROTHIOCONAZOLE 4L SELECT (OPTIONAL LONG ISLAND PROHIBITON REMOVED on 4-23-2024),89442,REGISTERED,1278719,CLOSED,ROUTINE,2024-04-23,JYOTHI MURUNDI,FUNGICIDE,True,PROTHIOCONAZOLE_4L_SELECT_(OPTIONAL_LONG_ISLAND_PROHIBITON_REMOVED_on_4-23-2024)_89442-61_PRIMARY_LABEL_593258.pdf,34556.0,"[1159, 2173, 2345, 3037, 3043, 2777, 3547, 2061, 1977, 2050, 1322, 1487, 2244, 147, 147, 147, 4893]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 17 pages need OCR because they are less than 300 characters (pages: [14, 15, 16])","[1159, 2173, 2345, 3037, 3043, 2777, 3547, 2061, 1977, 2050, 1322, 1487, 2244, 72, 72, 72, 4893]",Original,Original,ag,
89442-61,"ARMORTECH PROTHIO 4L (NOT FOR SALE, DISTRIBUTION AND/OR USE IN NASSAU AND SUFFOLK COUNTIES) (REGISTRANT ADDED)",89442,REGISTERED,1284366,CLOSED,ROUTINE,2024-08-08,KATHERINE A GRAHAM,FUNGICIDE,True,"ARMORTECH_PROTHIO_4L_(NOT_FOR_SALE,_DISTRIBUTION_AND_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_(REGISTRANT_ADDED)_89442-61_PRIMARY_LABEL_589717.pdf",32253.0,"[2481, 2379, 2349, 3068, 2382, 3022, 2590, 1849, 1963, 2000, 1531, 2218, 1251, 133, 133, 133, 2771]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 17 pages need OCR because they are less than 300 characters (pages: [14, 15, 16])","[2481, 2379, 2349, 3068, 2382, 3022, 2590, 1849, 1963, 2000, 1531, 2218, 1251, 61, 61, 61, 2771]",Original,Original,ag,
89442-61,ARMORTECH PROTHIO 4L (OPTIONAL LONG ISLAND PROHIBITON REMOVED ON 08-14-2024),89442,REGISTERED,1284638,CLOSED,ROUTINE,2024-08-09,JYOTHI MURUNDI,FUNGICIDE,True,ARMORTECH_PROTHIO_4L_(OPTIONAL_LONG_ISLAND_PROHIBITON_REMOVED_ON_08-14-2024)_89442-61_PRIMARY_LABEL_594961.pdf,32015.0,"[2336, 2680, 2173, 2800, 2691, 2829, 2888, 1836, 2178, 1628, 1476, 2440, 874, 129, 129, 129, 2710, 89]",True,True,True,True,True,True,True,Page_specific_OCR,"4 out of 18 pages need OCR because they are less than 300 characters (pages: [14, 15, 16, 18])","[2336, 2680, 2173, 2800, 2691, 2829, 2888, 1836, 2178, 1628, 1476, 2440, 874, 59, 59, 59, 2710, 1102]",OCR,OCR,ag,
89442-61,"PROTHIOCONAZOLE 4L SELECT (NOT FOR SALE, DISTRIBUTION AND/OR USE IN NASSAU AND SUFFOLK COUNTIES) (REGISTRANT ADDED)",89442,DISCONTINUED,1278114,CLOSED,ROUTINE,2024-04-11,JYOTHI MURUNDI,FUNGICIDE,True,"PROTHIOCONAZOLE_4L_SELECT_(NOT_FOR_SALE,_DISTRIBUTION_AND_OR_USE_IN_NASSAU_AND_SUFFOLK_COUNTIES)_(REGISTRANT_ADDED)_89442-61_PRIMARY_LABEL_586438.pdf",32428.0,"[2300, 2263, 2494, 3082, 2895, 3135, 2600, 2058, 2398, 1252, 1377, 1259, 2244, 147, 147, 147, 2549, 81]",True,True,True,True,True,True,True,Page_specific_OCR,"4 out of 18 pages need OCR because they are less than 300 characters (pages: [14, 15, 16, 18])","[2300, 2263, 2494, 3082, 2895, 3135, 2600, 2058, 2398, 1252, 1377, 1259, 2244, 72, 72, 72, 2549, 1037]",OCR,OCR,ag,
89442-7,TRIN-PAC SELECT,89442,REGISTERED,1300181,CLOSED,ROUTINE,2025-05-15,KATHERINE HETTER,GROWTH REGULATOR,True,TRIN-PAC_SELECT_89442-7_PRIMARY_LABEL_600683.pdf,45892.0,"[1538, 4697, 4885, 4316, 5736, 5784, 1788, 2196, 6118, 121, 121, 121, 8471]",True,True,True,True,True,True,True,Page_specific_OCR,"3 out of 13 pages need OCR because they are less than 300 characters (pages: [10, 11, 12])","[1538, 4697, 4885, 4316, 5736, 5784, 1788, 2196, 6118, 55, 55, 55, 8471]",Original,Original,both,
89442-7,ARMORTECH PGR 113 II,89442,REGISTERED,1303561,CLOSED,ROUTINE,2025-07-15,MATTHEW J GOGIS,HERBICIDE,True,ARMORTECH_PGR_113_II_89442-7_PRIMARY_LABEL_601641.pdf,46457.0,"[1845, 5465, 5542, 4280, 7023, 3542, 1573, 2215, 6106, 119, 119, 119, 8420, 89]",True,True,True,True,True,True,True,Page_specific_OCR,"4 out of 14 pages need OCR because they are less than 300 characters (pages: [10, 11, 12, 14])","[1845, 5465, 5542, 4280, 7023, 3542, 1573, 2215, 6106, 53, 53, 53, 8420, 1085]",OCR,OCR,both,
89442-70,"ARMORTECH BALATA (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONE)",89442,REGISTERED,1296097,CLOSED,ROUTINE,2025-03-12,KATHERINE HETTER,INSECTICIDE,True,"ARMORTECH_BALATA_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONE)_89442-70_PRIMARY_LABEL_599063.pdf",87090.0,"[4275, 1788, 2901, 3210, 2801, 2526, 2807, 2801, 1643, 2532, 2183, 1981, 2337, 2397, 1915, 1669, 2117, 2111, 1830, 1780, 2285, 2094, 1800, 2158, 1936, 2016, 1030, 1602, 2109, 1567, 1264, 1913, 1652, 2495, 1999, 107, 4172, 3925, 3362]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 39 pages need OCR because they are less than 300 characters (pages: [36]),"[4275, 1788, 2901, 3210, 2801, 2526, 2807, 2801, 1643, 2532, 2183, 1981, 2337, 2397, 1915, 1669, 2117, 2111, 1830, 1780, 2285, 2094, 1800, 2158, 1936, 2016, 1030, 1602, 2109, 1567, 1264, 1913, 1652, 2495, 1999, 47, 4172, 3925, 3362]",Original,Original,both,
89442-70,"DIAMID T&O (NO SALE, USE. DISTRIBUTION IN NASSAU, SUFFOLK, KINGS, & QUEENS COUNTIES) (NYS BUFFER ZONE)",89442,REGISTERED,1289966,CLOSED,ROUTINE,2024-11-08,MATTHEW J GOGIS,INSECTICIDE,True,"DIAMID_TandO_(NO_SALE,_USE._DISTRIBUTION_IN_NASSAU,_SUFFOLK,_KINGS,_and_QUEENS_COUNTIES)_(NYS_BUFFER_ZONE)_89442-70_PRIMARY_LABEL_596820.pdf",89091.0,"[2162, 1144, 1389, 1810, 2018, 2083, 2117, 2185, 1829, 2137, 2152, 2272, 2120, 2217, 1830, 1296, 1112, 1570, 1420, 1817, 1803, 1334, 1612, 1414, 2094, 1399, 1583, 1662, 1522, 1189, 1380, 1589, 1111, 1568, 1612, 1837, 1182, 1593, 1310, 1678, 1248, 1594, 1132, 1674, 1915, 2358, 358, 111, 4267, 3831, 3342, 109]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 52 pages need OCR because they are less than 300 characters (pages: [48, 52])","[2162, 1144, 1389, 1810, 2018, 2083, 2117, 2185, 1829, 2137, 2152, 2272, 2120, 2217, 1830, 1296, 1112, 1570, 1420, 1817, 1803, 1334, 1612, 1414, 2094, 1399, 1583, 1662, 1522, 1189, 1380, 1589, 1111, 1568, 1612, 1837, 1182, 1593, 1310, 1678, 1248, 1594, 1132, 1674, 1915, 2358, 358, 50, 4267, 3831, 3342, 1191]",OCR,OCR,both,
89442-73,PENDI MICROCAP,89442,REGISTERED,1296646,CLOSED,ROUTINE,2025-03-21,MATTHEW J GOGIS,HERBICIDE,True,PENDI_MICROCAP_89442-73_PRIMARY_LABEL_599973.pdf,75415.0,"[1905, 4693, 4920, 4229, 4160, 4835, 3728, 3496, 1599, 1281, 3490, 4397, 4662, 4976, 3749, 1725, 1723, 1586, 6076, 121, 7971, 93]",True,True,True,True,True,True,True,Page_specific_OCR,"2 out of 22 pages need OCR because they are less than 300 characters (pages: [20, 22])","[1905, 4693, 4920, 4229, 4160, 4835, 3728, 3496, 1599, 1281, 3490, 4397, 4662, 4976, 3749, 1725, 1723, 1586, 6076, 58, 7971, 1104]",OCR,OCR,both,
89442-8,FOSAL SELECT,89442,DISCONTINUED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,"ANTIMICROBIAL, FUNGICIDE",True,FOSAL_SELECT_89442-8_PRIMARY_LABEL_534741.pdf,31588.0,"[773, 2084, 2545, 3235, 3438, 2442, 1774, 1713, 1260, 1807, 785, 1332, 947, 3597, 3449, 407]",True,True,True,True,,,,False,,,,,both,
89442-9,CHLOROTHALONIL 720 SELECT,89442,REGISTERED,1273298,CLOSED,ROUTINE,2024-01-24,KATHERINE HETTER,"ALGAECIDE, FUNGICIDE",True,CHLOROTHALONIL_720_SELECT_89442-9_PRIMARY_LABEL_562131.pdf,69470.0,"[2869, 4265, 5275, 5623, 6406, 2811, 2954, 2381, 2524, 1941, 3096, 3313, 2393, 3110, 2563, 3897, 3240, 3261, 2900, 3, 4645]",True,True,True,True,True,True,True,Page_specific_OCR,1 out of 21 pages need OCR because they are less than 300 characters (pages: [20]),"[2869, 4265, 5275, 5623, 6406, 2811, 2954, 2381, 2524, 1941, 3096, 3313, 2393, 3110, 2563, 3897, 3240, 3261, 2900, 4, 4645]",Original,Original,both,
