original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list
Bacterial Spot (Xanthomonas spp.),Tomato,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Bacterial Spot (Xanthomonas),Tomato,Disease,Disease,Bacterial Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Bacterial Spot and Speck,Tomato,Disease,Disease,Bacterial Spot and Speck,,,LLM:gpt-5.2,True,False
Bacterial Wilt,Tomato,Disease,Disease,Bacterial Wilt,,,LLM:gpt-5.2,True,False
Bacterial Wilt (Ralstonia),Tomato,Disease,Disease,Bacterial Wilt,,Ralstonia spp.,LLM:gpt-5.2,True,False
Bacterial leaf spot of Tomato,Tomato,Disease,Disease,Bacterial Leaf Spot,,Xanthomonas spp.,LLM:gpt-5.2,True,False
Bacterial speck and spot,Tomato,Disease,Disease,Bacterial Spot and Speck,,,LLM:gpt-5.2,True,False
Basal Stem Rot,Tomato,Disease,Disease,Basal Stem Rot,,,LLM:gpt-5.2,True,False
Basidiophora,Tomato,Disease,Disease,Basidiophora,,Basidiophora spp.,LLM:gpt-5.2,True,False
Basil Downy Mildew,Tomato,Disease,Disease,Basil Downy Mildew,,Peronospora spp.,LLM:gpt-5.2,True,False
Belonolaimus spp.,Tomato,Disease,Disease,Sting Nematode,,Belonolaimus spp.,LLM:gpt-5.2,True,False
Bipolaris,Tomato,Disease,Disease,Bipolaris Leaf Spot,,Bipolaris spp.,LLM:gpt-5.2,True,False
Black Mold,Tomato,Disease,Disease,Black Mold,,Alternaria spp.,LLM:gpt-5.2,True,False
Black Mold Rot,Tomato,Disease,Disease,Black Mold,,Alternaria spp.,LLM:gpt-5.2,True,False
Black Root Rot,Tomato,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
"Black Root Rot, Early Blight",Tomato,Disease,Disease,Black Root Rot,,Thielaviopsis spp.,LLM:gpt-5.2,True,False
Black Sigatoka,Tomato,Disease,Disease,Black Sigatoka,,,LLM:gpt-5.2,True,False
Black Spot,Tomato,Disease,Disease,Black Spot,,,LLM:gpt-5.2,True,False
Black pit,Tomato,Disease,Disease,Black Pit,,,LLM:gpt-5.2,True,False
Black shoulder,Tomato,Disease,Other,,,,,True,False
Blackeye/Buckeye Rot,Tomato,Disease,Disease,Buckeye Rot,,,LLM:gpt-5.2,True,False
Blister Beetle spp.,Tomato,Disease,Insects,Blister Beetles,,,LLM:gpt-5.2,True,False
Blossom Blight,Tomato,Disease,Disease,Blossom Blight,,,LLM:gpt-5.2,True,False
"Botrytis (gray mold rot, ghost spot)",Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis Blight,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis Rot,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis cinerea,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis gray mold,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis gray mold (Botrytis cinerea),Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Botrytis spp.,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Bottom Rot,Tomato,Disease,Disease,Bottom Rot,,,LLM:gpt-5.2,True,False
Brown Rot,Tomato,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
Brown mold,Tomato,Disease,Disease,Brown Mold,,,LLM:gpt-5.2,True,False
Brown mold and Black pit,Tomato,Disease,Disease,Brown Mold,,,LLM:gpt-5.2,True,False
Brown spot and Black pit,Tomato,Disease,Disease,Brown Spot,,,LLM:gpt-5.2,True,False
Buckeye Rot,Tomato,Disease,Disease,Buckeye Rot,,,LLM:gpt-5.2,True,False
Bunch Rot,Tomato,Disease,Disease,Bunch Rot,,,LLM:gpt-5.2,True,False
Burkholderia glumae,Tomato,Disease,Disease,Bacterial Panicle Blight,,Burkholderia spp.,LLM:gpt-5.2,True,False
Burrowing nematode (Radopholus similis),Tomato,Disease,Disease,Burrowing Nematode,,Radopholus spp.,LLM:gpt-5.2,True,False
Canker,Tomato,Disease,Disease,Canker,,,LLM:gpt-5.2,False,False
Cephalosporium maydis,Tomato,Disease,Disease,Cephalosporium Stalk Rot,,Cephalosporium spp.,LLM:gpt-5.2,True,False
Citrus nematode (Tylenchulus semipenetrans),Tomato,Disease,Disease,Citrus Nematode,,Tylenchulus spp.,LLM:gpt-5.2,True,False
Cladosporium,Tomato,Disease,Disease,Leaf Mold,,Cladosporium spp.,LLM:gpt-5.2,True,False
Cladosporium Mold,Tomato,Disease,Disease,Leaf Mold,,Cladosporium spp.,LLM:gpt-5.2,True,False
Colletotrichum (anthracnose),Tomato,Disease,Disease,Anthracnose,,Colletotrichum spp.,LLM:gpt-5.2,True,False
Corynespora leaf spot,Tomato,Disease,Disease,Target Spot,,Corynespora spp.,LLM:gpt-5.2,True,False
Coryneum Blight,Tomato,Disease,Disease,Coryneum Blight,,,LLM:gpt-5.2,True,False
Criconemella spp.,Tomato,Disease,Disease,Ring Nematodes,,Criconemella spp.,LLM:gpt-5.2,True,False
Criconemoides spp.,Tomato,Disease,Disease,Ring Nematodes,,Criconemella spp.,LLM:gpt-5.2,True,False
"Crown Rot, Damping-off Fungus, Gray Mold, Leaf Blight",Tomato,Disease,Disease,Crown Rot,,,LLM:gpt-5.2,True,False
Cucumber Beetle spp. (Adult),Tomato,Disease,Insects,Cucumber Beetles,,,LLM:gpt-5.2,True,False
Cylindrocladium,Tomato,Disease,Disease,Cylindrocladium Root Rot,,Cylindrocladium spp.,LLM:gpt-5.2,True,False
Cyst nematodes (Heterodera and Globodera species),Tomato,Disease,Disease,Cyst Nematodes,,,LLM:gpt-5.2,True,False
Dagger nematodes (Xiphinema species),Tomato,Disease,Disease,Dagger Nematodes,,Xiphinema spp.,LLM:gpt-5.2,True,False
Damping off (Pythium spp.),Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
"Damping off, seedling blights, and root or crown diseases",Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Damping off/root or crown diseases,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Damping-off Fungus,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Damping-off caused by seed-borne and soil-borne fungi,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Decay caused by seed-borne and soil-borne fungi,Tomato,Disease,Disease,Decay,,,LLM:gpt-5.2,True,False
"Decay, damping-off, and seedling blight caused by seed-borne and soil-borne fungi.",Tomato,Disease,Disease,Decay,,,LLM:gpt-5.2,True,False
Didymella,Tomato,Disease,Disease,Gummy Stem Blight,,Didymella spp.,LLM:gpt-5.2,True,False
Didymella bryoniae,Tomato,Disease,Disease,Gummy Stem Blight,,Didymella spp.,LLM:gpt-5.2,True,False
Early Blight,Tomato,Disease,Disease,Early Blight,,Alternaria spp.,LLM:gpt-5.2,True,False
Early blight (Alternaria solani),Tomato,Disease,Disease,Early Blight,,Alternaria spp.,LLM:gpt-5.2,True,False
Erwinia,Tomato,Disease,Disease,Bacterial Soft Rot,,,LLM:gpt-5.2,True,False
Erysiphe (powdery mildew),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Erysiphe spp.,Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
European Chafer,Tomato,Disease,Insects,European Chafer,,,LLM:gpt-5.2,True,False
False root-knot nematodes (Naccobus species),Tomato,Disease,Disease,False Root-Knot Nematodes,,Naccobus spp.,LLM:gpt-5.2,True,False
Fly speck,Tomato,Disease,Disease,Flyspeck,,,LLM:gpt-5.2,True,False
Frog Eye Leaf Spot,Tomato,Disease,Disease,Frogeye Leaf Spot,,,LLM:gpt-5.2,True,False
Fruit Rot,Tomato,Disease,Disease,Fruit Rot,,,LLM:gpt-5.2,True,False
Fruit rot (Phytophthora spp.),Tomato,Disease,Disease,Phytophthora Fruit Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Fungi/oomycetes,Tomato,Disease,Disease,Fungal Diseases,,,LLM:gpt-5.2,False,False
Fusarium,Tomato,Disease,Disease,Fusarium Diseases,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium Crown and Root Rot,Tomato,Disease,Disease,Fusarium Crown and Root Rot,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium Root Rot,Tomato,Disease,Disease,Fusarium Root Rot,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium Wilt,Tomato,Disease,Disease,Fusarium Wilt,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium oxysporum,Tomato,Disease,Disease,Fusarium Wilt,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium seedling blight,Tomato,Disease,Disease,Fusarium Seedling Blight,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium spp.,Tomato,Disease,Disease,Fusarium Diseases,,Fusarium spp.,LLM:gpt-5.2,True,False
Fusarium stem rot and vine decline,Tomato,Disease,Disease,Fusarium Stem Rot and Vine Decline,,Fusarium spp.,LLM:gpt-5.2,True,False
Gibberella fujikuroi,Tomato,Disease,Disease,Fusarium Diseases,,Fusarium spp.,LLM:gpt-5.2,True,False
Globodera spp.,Tomato,Disease,Disease,Potato Cyst Nematode,,Globodera spp.,LLM:gpt-5.2,True,False
Glomerella (anthracnose),Tomato,Disease,Disease,Anthracnose,,Colletotrichum spp.,LLM:gpt-5.2,True,False
Grasshopper spp.,Tomato,Disease,Insects,Grasshoppers,,,LLM:gpt-5.2,True,False
Gray Mold (Botrytis),Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Gray leaf mold,Tomato,Disease,Disease,Leaf Mold,,Cladosporium spp.,LLM:gpt-5.2,True,False
Gray leaf mold (Fulvia fulva; Cladosporium),Tomato,Disease,Disease,Leaf Mold,,Cladosporium spp.,LLM:gpt-5.2,True,False
Gray leaf spot (Stemphylium botryosum),Tomato,Disease,Disease,Gray Leaf Spot,,Stemphylium spp.,LLM:gpt-5.2,True,False
Gray mold (Botrytis cinerea),Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Gray mold/Botrytis rot,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Green peach aphid,Tomato,Disease,Insects,Green Peach Aphid,,,LLM:gpt-5.2,True,False
Grey Mold,Tomato,Disease,Disease,Gray Mold,,Botrytis spp.,LLM:gpt-5.2,True,True
Grey leaf spot,Tomato,Disease,Disease,Gray Leaf Spot,,,LLM:gpt-5.2,True,False
Harlequin bug,Tomato,Disease,Insects,Harlequin Bug,,,LLM:gpt-5.2,True,False
Helicotylenchus spp.,Tomato,Disease,Disease,Spiral Nematode,,Helicotylenchus spp.,LLM:gpt-5.2,True,False
Heterodera spp.,Tomato,Disease,Disease,Cyst Nematodes,,Heterodera spp.,LLM:gpt-5.2,True,False
Hoplolaimus spp.,Tomato,Disease,Disease,Lance Nematode,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Japanese Beetle (Adult),Tomato,Disease,Insects,Japanese Beetle,,,LLM:gpt-5.2,True,False
Lance nematodes (Hoplolaimus species),Tomato,Disease,Disease,Lance Nematode,,Hoplolaimus spp.,LLM:gpt-5.2,True,False
Late Blight,Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Late Blight (Suppression),Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
"Late Blight, Blackeye/Buckeye Rot",Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Late blight (Phytophthora infestans),Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Late blight fruit rot,Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Late blight fruit rot (Phytophthora infestans),Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Late blight rot,Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Leaf Blight,Tomato,Disease,Disease,Leaf Blight,,,LLM:gpt-5.2,True,False
Leaf Mold,Tomato,Disease,Disease,Leaf Mold,,Cladosporium spp.,LLM:gpt-5.2,True,False
Leaf and Stem Blight,Tomato,Disease,Disease,Leaf and Stem Blight,,,LLM:gpt-5.2,True,False
Leptosphaeria lindquistii,Tomato,Disease,Disease,Leptosphaeria Leaf Spot,,Leptosphaeria spp.,LLM:gpt-5.2,True,False
Lesion nematodes (Pratylenchus species),Tomato,Disease,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Leveillula (powdery mildew),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Leveillula spp.,Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Longidorus spp.,Tomato,Disease,Disease,Needle Nematodes,,Longidorus spp.,LLM:gpt-5.2,True,False
Looper spp.,Tomato,Disease,Insects,Loopers,,,LLM:gpt-5.2,True,False
Macrophomina,Tomato,Disease,Disease,Charcoal Rot,,Macrophomina spp.,LLM:gpt-5.2,True,False
Macrophomina phaseolina,Tomato,Disease,Disease,Charcoal Rot,,Macrophomina spp.,LLM:gpt-5.2,True,False
Magnaporthe oryzae,Tomato,Disease,Disease,Rice Blast,,Magnaporthe spp.,LLM:gpt-5.2,True,False
Meadow spittlebug,Tomato,Disease,Insects,Meadow Spittlebug,,,LLM:gpt-5.2,True,False
Meloidogyne spp.,Tomato,Disease,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Monilinea fruit and blossom rot,Tomato,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
Monilinia,Tomato,Disease,Disease,Brown Rot,,Monilinia spp.,LLM:gpt-5.2,True,False
Mycosphaerella,Tomato,Disease,Disease,Mycosphaerella Leaf Spot,,Mycosphaerella spp.,LLM:gpt-5.2,True,False
Mycosphaerella spp.,Tomato,Disease,Disease,Mycosphaerella Leaf Spot,,Mycosphaerella spp.,LLM:gpt-5.2,True,False
Needle nematodes (Longidorus species),Tomato,Disease,Disease,Needle Nematodes,,Longidorus spp.,LLM:gpt-5.2,True,False
Nematode,Tomato,Disease,Disease,Nematodes,,,LLM:gpt-5.2,True,False
Oidiopsis (powdery mildew),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Oidium (powdery mildew),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Oidium spp.,Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Olpidium,Tomato,Disease,Disease,Olpidium,,Olpidium spp.,LLM:gpt-5.2,True,False
Pachymetra,Tomato,Disease,Disease,Pachymetra Root Rot,,Pachymetra spp.,LLM:gpt-5.2,True,False
Paratylenchus spp.,Tomato,Disease,Disease,Pin Nematodes,,Paratylenchus spp.,LLM:gpt-5.2,True,False
Penicillium,Tomato,Disease,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
Penicillium spp.,Tomato,Disease,Disease,Blue Mold,,Penicillium spp.,LLM:gpt-5.2,True,False
"Pepino mosaic virus (strains CH2, EU and LP)",Tomato,Disease,Disease,Pepino Mosaic Virus,,,LLM:gpt-5.2,True,False
Peronophthora,Tomato,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Peronosclerospora,Tomato,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Phoma (fruit rot),Tomato,Disease,Disease,Phoma Fruit Rot,,Phoma spp.,LLM:gpt-5.2,True,False
Phomopsis blight,Tomato,Disease,Disease,Phomopsis Blight,,Phomopsis spp.,LLM:gpt-5.2,True,False
Phomopsis spp.,Tomato,Disease,Disease,Phomopsis Fruit Rot,,Phomopsis spp.,LLM:gpt-5.2,True,False
Physoderma,Tomato,Disease,Disease,Physoderma Brown Spot,,Physoderma spp.,LLM:gpt-5.2,True,False
Phytophthora,Tomato,Disease,Disease,Phytophthora Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora Blight,Tomato,Disease,Disease,Phytophthora Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora Blight and Crown Rot,Tomato,Disease,Disease,Phytophthora Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora blight of foliage and fruit,Tomato,Disease,Disease,Phytophthora Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora foliar & root rot,Tomato,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora fruit rot,Tomato,Disease,Disease,Phytophthora Fruit Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora infestans,Tomato,Disease,Disease,Late Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora root rot,Tomato,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora spp.,Tomato,Disease,Disease,Phytophthora Blight,,Phytophthora spp.,LLM:gpt-5.2,True,False
Phytophthora spp. (Root rot),Tomato,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
Pin nematodes (Paratylenchus species),Tomato,Disease,Disease,Pin Nematodes,,Paratylenchus spp.,LLM:gpt-5.2,True,False
Plant bug spp.,Tomato,Disease,Insects,Plant Bugs,,,LLM:gpt-5.2,True,False
Plasmodiophora,Tomato,Disease,Disease,Clubroot,,Plasmodiophora spp.,LLM:gpt-5.2,True,False
Plasmopara,Tomato,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Polymyxa,Tomato,Disease,Disease,Polymyxa,,Polymyxa spp.,LLM:gpt-5.2,True,False
Powdery Mildew,Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
"Powdery Mildew (e.g. Erysiphe spp., Leveillula Taurica/Oidiopsis Taurica, Oidium spp.)",Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Powdery mildew (Erysiphe spp.),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Powdery mildew (Leveillula taurica),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Powdery mildew (Oidiopsis taurica),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Powdery mildew (Sphaerotheca spp.),Tomato,Disease,Disease,Powdery Mildew,,Erysiphe spp.,LLM:gpt-5.2,True,False
Pratylenchus spp.,Tomato,Disease,Disease,Lesion Nematodes,,Pratylenchus spp.,LLM:gpt-5.2,True,False
Pseudoperonospora,Tomato,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Pythium Damping-Off and Stem Rot,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Pythium damping-off,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Pythium damping-off control,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Pythium root rot,Tomato,Disease,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Pythium root rots and seedling diseases,Tomato,Disease,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Radopholus spp.,Tomato,Disease,Disease,Burrowing Nematode,,Radopholus spp.,LLM:gpt-5.2,True,False
Ralstonia solanacearum,Tomato,Disease,Disease,Bacterial Wilt,,Ralstonia spp.,LLM:gpt-5.2,True,False
Reniform nematode (Rotylenchulus reniformis),Tomato,Disease,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
Rhizoctonia,Tomato,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia damping-off,Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Rhizoctonia fruit rot,Tomato,Disease,Disease,Rhizoctonia Fruit Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia fruit rot (Rhizoctonia solani),Tomato,Disease,Disease,Rhizoctonia Fruit Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia root rot,Tomato,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia rot,Tomato,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia solani,Tomato,Disease,Disease,Rhizoctonia Root Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizoctonia stem rot,Tomato,Disease,Disease,Rhizoctonia Stem Rot,,Rhizoctonia spp.,LLM:gpt-5.2,True,False
Rhizophydium,Tomato,Disease,Disease,Rhizophydium,,Rhizophydium spp.,LLM:gpt-5.2,True,False
"Ring nematodes (Criconemoides, Criconemella and Mesocriconema species)",Tomato,Disease,Disease,Ring Nematodes,,Criconemella spp.,LLM:gpt-5.2,True,False
Root Knot Nematode,Tomato,Disease,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Root Rot,Tomato,Disease,Disease,Root Rot,,,LLM:gpt-5.2,True,False
Root Rot (Phytophthora infestans and Phytophthora spp.),Tomato,Disease,Disease,Phytophthora Root Rot,,Phytophthora spp.,LLM:gpt-5.2,True,False
"Root Rot, Bottom/Stem Rot",Tomato,Disease,Disease,Root Rot,,,LLM:gpt-5.2,True,False
"Root Rot, Vascular Rot, Fruit Rot, Bottom Rot",Tomato,Disease,Disease,Root Rot,,,LLM:gpt-5.2,True,False
Root and Fruit Rot,Tomato,Disease,Disease,Root and Fruit Rot,,,LLM:gpt-5.2,True,False
Root and Fruit Rot (Pythium spp.),Tomato,Disease,Disease,Root and Fruit Rot,,,LLM:gpt-5.2,True,False
Root and fruit rot (Phytophthora spp.),Tomato,Disease,Disease,Root and Fruit Rot,,,LLM:gpt-5.2,True,False
"Root and fruit rot (Phytophthora spp., Pythium spp.)",Tomato,Disease,Disease,Root and Fruit Rot,,,LLM:gpt-5.2,True,False
Root and seed maggots,Tomato,Disease,Insects,Root and Seed Maggots,,,LLM:gpt-5.2,True,False
Root or crown diseases,Tomato,Disease,Disease,Root and Crown Diseases,,,LLM:gpt-5.2,True,False
Root rot (Pythium spp.),Tomato,Disease,Disease,Pythium Root Rot,,Pythium spp.,LLM:gpt-5.2,True,False
Root-knot (Melodigyne spp.),Tomato,Disease,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Root-knot nematodes (Meloidogyne species),Tomato,Disease,Disease,Root-Knot Nematode,,Meloidogyne spp.,LLM:gpt-5.2,True,False
Rosellinia spp.,Tomato,Disease,Disease,Rosellinia Root Rot,,Rosellinia spp.,LLM:gpt-5.2,True,False
Rotylenchulus spp.,Tomato,Disease,Disease,Reniform Nematode,,Rotylenchulus spp.,LLM:gpt-5.2,True,False
Salmonella enterica,Tomato,Disease,Other,,,,,True,False
Scab,Tomato,Disease,Disease,Scab,,,LLM:gpt-5.2,True,False
Sclerophthora,Tomato,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Sclerospora,Tomato,Disease,Disease,Downy Mildew,,Basidiophora spp.,LLM:gpt-5.2,True,False
Sclerotinia,Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Sclerotinia Sclerotiorum,Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Sclerotinia homeocarpa,Tomato,Disease,Disease,Dollar Spot,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Sclerotinia minor,Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Sclerotinia spp.,Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Sclerotinia stem rot,Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
"Sclerotinia stem rot, White mold",Tomato,Disease,Disease,White Mold,,Sclerotinia spp.,LLM:gpt-5.2,True,False
Sclerotium rolfsii,Tomato,Disease,Disease,Southern Blight,,Sclerotium spp.,LLM:gpt-5.2,True,False
Sclerotium spp.,Tomato,Disease,Disease,Southern Blight,,Sclerotium spp.,LLM:gpt-5.2,True,False
Seed Decay and Early Season Diseases,Tomato,Disease,Disease,Seed Decay,,,LLM:gpt-5.2,True,False
Seed Rots,Tomato,Disease,Disease,Seed Rot,,,LLM:gpt-5.2,True,False
Seed-borne and Soil-borne fungi causing decay,Tomato,Disease,Disease,Seed Decay,,,LLM:gpt-5.2,True,False
"Seed-borne and soil-borne fungi causing decay, damping-off, and seedling blight",Tomato,Disease,Disease,Seed Decay,,,LLM:gpt-5.2,True,False
Seedling blight caused by seed-borne and soil-borne fungi,Tomato,Disease,Disease,Seedling Blight,,,LLM:gpt-5.2,True,False
Seedling damping-off (Rhizoctonia solani),Tomato,Disease,Disease,Damping-Off,,Pythium spp.,LLM:gpt-5.2,True,False
Septoria,Tomato,Disease,Disease,Septoria Leaf Spot,,Septoria spp.,LLM:gpt-5.2,True,False
Septoria Leaf Spot,Tomato,Disease,Disease,Septoria Leaf Spot,,Septoria spp.,LLM:gpt-5.2,True,False
Septoria blight,Tomato,Disease,Disease,Septoria Leaf Spot,,Septoria spp.,LLM:gpt-5.2,True,False
Septoria leaf spot (Septoria lycopersici),Tomato,Disease,Disease,Septoria Leaf Spot,,Septoria spp.,LLM:gpt-5.2,True,False
Septoria lycopersici,Tomato,Disease,Disease,Septoria Leaf Spot,,Septoria spp.,LLM:gpt-5.2,True,False
Shiga-toxin producing Escherichia coli O157:H7,Tomato,Disease,Other,,,,,True,False
Sour Rot,Tomato,Disease,Disease,Sour Rot,,,LLM:gpt-5.2,True,False
Southern Bacterial Wilt,Tomato,Disease,Disease,Bacterial Wilt,,Ralstonia spp.,LLM:gpt-5.2,True,False
Southern Blight,Tomato,Disease,Disease,Southern Blight,,Sclerotium spp.,LLM:gpt-5.2,True,False
Southern blight (Athelia rolfsii),Tomato,Disease,Disease,Southern Blight,,Sclerotium spp.,LLM:gpt-5.2,True,False
Southern blight - Sclerotium rolfsii,Tomato,Disease,Disease,Southern Blight,,Sclerotium spp.,LLM:gpt-5.2,True,False
Spiral nematodes (Helicotylenchus and Rotylenchus species),Tomato,Disease,Disease,Spiral Nematodes,,,LLM:gpt-5.2,True,False
Spongospora,Tomato,Disease,Disease,Powdery Scab,,Spongospora spp.,LLM:gpt-5.2,True,False
Spotted wing drosophila,Tomato,Disease,Insects,Spotted Wing Drosophila,,,LLM:gpt-5.2,True,False
Stem nematode (Ditylenchus dipsaci),Tomato,Disease,Disease,Stem Nematode,,Ditylenchus spp.,LLM:gpt-5.2,True,False
Stem-End Rot Complex,Tomato,Disease,Disease,Stem-End Rot,,,LLM:gpt-5.2,True,False
