original_target_name,original_crop,original_target_type,source_target_type,new_target_name,new_target_type,new_target_species,source_refined,deployed,main_target_list,__needs
Phytophthora blight (P. capsici),Squash,Disease,,,,,,True,False,True
Phytophthora blight (Phytophthora capsici),Squash,Disease,,,,,,True,False,True
Phytophthora blight and crown rot,Squash,Disease,,,,,,True,False,True
Phytophthora blight or crown rot (Phytophthora capsici),Squash,Disease,,,,,,True,False,True
Phytophthora root rot,Squash,Disease,,,,,,True,False,True
Phytophthora rot,Squash,Disease,,,,,,True,False,True
Phytophthora spp.,Squash,Disease,,,,,,True,False,True
Phytophthora spp. (Root and Fruit rot),Squash,Disease,,,,,,True,False,True
Pickle Worms,Squash,Disease,,,,,,True,False,True
Pin nematodes (Paratylenchus species),Squash,Disease,,,,,,True,False,True
Plant Bug,Squash,Disease,,,,,,True,False,True
Plant Bug spp.,Squash,Disease,,,,,,True,False,True
Plant bug species,Squash,Disease,,,,,,True,False,True
Plasmodiophora,Squash,Disease,,,,,,True,False,True
Plasmopara,Squash,Disease,,,,,,True,False,True
Plectosporium Blight,Squash,Disease,,,,,,True,False,True
Plectosporium Blight (Plectosporium tabacinum),Squash,Disease,,,,,,True,False,True
Podosphaera spp.,Squash,Disease,,,,,,True,False,True
Podosphaera xanthii,Squash,Disease,,,,,,True,False,True
Polymyxa,Squash,Disease,,,,,,True,False,True
Potato Flea Beetles,Squash,Disease,,,,,,True,False,True
Potato Leafroll Virus,Squash,Disease,,,,,,True,False,True
Potato Psyllid,Squash,Disease,,,,,,True,False,True
Potato Virus Y,Squash,Disease,,,,,,True,False,True
Potato leafhopper,Squash,Disease,,,,,,True,False,True
Powdery Mildew,Squash,Disease,,,,,,True,False,True
Powdery Mildew (Erysiphe cichoracearum),Squash,Disease,,,,,,True,False,True
Powdery Mildew (Sphaerotheca fuliginea),Squash,Disease,,,,,,True,False,True
Powdery Mildew (Sphaerotheca fuliginea/Podosphaera xanthii),Squash,Disease,,,,,,True,False,True
Powdery mildew (Erysiphe spp.),Squash,Disease,,,,,,True,False,True
Powdery mildew (Sphaerotheca only),Squash,Disease,,,,,,True,False,True
Powdery mildew (Sphaerotheca spp.),Squash,Disease,,,,,,True,False,True
Pratylenchus spp.,Squash,Disease,,,,,,True,False,True
Pseudoperonospora,Squash,Disease,,,,,,True,False,True
Pseudoperonospora cubensis (Downy mildew),Squash,Disease,,,,,,True,False,True
Psylla,Squash,Disease,,,,,,True,False,True
Psyllids,Squash,Disease,,,,,,True,False,True
Pythium,Squash,Disease,,,,,,True,False,True
Pythium Blight,Squash,Disease,,,,,,True,False,True
Pythium Damping Off and Root Rots,Squash,Disease,,,,,,True,False,True
Pythium Damping-off,Squash,Disease,,,,,,True,False,True
Pythium Rot,Squash,Disease,,,,,,True,False,True
Pythium damping-off control,Squash,Disease,,,,,,True,False,True
Pythium root rots and seedling diseases,Squash,Disease,,,,,,True,False,True
Pythium spp.,Squash,Disease,,,,,,True,False,True
Radopholus spp.,Squash,Disease,,,,,,True,False,True
Ralstonia solanacearum,Squash,Disease,,,,,,True,False,True
Reniform nematode (Rotylenchulus reniformis),Squash,Disease,,,,,,True,False,True
Rhizoctonia,Squash,Disease,,,,,,True,False,True
Rhizoctonia Seedling Blight,Squash,Disease,,,,,,True,False,True
Rhizoctonia root rot,Squash,Disease,,,,,,True,False,True
Rhizoctonia solani,Squash,Disease,,,,,,True,False,True
Rhizoctonia spp.,Squash,Disease,,,,,,True,False,True
Rhizophydium,Squash,Disease,,,,,,True,False,True
Rindworm,Squash,Disease,,,,,,True,False,True
Rindworm complex,Squash,Disease,,,,,,True,False,True
Rindworm species complex,Squash,Disease,,,,,,True,False,True
Ring Nematode,Squash,Disease,,,,,,True,False,True
"Ring nematodes (Criconemoides, Criconemella and Mesocriconema species)",Squash,Disease,,,,,,True,False,True
Root Knot (except Javanese) Nematode (Supplemental Control),Squash,Disease,,,,,,True,False,True
Root Knot (except Javanese) Nematodes,Squash,Disease,,,,,,True,False,True
Root Knot Nematode (Except Javanese),Squash,Disease,,,,,,True,False,True
Root Rot,Squash,Disease,,,,,,True,False,True
Root Rot (Pythium spp.),Squash,Disease,,,,,,True,False,True
Root Worms,Squash,Disease,,,,,,True,False,True
Root and Fruit Rot,Squash,Disease,,,,,,True,False,True
Root and Fruit Rot (Phytophthora spp.),Squash,Disease,,,,,,True,False,True
Root and seed maggots,Squash,Disease,,,,,,True,False,True
Root aphids,Squash,Disease,,,,,,True,False,True
Root knot nematodes,Squash,Disease,,,,,,True,False,True
Root or crown diseases,Squash,Disease,,,,,,True,False,True
Root-knot (Melodigyne spp.),Squash,Disease,,,,,,True,False,True
Root-knot nematodes (Meloidogyne species),Squash,Disease,,,,,,True,False,True
Rootworm larvae,Squash,Disease,,,,,,True,False,True
Rosellinia spp.,Squash,Disease,,,,,,True,False,True
Rotylenchulus spp.,Squash,Disease,,,,,,True,False,True
Rust,Squash,Disease,,,,,,True,False,True
Rust mites,Squash,Disease,,,,,,True,False,True
Salmonella enterica,Squash,Disease,,,,,,True,False,True
Saltmarsh caterpillar,Squash,Disease,,,,,,True,False,True
San Jose Scale,Squash,Disease,,,,,,True,False,True
Scab,Squash,Disease,,,,,,True,False,True
Scab (Cladosporium cucumerinum),Squash,Disease,,,,,,True,False,True
"Scab, Gummosis",Squash,Disease,,,,,,True,False,True
Scale,Squash,Disease,,,,,,True,False,True
Sclerophthora,Squash,Disease,,,,,,True,False,True
Sclerospora,Squash,Disease,,,,,,True,False,True
Sclerotinia,Squash,Disease,,,,,,True,False,True
Sclerotinia Sclerotiorum,Squash,Disease,,,,,,True,False,True
Sclerotinia homeocarpa,Squash,Disease,,,,,,True,False,True
Sclerotinia minor,Squash,Disease,,,,,,True,False,True
Sclerotinia spp.,Squash,Disease,,,,,,True,False,True
Sclerotinia stem rot,Squash,Disease,,,,,,True,False,True
Sclerotium rolfsii,Squash,Disease,,,,,,True,False,True
Sclerotium spp.,Squash,Disease,,,,,,True,False,True
Seed Corn Maggot,Squash,Disease,,,,,,True,False,True
Seed-borne and Soil-borne fungi causing decay,Squash,Disease,,,,,,True,False,True
"Seed-borne and soil-borne fungi causing decay, damping-off and seedling blight.",Squash,Disease,,,,,,True,False,True
Seedling Blight,Squash,Disease,,,,,,True,False,True
Seedling Damping-off,Squash,Disease,,,,,,True,False,True
Seedling blight caused by seed-borne and soil-borne fungi,Squash,Disease,,,,,,True,False,True
Seedling damping-off (Rhizoctonia solani),Squash,Disease,,,,,,True,False,True
Seedling diseases caused by Fusarium spp.,Squash,Disease,,,,,,True,False,True
Septoria,Squash,Disease,,,,,,True,False,True
Septoria (leaf spot),Squash,Disease,,,,,,True,False,True
Septoria Leaf Blight,Squash,Disease,,,,,,True,False,True
Sharpshooters,Squash,Disease,,,,,,True,False,True
Shiga-toxin producing Escherichia coli O157:H7,Squash,Disease,,,,,,True,False,True
Silver Leaf Whitefly,Squash,Disease,,,,,,True,False,True
Sour Rot,Squash,Disease,,,,,,True,False,True
Southern armyworm,Squash,Disease,,,,,,True,False,True
Southern blight,Squash,Disease,,,,,,True,False,True
Soybean looper,Squash,Disease,,,,,,True,False,True
Sphaerotheca (powdery mildew),Squash,Disease,,,,,,True,False,True
Sphaerotheca spp.,Squash,Disease,,,,,,True,False,True
Spider mite,Squash,Disease,,,,,,True,False,True
Spiral nematodes (Helicotylenchus and Rotylenchus species),Squash,Disease,,,,,,True,False,True
Spongospora,Squash,Disease,,,,,,True,False,True
Spotted wing drosophila,Squash,Disease,,,,,,True,False,True
Squash beetle,Squash,Disease,,,,,,True,False,True
Squash bug species,Squash,Disease,,,,,,True,False,True
Squash bugs,Squash,Disease,,,,,,True,False,True
Squash vine borer,Squash,Disease,,,,,,True,False,True
Squash vine borer species,Squash,Disease,,,,,,True,False,True
Stem nematode (Ditylenchus dipsaci),Squash,Disease,,,,,,True,False,True
Stem-End Rot Complex,Squash,Disease,,,,,,True,False,True
Sting Nematode,Squash,Disease,,,,,,True,False,True
Sting nematode (Belonolaimus longicaudatus),Squash,Disease,,,,,,True,False,True
Stink Bug,Squash,Disease,,,,,,True,False,True
Stink bug species,Squash,Disease,,,,,,True,False,True
Stink bug spp.,Squash,Disease,,,,,,True,False,True
Strawberry spider mite,Squash,Disease,,,,,,True,False,True
Stubby root nematodes (Trichodorus and Paratrichodorus species),Squash,Disease,,,,,,True,False,True
Stunt Nematode,Squash,Disease,,,,,,True,False,True
Stunt nematodes (Tylenchorhynchus species),Squash,Disease,,,,,,True,False,True
Sucker Ants,Squash,Disease,,,,,,True,False,True
Sudden wilt,Squash,Disease,,,,,,True,False,True
Suppression of Vine Decline,Squash,Disease,,,,,,True,False,True
Suppression: Phytophthora Blight,Squash,Disease,,,,,,True,False,True
Swede Midge,Squash,Disease,,,,,,True,False,True
Sweet Potato Whitefly,Squash,Disease,,,,,,True,False,True
Symphylans,Squash,Disease,,,,,,True,False,True
Synchytrium,Squash,Disease,,,,,,True,False,True
Target Leaf Spot,Squash,Disease,,,,,,True,False,True
Target Spot,Squash,Disease,,,,,,True,False,True
Target spot (Corynespora cassiicola),Squash,Disease,,,,,,True,False,True
Tarnished plant bug,Squash,Disease,,,,,,True,False,True
Thielaviopsis,Squash,Disease,,,,,,True,False,True
Thielaviopsis basicola,Squash,Disease,,,,,,True,False,True
Thrips,Squash,Disease,,,,,,True,False,True
Thrips species,Squash,Disease,,,,,,True,False,True
Thrips spp.,Squash,Disease,,,,,,True,False,True
Tobacco Etch Virus,Squash,Disease,,,,,,True,False,True
Tobacco Thrips,Squash,Disease,,,,,,True,False,True
Tobacco budworm,Squash,Disease,,,,,,True,False,True
Tomato fruitworm,Squash,Disease,,,,,,True,False,True
Tomato hornworm,Squash,Disease,,,,,,True,False,True
Tomato pinworm,Squash,Disease,,,,,,True,False,True
Trachysphaera,Squash,Disease,,,,,,True,False,True
Trichodorus spp.,Squash,Disease,,,,,,True,False,True
True armyworm,Squash,Disease,,,,,,True,False,True
Two spotted spider mite,Squash,Disease,,,,,,True,False,True
Tylenchorhynchus spp.,Squash,Disease,,,,,,True,False,True
Tylenchulus semipenetrans,Squash,Disease,,,,,,True,False,True
Ulocladium Leaf Spot,Squash,Disease,,,,,,True,False,True
Variegated Cutworm,Squash,Disease,,,,,,True,False,True
Velvetbean caterpillar,Squash,Disease,,,,,,True,False,True
Venturia inaequalis,Squash,Disease,,,,,,True,False,True
Verticillium,Squash,Disease,,,,,,True,False,True
Verticillium Wilt,Squash,Disease,,,,,,True,False,True
Verticillium spp.,Squash,Disease,,,,,,True,False,True
Vine Blight,Squash,Disease,,,,,,True,False,True
Vine decline,Squash,Disease,,,,,,True,False,True
Watermelon,Squash,Disease,,,,,,True,False,True
Watermelon Bacterial Fruit Blotch,Squash,Disease,,,,,,True,False,True
Watermelon Mosaic Virus 2,Squash,Disease,,,,,,True,False,True
Watermelon bacterial fruit blotch (Suppression),Squash,Disease,,,,,,True,False,True
Web blight,Squash,Disease,,,,,,True,False,True
Webworm species,Squash,Disease,,,,,,True,False,True
Webworm spp.,Squash,Disease,,,,,,True,False,True
Webworms,Squash,Disease,,,,,,True,False,True
Weevils,Squash,Disease,,,,,,True,False,True
Western yellowstriped armyworm,Squash,Disease,,,,,,True,False,True
White Mold (Sclerotinia spp.),Squash,Disease,,,,,,True,False,True
White flies,Squash,Disease,,,,,,True,False,True
White grubs,Squash,Disease,,,,,,True,False,True
Whitefly spp.,Squash,Disease,,,,,,True,False,True
Wireworm,Squash,Disease,,,,,,True,False,True
Worms,Squash,Disease,,,,,,True,False,True
Xanthomonas,Squash,Disease,,,,,,True,False,True
Xanthomonas camestris,Squash,Disease,,,,,,True,False,True
Xanthomonas campestris (axonopodis) pathovars citrumelo (citrus canker surrogate),Squash,Disease,,,,,,True,False,True
Xiphinema spp.,Squash,Disease,,,,,,True,False,True
Yellowstriped armyworm,Squash,Disease,,,,,,True,False,True
Zucchini Yellow Mosaic Virus,Squash,Disease,,,,,,True,False,True
algae,Squash,Disease,,,,,,True,False,True
annual grasses,Squash,Disease,,,,,,True,False,True
blue mold (Penicillium species),Squash,Disease,,,,,,True,False,True
broad mite,Squash,Disease,,,,,,True,False,True
broadleaf weeds,Squash,Disease,,,,,,True,False,True
certain soil borne diseases,Squash,Disease,,,,,,True,False,True
decay,Squash,Disease,,,,,,True,False,True
deer,Squash,Disease,,,,,,True,False,True
earwigs,Squash,Disease,,,,,,True,False,True
foliar pathogens,Squash,Disease,,,,,,True,False,True
fungal diseases,Squash,Disease,,,,,,True,False,True
grapevine trunk diseases,Squash,Disease,,,,,,True,False,True
grass,Squash,Disease,,,,,,True,False,True
green mold (Penicillium species),Squash,Disease,,,,,,True,False,True
lesion (Pratylenchus spp.),Squash,Disease,,,,,,True,False,True
microdochium blight,Squash,Disease,,,,,,True,False,True
moss,Squash,Disease,,,,,,True,False,True
other insects,Squash,Disease,,,,,,True,False,True
pacific mite,Squash,Disease,,,,,,True,False,True
reniform (Rotylenchulus spp.),Squash,Disease,,,,,,True,False,True
ring (Bursaphelenchus spp.),Squash,Disease,,,,,,True,False,True
russet mites,Squash,Disease,,,,,,True,False,True
seed decay,Squash,Disease,,,,,,True,False,True
soil-borne pathogens,Squash,Disease,,,,,,True,False,True
soybean cyst nematode (Heterodera glycines),Squash,Disease,,,,,,True,False,True
stem-end rot (Geotrichium),Squash,Disease,,,,,,True,False,True
sting (Belonolaimus spp.),Squash,Disease,,,,,,True,False,True
stunt (Tylenchorhynchus spp.),Squash,Disease,,,,,,True,False,True
two-spotted mites,Squash,Disease,,,,,,True,False,True
western flower thrips,Squash,Disease,,,,,,True,False,True
Aphids (all life stages except adult),Squash,Growth Regul,,,,,,True,False,True
Bacterial Blast,Squash,Growth Regul,,,,,,True,False,True
Blue Mold spp.,Squash,Growth Regul,,,,,,True,False,True
Borers (all life stages),Squash,Growth Regul,,,,,,True,False,True
Brown Patch,Squash,Growth Regul,,,,,,True,False,True
Citrus Canker,Squash,Growth Regul,,,,,,True,False,True
"Corn Borers (egg, larvae)",Squash,Growth Regul,,,,,,True,False,True
Corn Ear Worm (all life stages except adult),Squash,Growth Regul,,,,,,True,False,True
Corn Root Maggot (all life stages except adult),Squash,Growth Regul,,,,,,True,False,True
"Corn Root Worm (egg, larvae instars)",Squash,Growth Regul,,,,,,True,False,True
"Crickets (egg, larvae)",Squash,Growth Regul,,,,,,True,False,True
Curvularia spp.,Squash,Growth Regul,,,,,,True,False,True
Fairy Ring,Squash,Growth Regul,,,,,,True,False,True
Gall nematode (Anguina spp.),Squash,Growth Regul,,,,,,True,False,True
Garlic and Onion White Rot,Squash,Growth Regul,,,,,,True,False,True
Goss Wilt,Squash,Growth Regul,,,,,,True,False,True
"Grasshoppers (egg, nymph)",Squash,Growth Regul,,,,,,True,False,True
Guava nematode (Meloidogyne spp.),Squash,Growth Regul,,,,,,True,False,True
Hybrid seed production,Squash,Growth Regul,,,,,,True,False,True
Increase fruit size,Squash,Growth Regul,,,,,,True,False,True
Lance nematode (Hoplolaimus spp.),Squash,Growth Regul,,,,,,True,False,True
Melanose,Squash,Growth Regul,,,,,,True,False,True
Mites (all life stages except adult),Squash,Growth Regul,,,,,,True,False,True
Onion Pink Root Rot,Squash,Growth Regul,,,,,,True,False,True
Pea Weevils (all life stages except adult),Squash,Growth Regul,,,,,,True,False,True
Phyllachora spp.,Squash,Growth Regul,,,,,,True,False,True
Pine Beetles,Squash,Growth Regul,,,,,,True,False,True
"Plant Bugs (egg, nymph)",Squash,Growth Regul,,,,,,True,False,True
Potato cyst nematode (Globodera spp.),Squash,Growth Regul,,,,,,True,False,True
"Psyllids (egg, all 5 instar stages)",Squash,Growth Regul,,,,,,True,False,True
Reniform nematode (Rotylenchulus spp.),Squash,Growth Regul,,,,,,True,False,True
Root-knot nematode (Meloidogyne spp.),Squash,Growth Regul,,,,,,True,False,True
Root-lesion nematode (Pratylenchus spp.),Squash,Growth Regul,,,,,,True,False,True
Slugs (all life stages),Squash,Growth Regul,,,,,,True,False,True
Snails (all life stages),Squash,Growth Regul,,,,,,True,False,True
Sooty Mold,Squash,Growth Regul,,,,,,True,False,True
"Southern Cowpea Weevil (egg, larvae, maggot)",Squash,Growth Regul,,,,,,True,False,True
Soybean Cyst Nematode (Heterodera spp.),Squash,Growth Regul,,,,,,True,False,True
Spiral nematode (Helicotylenchus spp.),Squash,Growth Regul,,,,,,True,False,True
Stem nematode (Ditylenchus spp.),Squash,Growth Regul,,,,,,True,False,True
Sting nematode (Belonolaimus spp.),Squash,Growth Regul,,,,,,True,False,True
"Stink Bugs (egg, nymph)",Squash,Growth Regul,,,,,,True,False,True
Sugarcane Aphids (all life stages except adult),Squash,Growth Regul,,,,,,True,False,True
"Thrips (egg, larvae, pre-pupal, pupal)",Squash,Growth Regul,,,,,,True,False,True
Tilletia spp.,Squash,Growth Regul,,,,,,True,False,True
Ustilago spp.,Squash,Growth Regul,,,,,,True,False,True
Various effects of ethylene,Squash,Growth Regul,,,,,,True,False,True
"White flies (egg, nymph)",Squash,Growth Regul,,,,,,True,False,True
"Wireworms (egg, larvae)",Squash,Growth Regul,,,,,,True,False,True
female flower induction,Squash,Growth Regul,,,,,,True,False,True
1st and 2nd instar caterpillars,Squash,Insects,,,,,,True,False,True
ASPARAGUS BEETLES,Squash,Insects,,,,,,True,False,True
All Listed Pests,Squash,Insects,,,,,,True,False,True
All Listed Pests (except as specified below),Squash,Insects,,,,,,True,False,True
Anticarsia gemmatalis,Squash,Insects,,,,,,True,False,True
Ants,Squash,Insects,,,,,,True,False,True
"Ants (except harvester ants, pharaoh ants and carpenter ants)",Squash,Insects,,,,,,True,False,True
"Ants (excluding Carpenter, Fire, Harvester & Pharaoh)",Squash,Insects,,,,,,True,False,True
Aphid species,Squash,Insects,,,,,,True,False,True
Armyworm (1st and 2nd instar),Squash,Insects,,,,,,True,False,True
Armyworm (all species),Squash,Insects,,,,,,True,False,True
"Armyworm, True",Squash,Insects,,,,,,True,False,True
"Armyworm, Yellowstriped",Squash,Insects,,,,,,True,False,True
"Armyworm, beet",Squash,Insects,,,,,,True,False,True
Avocado Red Spider Mite,Squash,Insects,,,,,,True,False,True
Avocado red spider,Squash,Insects,,,,,,True,False,True
BEAN BEETLES,Squash,Insects,,,,,,True,False,True
Bacterial Wilt (as Vectored by Various Cucumber Beetles),Squash,Insects,,,,,,True,False,True
Bagrada bug,Squash,Insects,,,,,,True,False,True
Banks grass,Squash,Insects,,,,,,True,False,True
Barnyardgrass,Squash,Insects,,,,,,True,False,True
"Beetles (Colorado Potato Beetle, Confused Flour Beetles, Cucumber Beetles, Dried Fruit Beetles, Flea Beetles, Red Flour Beetles, Watermelon Beetles)",Squash,Insects,,,,,,True,False,True
Big-Headed Ant,Squash,Insects,,,,,,True,False,True
Black vine and other root weevils,Squash,Insects,,,,,,True,False,True
Black vine weevil,Squash,Insects,,,,,,True,False,True
Blister Beetle,Squash,Insects,,,,,,True,False,True
Brown Almond Mite,Squash,Insects,,,,,,True,False,True
Brown almond,Squash,Insects,,,,,,True,False,True
Cabbage Worms,Squash,Insects,,,,,,True,False,True
Cabbage budworm,Squash,Insects,,,,,,True,False,True
Cadelles,Squash,Insects,,,,,,True,False,True
Carpetweed,Squash,Insects,,,,,,True,False,True
Celery leaftier,Squash,Insects,,,,,,True,False,True
Centipedes,Squash,Insects,,,,,,True,False,True
Chrysanthemum Leaf Miner,Squash,Insects,,,,,,True,False,True
Chrysodeixis includens,Squash,Insects,,,,,,True,False,True
Citrus Leaf Miner,Squash,Insects,,,,,,True,False,True
Citrus Red Mite,Squash,Insects,,,,,,True,False,True
Citrus red,Squash,Insects,,,,,,True,False,True
Clover,Squash,Insects,,,,,,True,False,True
Clover Mite,Squash,Insects,,,,,,True,False,True
Cocklebur,Squash,Insects,,,,,,True,False,True
Coleoptera grubs and larvae,Squash,Insects,,,,,,True,False,True
Confused Flour Beetles,Squash,Insects,,,,,,True,False,True
Cotton (melon) aphid,Squash,Insects,,,,,,True,False,True
Crabgrass,Squash,Insects,,,,,,True,False,True
Crane fly larvae,Squash,Insects,,,,,,True,False,True
Cricket spp.,Squash,Insects,,,,,,True,False,True
Cross-striped cabbageworm,Squash,Insects,,,,,,True,False,True
"Cucumber Beetle (Spotted, Striped, Western Striped)",Squash,Insects,,,,,,True,False,True
Cucumber Beetle species (Adult),Squash,Insects,,,,,,True,False,True
Cucumber Beetle spp.,Squash,Insects,,,,,,True,False,True
Cucumber Beetles (suppression),Squash,Insects,,,,,,True,False,True
Darkling ground beetles,Squash,Insects,,,,,,True,False,True
Diamondback moth (larvae),Squash,Insects,,,,,,True,False,True
Diaprepes root weevil,Squash,Insects,,,,,,True,False,True
Dipterous leafminers,Squash,Insects,,,,,,True,False,True
Dried Fruit Beetles,Squash,Insects,,,,,,True,False,True
Eotetranychus spp.,Squash,Insects,,,,,,True,False,True
European grapevine moth,Squash,Insects,,,,,,True,False,True
European red,Squash,Insects,,,,,,True,False,True
European red (use maximum rate),Squash,Insects,,,,,,True,False,True
False Wireworm,Squash,Insects,,,,,,True,False,True
Foxtail,Squash,Insects,,,,,,True,False,True
Fruit worms,Squash,Insects,,,,,,True,False,True
Fungus gnat larvae,Squash,Insects,,,,,,True,False,True
Granulate Cutworm,Squash,Insects,,,,,,True,False,True
Hawaiian beet webworm,Squash,Insects,,,,,,True,False,True
Helicoverpa zea,Squash,Insects,,,,,,True,False,True
Heliothis virescens,Squash,Insects,,,,,,True,False,True
Hemipterans,Squash,Insects,,,,,,True,False,True
Indianmeal Moths,Squash,Insects,,,,,,True,False,True
Insects,Squash,Insects,,,,,,True,False,True
Insects and mites,Squash,Insects,,,,,,True,False,True
June Beetle spp.,Squash,Insects,,,,,,True,False,True
Lambsquarters,Squash,Insects,,,,,,True,False,True
"Lambsquarters, common",Squash,Insects,,,,,,True,False,True
Leaf Eating Beetles,Squash,Insects,,,,,,True,False,True
Leaf Silvering (Resulting from Whitefly Feeding),Squash,Insects,,,,,,True,False,True
Leaf silvering,Squash,Insects,,,,,,True,False,True
Leafminer species,Squash,Insects,,,,,,True,False,True
Leafminers (Liriomyza species),Squash,Insects,,,,,,True,False,True
Leafminers (Liriomyza spp.),Squash,Insects,,,,,,True,False,True
Leafminers (larvae),Squash,Insects,,,,,,True,False,True
Leafminers (suppression),Squash,Insects,,,,,,True,False,True
Lepidoptera caterpillars and larvae,Squash,Insects,,,,,,True,False,True
Lepidoptera larvae,Squash,Insects,,,,,,True,False,True
Lepidopterous larvae,Squash,Insects,,,,,,True,False,True
Lewis Mite,Squash,Insects,,,,,,True,False,True
Light Brown Apple Moth,Squash,Insects,,,,,,True,False,True
Lygus Bug spp.,Squash,Insects,,,,,,True,False,True
Lygus species,Squash,Insects,,,,,,True,False,True
McDaniel,Squash,Insects,,,,,,True,False,True
McDaniel Mite,Squash,Insects,,,,,,True,False,True
Mediterranean Flour Moths,Squash,Insects,,,,,,True,False,True
Melon aphid,Squash,Insects,,,,,,True,False,True
Millipedes,Squash,Insects,,,,,,True,False,True
Mormon crickets,Squash,Insects,,,,,,True,False,True
Native Fire Ant,Squash,Insects,,,,,,True,False,True
Oriental Beetle,Squash,Insects,,,,,,True,False,True
Pacific spider,Squash,Insects,,,,,,True,False,True
"Panicum, fall",Squash,Insects,,,,,,True,False,True
Panonychus spp.,Squash,Insects,,,,,,True,False,True
Pavement Ant,Squash,Insects,,,,,,True,False,True
Pecan Leaf Scorch Mite,Squash,Insects,,,,,,True,False,True
Pecan leaf scorch,Squash,Insects,,,,,,True,False,True
Persea,Squash,Insects,,,,,,True,False,True
Persea Mite,Squash,Insects,,,,,,True,False,True
Pigweed,Squash,Insects,,,,,,True,False,True
Plant bugs (Lygus spp.),Squash,Insects,,,,,,True,False,True
Plant bugs (including Lygus and Stink bugs),Squash,Insects,,,,,,True,False,True
Planthoppers,Squash,Insects,,,,,,True,False,True
Plutella xylostella,Squash,Insects,,,,,,True,False,True
Pseudomonas spp.,Squash,Insects,,,,,,True,False,True
Purslane,Squash,Insects,,,,,,True,False,True
Red Flour Beetles,Squash,Insects,,,,,,True,False,True
Red Imported Fire Ant,Squash,Insects,,,,,,True,False,True
Rindworm spp. complex,Squash,Insects,,,,,,True,False,True
Rose Aphids,Squash,Insects,,,,,,True,False,True
Rose Chafers,Squash,Insects,,,,,,True,False,True
Rose Slugs,Squash,Insects,,,,,,True,False,True
Shoreflies,Squash,Insects,,,,,,True,False,True
"Signalgrass, broadleaf",Squash,Insects,,,,,,True,False,True
Silver Leaf,Squash,Insects,,,,,,True,False,True
Silverfish,Squash,Insects,,,,,,True,False,True
Six-Spotted Mite,Squash,Insects,,,,,,True,False,True
Six-spotted,Squash,Insects,,,,,,True,False,True
Smartweed,Squash,Insects,,,,,,True,False,True
Southern (California) Fire Ant,Squash,Insects,,,,,,True,False,True
Southern red mite,Squash,Insects,,,,,,True,False,True
Sowbugs (Pillbugs),Squash,Insects,,,,,,True,False,True
Spider Mite species,Squash,Insects,,,,,,True,False,True
Spider Mite spp.,Squash,Insects,,,,,,True,False,True
Spiders,Squash,Insects,,,,,,True,False,True
Spiders (excluding Black Widow & Brown Recluse),Squash,Insects,,,,,,True,False,True
Spodoptera eridania,Squash,Insects,,,,,,True,False,True
Spodoptera exigua,Squash,Insects,,,,,,True,False,True
Spodoptera frugiperda,Squash,Insects,,,,,,True,False,True
Spodoptera spp.,Squash,Insects,,,,,,True,False,True
Spotted Cucumber Beetle,Squash,Insects,,,,,,True,False,True
Springtails,Squash,Insects,,,,,,True,False,True
Spruce spider mite,Squash,Insects,,,,,,True,False,True
Squash Bug spp.,Squash,Insects,,,,,,True,False,True
Squash Vine Borer spp.,Squash,Insects,,,,,,True,False,True
Strawberry Weevils,Squash,Insects,,,,,,True,False,True
Strawberry spider,Squash,Insects,,,,,,True,False,True
Striped cucumber beetle,Squash,Insects,,,,,,True,False,True
Stripped cucumber beetle,Squash,Insects,,,,,,True,False,True
Sweet Potato,Squash,Insects,,,,,,True,False,True
Tetranychus spp.,Squash,Insects,,,,,,True,False,True
Thrips (adult),Squash,Insects,,,,,,True,False,True
Thrips (foliage feeding only),Squash,Insects,,,,,,True,False,True
Thrips (foliage feeding thrips only),Squash,Insects,,,,,,True,False,True
Thrips pupae,Squash,Insects,,,,,,True,False,True
Tomato/Potato psyllid,Squash,Insects,,,,,,True,False,True
Trichoplusia ni,Squash,Insects,,,,,,True,False,True
Trogoderma,Squash,Insects,,,,,,True,False,True
True Bugs,Squash,Insects,,,,,,True,False,True
Two-spotted spider,Squash,Insects,,,,,,True,False,True
Vegetable weevil,Squash,Insects,,,,,,True,False,True
Vegetable weevil (adult),Squash,Insects,,,,,,True,False,True
Velvetleaf,Squash,Insects,,,,,,True,False,True
Watermelon Beetles,Squash,Insects,,,,,,True,False,True
Western Striped Melonworm,Squash,Insects,,,,,,True,False,True
Western plant bug,Squash,Insects,,,,,,True,False,True
Whiteflies (Bemisia and Trialeuroides spp.),Squash,Insects,,,,,,True,False,True
Whitefly (adult),Squash,Insects,,,,,,True,False,True
Whitefly species,Squash,Insects,,,,,,True,False,True
Willamette,Squash,Insects,,,,,,True,False,True
Worms (caterpillars),Squash,Insects,,,,,,True,False,True
armored scale,Squash,Insects,,,,,,True,False,True
cankerworms,Squash,Insects,,,,,,True,False,True
certain caterpillars,Squash,Insects,,,,,,True,False,True
citrus rust mite,Squash,Insects,,,,,,True,False,True
darkling beetles,Squash,Insects,,,,,,True,False,True
leaf-feeding insects,Squash,Insects,,,,,,True,False,True
listed insects,Squash,Insects,,,,,,True,False,True
listed plant pests,Squash,Insects,,,,,,True,False,True
locust,Squash,Insects,,,,,,True,False,True
meadow voles,Squash,Insects,,,,,,True,False,True
mite pests,Squash,Insects,,,,,,True,False,True
